ENGLISH,ENGLISH
"You're not leaving me yet, Zelos...","No puedes dejarme aún, Zelos..."
You've got Lightfury...,Tienes a Furialuz.
Damn right I do.,Pues claro que sí.
"Heh...\| I think you know what this means.\! The barrier between worlds is soon going to shatter, and Zanatus will return.\! What we saw today was just a small projection of the demon's power.","Je, je...\| Creo que ya sabes lo que eso significa.\! La barrera entre los mundos pronto se romperá y Zanatus regresará.\! Lo que vimos hoy no era más que una pequeña proyección de su poder."
"Then it seems we're going to have to kill Zanatus, huh?","Parece que vamos a tener que matar a Zanatus, ¿eh?"
"\n[8] and Zelos back together, trying to kill a god...\| I guess there are worse ways to die."," \n[8]y Zelos juntos de nuevo, tratando de matar a un dios...\| Creo que hay peores formas de morir."
"Is it true, what he said about the Nephilim?",¿Es cierto... lo que dijo sobre los nefilim?
"If so, I suppose that would make me the fool for believing in fate.\! You'd like that, wouldn't you?","Si así fuera, supongo que sería idiota por creer en el destino.\! Te gustaría que lo fuera, ¿no?"
"A little bit, yeah...","Un poco, sí."
