ENGLISH,JAPANESE
"Pah, silly Veridians. If they will not properly acknowledge you as their savior, they deserve not the grace and beauty of my presence.",ああ、ベリディア人も馬鹿ね。あなたを救世主として認めないなら、その存在の恵みと美を受けるに値しないわ。
"...\| They will be ready in time. But for now, my role in Veridia is done. The Nephilim War is over, and Zanatus is dead.",...\|そのうち状況も変わるさ。ただ、今のところは、私のベリディアにおける役目は終わったということだ。ネフィリム戦争は終わり、ザナトゥスは死んだ。
"Indeed! A well-done demon, burned to a crisp by the divine fires of Cyrene.",その通り！あの悪魔は、サイレインの神聖な火によって焼き尽くされたのよ。
You don't seem too broken up about losing your adoptive father.,養父を亡くしたというのに、あまり落ち込んでいるようには見えないな。
"...\| It feels bizarre to even hear those words. That man, that being, took me in for his own designs.\! No one fiddles with the likes of Beatrix, not even you, \n[8]!",...\|今となっては、「養父」なんて言葉すら奇妙に思えるわ。あの男は、私を自分の意に沿うように形作ったのよ。\!このベアトリクスを操るなんて、何人たりとも許されないわ。たとえあなたでもよ、\n[8]！
"Ha, duely noted.",ハハ、わかった。覚えておくよ。
"Now then. You've promised me a new adventure.\| Care to share the details, or shall I simply annihilate anything that looks in your direction?",それで、あなた、新しい冒険を約束してくれたわね。\|詳しく教えてくれない？言ってくれないなら、目の前にあるものを全部吹き飛ばしちゃうわよ？
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.",ザナトゥスの最期の言葉が、今も頭から離れないんだ。あれは本人の魂から出たもので、偽りなどではなかったと思う。ザナトゥスの私とドナーに対する憎しみは、言葉では言い表せないものだ。\!でも、その最期の瞬間、まるで心の平安を覚えたかのようだった。まるで果たすべき使命を終えたかのように。まるで果たすべき使命を終えたかのように。\!また、ザナトゥス教団の何人かは逃亡し、はるか東のグロスノーに向かったという報告がある。
"Grothnor, hmm?\| You know, they say even Donar's light fails to reach its innermost depths.\! It is home to unspeakable horrors that could render a man insane from fear.\! An odd vacation destination, though you've successfully intrigued me.\! The treasures that await must be positively gleaming.",グロスノーねえ？\|噂だと、ドナーの光でさえその最深部には届かないらしいわ。\!人の恐怖を狂気に転化させる、言葉では言い尽くせない悪の根源よ。\!まあ、戦の後の休暇としては奇妙な旅先だけど、なかなか面白そうではあるわね。\!その先で手に入る宝物も、きっとすごいはずよ。
"Yeah, I know. I couldn't imagine someone better equipped to be by my side for this.\| Ready to head off, then?",そうだ。そして君以上にこの旅の伴に合った人間など、どこにも見当たらない。\|というわけで、行くかい？
"Off we go, then! Let us set the future ablaze, \n[8]!",ええ、そうしましょう！そして、未来の火をしっかりと灯すのよ、\n[8]！
