ENGLISH,JAPANESE
"By Donar, if I survive this heat, I shall never forsake the tundra again as long as I shall live!",ああ、ここの暑さと来たら、極寒のツンドラさえ恋しくなるくらいだ。
Perhaps your kind would do well to listen to your body. That is Donar telling you not to be where you don't belong.,まあ、体の声に耳を傾けるのが賢明でしょうね。きっとドナーが、自分の土地でない場所にいるなって、告げているのよ。
"Perhaps it is, Sayunaari.\! But for the return of Donar, no amount of suffering would dissuade me from this great holy war.",そうかもしれんな、サユナーの娘よ。\!だが、ドナーのために、どのような苦難があろうと、この戦いから退くわけにはいかんのだよ。
"...I believe you.\! That is no small feat, Veridian.",...そうでしょうね。\!これは本当に、楽な戦いではないわ。
"Ha ha ha, then I will have accomplished something this day, even if the desert takes me.",ハッハッ、そうとも。さらにここには、砂漠という手強い敵までもがいる。
"Ahhh, of course. You're a Highlander, aren't you, Jaromir?",そうね。あなたは高地の出身なんでしょ、ジャロミール？
"That is... an ancient distinction.\! I am a servant of Donar first, and a Veridian second.\! The people of my Duchy do indeed trace their roots to the Felnamia Highlanders.\! Centuries of integration has all but erased that part of our past.",ああ...我が先祖は古よりその地に住んできた。\!だが、今はドナーの信徒であることが第一の信条で、他のことは二の次だ。\!公国の民のルーツは、正確にはフェルナミア高地にさかのぼる。\!ただ、何世紀にもわたる統合により、過去の歴史はほとんど忘れ去られているがな。
"I see.\! Regardless, you are the Shield of the North, the iron wall behind which the Midlanders sleep soundly.\! Just as they do due to the existence of my nation - a Shield against the endless wastes to the East.\! Tell me, Highlander, what do you think would happen to the Midlanders if our two peoples' did not exist?",なるほどね。\!そして今のあなたはさしずめ「北の盾」、山の民を守る鉄の壁といったところかしら。\!忌まわしい帝国の連中は、今や東にも盛んに手を出してきているわ。\!私たち2つの民族が消えたら、あいつらはどうなるんでしょうかね？
"Crumble to dust at the first instance of difficulty, no doubt.",国力を維持できず、あっという間に崩壊するだろうな。
"Ha ha ha... even if you humor me, it is needed at this time.\! Thank you for your fellowship, Highlander.\! May the bulwarks of the snow and of the sand never perish.",ああ、そうなってくれたらいいんだけど、こっちも滅ぶわけにはいかないからねえ。\!まあ、いろいろとお話してくれてありがとう。\!これからも、この大陸から雪と砂が消えないことを祈りましょう。
