ENGLISH,JAPANESE
"Jules...\| Where have you been?\! This isn't like you, avoiding all of us.",ジュールス...\|どこに行ってたんだ？\!らしくないじゃないか、みんなを避けて。
"Really?\! Yeah, I guess that's not really like me...\| I'm sorry, \n[8].",ええ？\!まあ、僕らしくないかもしれないけど...\|ごめんよ、\n[8]。
"Haha, don't be sorry!\! I'm supposed to be leading this army and I can't have one of my best officers drifting away and...\| keeping secrets from me.",ああ、気にしなくていい！\!私はこの部隊を率いている。軍の最高の兵士がどこかに行くだなんて、あってはならないからね...\|あと、私に秘密を隠すことも。
W-What secrets?,ひ、秘密って？
Jules...,ジュールス...
"...Oh, did you...\! No, I swear, I didn't mean a thing!\! I-I thought I had lost my journal, but...\| How did...?!",...ええっと...\!いや、そういう意味じゃないんだ！\!ただ、日記をなくしたかなと思って...\|それで...
...So you didn't mean it?,...じゃあ、そういう意味じゃなかったって？
???\| Do you mean...???,？？？\|それはどういう...？？？
Very well.\! I guess I'll leave it alone...,いや、なんでもない。\!忘れてくれ...
"No, wait!!\! \n[8]...",ま、待ってくれ！！\!\n[8]...
...What is it?,...なんだい？
"...\| Of COURSE I meant it!!\! \n[8], I have never met someone like you...\| I've always thought of myself as the one who has to pick up everyone else.\! But with you... I don't have to!\! It's you who does that to me!",...\|ええっと、もちろん「そういう意味」さ！\!\n[8]、今まで君のような人には出会ったことがない...\|僕はいつも、自分が他の人を励ますタイプだと思っていた。\!でも、君と一緒にいると...それが逆になるんだ！\!君が僕を励ましてくれるんだよ！
Jules...\| Anyone should feel privileged to hear such things from someone as kind-hearted as you...,ジュールス...\|君のような優しい人からそう言われたら、どれだけうれしいか...
"What a dangerous time this is.\! But I think we will be just fine if we are there for each other.\! Would you stand by me in this life, \n[8]?",今は本当に大変な時代だ。\!だから、これからも一緒に助け合えたら...それはきっと、すごく素敵なことなんじゃないかな。\!ねえ、これからも僕の傍にいてくれるかい、\n[8]？
"I can't imagine going forward any other way, Jules...",ああ、君以外の人なんて考えられないよ、ジュールス...
