ENGLISH,JAPANESE
Chapter 10: To War,第10章:戦火の中へ
"This is the great Duchy of Isanter?\! Our greatest rival for generations?\! What a joke.\! Commander, send all units to their capital at once!",あれはイサンテル公国のロザイア公爵か？\!あの先祖代々の仇が？\!なんたることだ。\!司令よ、全軍を一挙にあの場所に向かわせるのだ！
"Diana, is the Temple prepared to go to war against Rimorgue?",ダイアナ、神殿はリモーグを敵に回すだけの余力があるのか？
This war is upon us whether we are prepared or not.\! Isanter is the only thing standing between us and ruin.\! We must not let their capital fall.,余力があろうとあるまいと、戦火はこちらにやってくる。\!我々と破滅の間に立ってくれるのは、もはやイサンテルだけだ。\!公国の首都を陥落させるわけにはいかない。
"Got it.\! We need to push south and waste no time while we're at it.\! If we can retake Trucea from the Eastern armies, all the better.",そうだな。\!では、急いで南へ進もう。無駄にできる時間はない。\!東側陣営からトルセアを奪還できれば、それが最良だ。
"Hello again, blue-haired human.",青髪、また会った。
Uh oh.\! I hope you haven't found a job with the Rimorgue Army...,や、やあ。\!君がリモーグ軍に雇われてないことを願うよ...
"Raskuja did makings an offer to the one called Terenor, but Raskuja did not care for that one's personality.\! The blue-haired human is to be being more favorable to be conversing with.",ラスクージャ、テレノールとかいう人間に会った。でも、そいつ気に入らなかった。\!青髪いいやつ。話しやすい。
"Oh... well, thanks!",ええっと...それはどうも！
"Raskuja offers his services to the blue-haired human free of charge.\! But he is to be expecting much reward when human civil war comes to its end.\! If blue-haired human refuses, it would be to be having much foolishness.",ラスクージャ、青髪のためにタダで戦う。\!でも、人間の内戦が終わったら、きっと大金出してほしい。\!青髪これ拒むなら、馬鹿だ。
"Can't argue with that, cat.\! You've got yourself a deal!\! If you're as good as you say, I'm sure Duke Lothair will make it worth your trouble.\! Blue-haired human's name is to be being \n[8].",なるほど。わかったよ、猫人さん。\!じゃあ、それで手打ちと行こうじゃないか！\!君がそこまで強いなら、ロザイア公爵はきっと働きに見合う額を払うはずだし。\!ところで、この青髪の名前は\n[8]だ。よろしく。
"\n[8] shows great wisdom.\! Humans watch, you are to be learning what elite Barek Tor mercenary can do.",\n[8]、賢い人間。\!今からバレクトールの戦士の力、目に焼き付けろ。
