ENGLISH,JAPANESE
"So, my father is...",そう、お父さんが...
He's gone from this place.,ああ、消えたよ。
"He's a tricky one, \n[8]...\| I wouldn't rest easy until you've killed that man a hundred times.",あの人も結構クセ者なのよ、\n[8]...\|百回殺すまでは、安心しちゃダメだからね。
"I am sorry, Nephilim.\! None of the others deserve blame. All of it falls onto me.",すまなかった、ネフィリムよ。\!どうか他の者たちを責めないでやっておくれ。すべては私のせいなのだ。
Lysander...,ライサンダー...
"I failed to stop you from completing the prophecy.\! Do to me what you must, \n[8].",結局、預言の成就は阻止できなかった。\!私はただの反逆者だ。さあ、軍の法規に従い処刑するのだ、\n[8]よ。
Just because you didn't succeed...\! Just because you didn't have the physical force to stop me...\! that doesn't make you wrong.,あなたの試みは失敗した...\!でも、それはただ強さが足りなかったためで、\!あなたが間違っていたからではありません。
"Here, take the Lightfury.\! Strike me down, I will not fight back.",ライトフューリーはあなたに渡します。\!それで私を斬ってください。
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down a monster.",この剣を振るう資格はあなたにこそあります。アーミテージでのこと、覚えてますか？\!私に反対する勇気を持っていたのは、あなただけだった。\!この怪物を打ち倒すチャンスは、今しかありません。
...\| I'd sooner fall on the blade myself...,...\|ならばその後、私も自害するとしよう...
Look around you. The sky's already changed.\! Everything that's happened has lead to this... the final invasion of Tahnra.\! Indeed perhaps this was all meant to be.,周りを見てください。もう空模様が変わっています。\!今まで起きたすべては、このためだったのです...ターンラに対する...邪神の最後の戦い...\!結局、あの男の言っていたことが正しかった。
"Just as it was written in the forbidden pages, Zanatus has retreated to the Divine Realm beyond the gate at Mount Ptolomea.\! He must be utterly destroyed before he can fully recover.\! Now that \n[8] has claimed Lightfury, the way to the Divine Realm is open.\! So too is the way from there to our world.",禁断の書に書かれていた通り、ザナトゥスはプトロメア山の門を越えて神界へと退いた。\!完全に力を取り戻す前に倒さないと、すべてが手遅れになる。\!\n[8]がライトフューリーを手にした今、神界への道は開けているはずだ。\!そして、向こうからこちら側に至る道もな。
"Lysander, those who followed him...\| I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.",ライサンダー、そしてみんな...\|やつの力を感じる。とても言い表せないような、この世のものとは思えない力だ。\!今は意見の違いなど些細なものだ...過去にあったことはすべて水に流そう。\!ここで負ければ、ターンラは永遠の闇に呑まれて沈むことになる。\!だから、全員で力を合わせて食い止めなくてはならない。
There is no greater blight to exist than Zanatus...\|I will spend my last lifeblood to fight him.,世にザナトゥス以上の呪いはない...\|たとえ命尽きることになろうとも、最後まで戦い抜く覚悟だ。
Thank you...\| Donar be with us.,ありがとう...\|皆にドナーの加護があらんことを！
"\n[8]...\| you're alive, and that's all that matters now.\! Do to me what you must...",\n[8]...\|、お前が生きていることがすべてだ。\!今の私は反逆者にすぎない。さあ、軍の法規に従い処刑するのだ...
Just because I won...\| doesn't make you wrong.,私が勝ったからと言って...\|あなたが間違っていたことにはなりません。
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down yet another tyrant.",この剣を振るう資格はあなたにこそあります。アーミテージでのこと、覚えてますか？\!私に反対する勇気を持っていたのは、あなただけだった。\!この怪物を打ち倒すチャンスは、今しかありません。
...\| \n[8]...\| I would rather die a thousand of the most gruesome deaths.\! I...\| you know I...,...\|\n[8]...\|そんなことをするくらいなら、地獄に落ちる方がまだましだ。\!私は...\|私は...
"Yeah, I know. I love you too, even through your obnoxious hubris. We can come back from this... we will.",わかっています。お互い敵になってもなお、あなたを愛しています。だからこそ、ここにまた生きて帰って来る...必ず。
"I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.",やつの力を感じる。とても言い表せないような、この世のものとは思えない力だ。\!今は意見の違いなど些細なものだ...過去にあったことはすべて水に流そう。\!ここで負ければ、ターンラは永遠の闇に呑まれて沈むことになる。\!だから、全員で力を合わせて食い止めなくてはならない。
There is no greater blight to exist than Zanatus...\| We must spend our last lifeblood to fight him.,世にザナトゥス以上の呪いはない...\|たとえ命尽きることになろうとも、最後まで戦い抜く覚悟だ。
Thank you...\| everyone. Donar be with us.,ありがとう...\|みんな。では行こう、ドナーの加護があらんことを！
