ENGLISH,JAPANESE
"Barnabas Fitch, the former Master Sergeant of the Imperial Army.\! After decades of being a soldier, he finally retires to his ranch in Melmonde country.\! Approached many times with offers to join the New Republic, Barnabas rejects, preferring the simple life.",帝国軍の元軍曹、バルナバス・フィッチ。\!彼は数十年もの軍人生活を経た後に、メルモンド国の牧場で引退生活を送った。\!実際のところ、新共和国は何度も彼に要職への就任を提案したが、本人はそれを断り、素朴な余生を選んだのだった。
"Barnabas and Sybil had grown close during the Nephilim War.\! Within Sybil is a miracle...\| a son who, with his two future brothers, will be Barnabas's greatest joy until the end of his days.",バルナバスとシビルは、ネフィリム戦争を通じて親しい仲となった。\!その結婚生活は幸いなものとなった...\|まもなく2人の間には息子が生まれ、その後さらにシビルは双子を妊娠した。その子たちは間違いなく、バルナバスの終生の喜びとなることだろう。
"Sybil Byrne, the restless heart.\! Sybil's allegiances shifted many times in her life, always seeking fame and approval.\! Even though her deeds during the Nephilim War have been honored, Sybil struggles to rebuild her reputation after joining Lysander's mutiny.\! But for the first time, happily accepts the hardship and awaits her long-awaited goal with patience and dilligence.",馬車馬の心臓、シビル・バーン。\!シビルの忠誠は人生で幾度か変化し、常に名声と功績を求めた。\!彼女のネフィリム戦争中の戦功は称賛されたが、ライサンダーの謀反に賛同した後、その評判を回復するのに苦労しているようだ。\!しかし、今はその人生最大の苦難を喜んで受け入れ、持ち前の忍耐と勤勉さで粘り強く目標を見据えている。
"Sybil Byrne, the restless heart.\! She and Jules, after a long friendship, finally found something more between them.\! Jules's ascension to King of Sayunaa has added a twist to their relationship, but they are in love and they plan to marry.\! Jules is urged to bear a full-blooded Sayunaari heir, but to Sybil, this was an unexpected relief, as she never saw herself bearing children anyway.",馬車馬の心臓、シビル・バーン。\!彼女とジュールスは、長きにわたる友情の後、そこに特別な絆を見出した。\!ジュールスがサユナー王として戴冠したことで、その関係に多少の困難が生じたが、お互いの情に変わりはなく、近々結婚するつもりであるようだ。\!ジュールス自身は純血のサユナー人の継承者を産むように促されているようだが、出産など頭になかったシビルにとって、これは予想外の安堵だったようだ。
"Sybil Byrne, the restless heart.\! After regaining her stature with the Temple, she turns her passions to raising her three new sons with Barnabas.\! Though she would not see battle again, her love for her children made her all the more invested in a future free of the evil tyrants she fought so vigorously to defeat.",馬車馬の心臓、シビル・バーン。\!神殿における地位を回復した後、彼女はバルナバスと共に、3人の息子を育てることに情熱を注いだ。\!彼女が戦場に戻ることはもはやないだろうが、その子供たちへの愛情は、邪悪な暴君から解放された未来の世界に対する想いを、より一層強くした。
"Raskuja, the Barek Tor mercenary.\! After the death of Zanatus, he quickly returned to his homeland with a king's ransom in reward for his service to the Nephilim Army.\! Because of the great boon he provided his people, Raskuja became a venerated alpha male, to bare a small army of offspring.\! Raskuja lived to a ripe old age and passed away surrounded by an expansive and adoring family.",バレクトールの傭兵、ラスクージャ。\!ザナトゥスを倒した後、ラスクージャはネフィリム軍への奉仕に対する報酬を受け取ると、すぐさま故郷に戻った。\!同胞にもたらした大きな恩恵により、彼は尊敬される族長になり、後に子孫たちを集めて小さな軍隊を組織した。\!その後は老いるまで穏やかに過ごし、たくさんの愛する家族に囲まれて亡くなったという。
"Edelia Haugen, of the Sisterhood of Mercy, and Diana's Bonded.\! With Alex back in her custody, Edelia returns to her duties as Diana's support.\! Her example and conduct have been held up as the exemplary Priestess of the Sisterhood of Mercy, which defined the ancient order for many years to come.",慈悲の姉妹およびダイアナとの絆、エデリア・ハウゲン。\!アレックスが戻ってきた後、エデリアはダイアナの補佐としての職務に戻った。\!彼女が示した模範と行動は、その後長きにわたり、伝統ある慈悲の姉妹の司祭の鑑として支持された。
"Though forbidden by the Temple, Lysander and Edelia had fallen in love.\! Edelia has not yet decided to leave tradition, but the two lovers have been inseperable...",神殿に禁じられていたにもかかわらず、ライサンダーとエデリアは恋に落ちた。\!エデリアはまだ伝統を捨て去る覚悟がついていないようだが、両者はもはや切っても切れない程の関係にあるようだ...
"Karl Jaromir XIII, Duke of the Duchy of Embor.\! He had committed his Duchy and his life to the Nephilim Army from its very inception, all the way to the end.\! As the last major nobleman from a bygone era, Jaromir found himself alone in a new world, one that had looked past the time of lords.\! The founders of the Republic proposed Jaromir become a proconsul - the highest rank of government under the Consul, and to function as a representative for the Embor region.\! Jaromir, putting his people first, accepted the role, and abandoned the idea of noble lineage.\! This astounding act of humility served the new Republic well, setting the stage for new traditions and institutions that would create a lasting peace.",エンボー公国公爵、カール・ジャロミール13世。\!彼はネフィリム軍の発足から最後まで、公国と共に献身的に戦った。\!また、当代まで存続した最後の大貴族として、ジャロミールは新しい世界、過ぎ去った時代に唯一人いることに気づいた。\!新共和国の建国者たちは、ジャロミールに政府最高位の地方官職、「地方総督」の地位を与え、エンボーの統治者となることを提案した。\!領民の幸福を第一に考えるジャロミールは、その提案を受け入れ、同時に貴族特権の廃止を実行した。\!この驚くべき謙虚な行為は、永続的な平和を生み出す新しい伝統と制度の土台を作り、新しい共和国に大きな貢献を果たした。
"The young priestess, Abigayle, had grown fond of Jaromir during their time with \n[8].\! She was more than thrilled to support him in his new role as a key leader of the Republic, and they eventually married.",また、若き姫君アビゲイルとは、\n[8]との旅の途上で深い愛の絆を築いた。\!彼女は、新共和国の重要な指導者となった彼を支えることに大きな喜びを覚え、ついに2人は結婚するにまで至ったのだった。
