ENGLISH,JAPANESE
I have seen you reading a great deal lately.,この前、何かを一心に読んでいたな。
Diana! It's the Donari Volumes on Virtue.\! I'm happy to say I'm almost finished with the first.,ダイアナ！これはドナーの聖典さ。\!最初の巻を読み終えたところだ。
Really...\| You're the last I'd expect to do mire yourself in such dry material.,驚きだな...\|お前はそういう思想研究に興味があるように見えなかったし。
I guess I thought it would help me understand the prophecy better.\! Are you not pleased that I've taken an interest?,読んだら、預言のことがもっとよくわかるんじゃないかと思ってね。\!そういうのは、喜ばしいことだと思わないのかい？
This journey is yours to take. You are not here to impress me...,そうした探究の旅は、人の内面に関わるものだ。私がそれをどうこう言う必要はない...
"Yes... but...\| How would one impress you, Diana?",それはそうだが...\|なら、何をしたら一番喜ばしいと感じるんだ？
...You will not impress anyone by asking how to impress them...\| I think you know that.,...それを言って無理にやらせても、意味はないだろう...\|そう思わないか？
"Of course. But I find myself at a loss around you.\! You have really moved me in ways I did not expect.\! I mean... yeah...\| Look at me.\! Skimming through centuries old texts that no one ever reads...\| Diana, no, I wouldn't do this for any other reason, but to get your attention in some way.\! You caught me red-handed... but, how foolish.\! I know that there is so much more to you.\! I've seen it, and grown very fond of it.",それは確かに。でも、少し気になるんだ。\!あなたの心の内がわからないことがよくあるから。\!なんと言うか...\|そうだな...\!まるであなたは、数百年前に書かれた古書のような人だから...\|だから、その心のありかがどこにあるのかを知りたいんだ。\!というかまあ...ちょっと興味を引きたくてね。\!もちろん、あなたの人生には何よりも大きな使命がある。\!それはわかっている、でも、自分の中に無視できない感情がある。
"As I have you, \n[8]...",それは私も同じだよ、\n[8]...
"Diana, I must ask you.\| About...",ダイアナ、聞きたいことがある。\|その...
"Stefan, right?",ステファンとは...
...\| Are you close with him?,\|仲はいいのか？
We have a rich history together. But... you want to know if we have grown closer?,彼とは長い付き合いだ。でも...聞きたいのは、少し別の意味合いだろう？
Yes...,ああ...
"I have always stopped myself, knowing his tendency to break hearts at a whim.\! \n[8], I can see it in your eyes. I know where this is leading.",あの男の気まぐれな性格はわかっているから、友情以上の感情は持たないようにしている。\!ただ\n[8]、お前にも少しその傾向があるように見える。そして、その結果がどうなるのかも。
Can I be completely honest?,少し、正直になってもいいか？
I would expect no less.,ああ。
"It...\| it seems like the troubles of the world melt away with you around.\! Diana...\| I have had the honor of your friendship, but I'm at the end of my ability to keep my composure.\! I only hope that I have left enough of an impression on you...\| If not, I need to know.",その...\|あなたと一緒にいると、この世界にある苦悩が溶けてなくなるように感じるんだ。\!ダイアナ...\|あなたと友人でい続けるのも悪くないが、これ以上自分の気持ちを隠したくない。\!この想いをどうにか受け入れてくれたらうれしいのだけど...\|無理なら、その理由も知りたい。
"\n[8], I must stop you. For I have to tell you...\| our journey began with an oath. From me, to protect the Avatar of Donar with my life.\! But it has grown far beyond that.\! My formal training advises against this. But everything has changed now, hasn't it?\! We are all... stuck here.\| Fighting alongside each other, for the fate of all things.\! My committment, my oath...\| is to you now.\! And may we shine brighter than the darkness that surrounds all of Tahnra.",\n[8]、それは駄目だ。なぜかと言うと...\|我々の旅は誓いから始まったからだ。私の使命は、命に代えてもドナーの化身を守り抜くこと。\!その関係を超えると、私の信念は崩れてしまう。\!だから、その気持ちには応えられない。ただ、今はすべてが変わった。\!みんなが...ここにいる。\|助け合い、運命を共にしている。\!なら、私の誓いも...\|書きかえていいかもしれない。\!そうした方が、ターンラを取り巻く闇よりも、明るく輝けるかもしれない。
...Someone like you could see yourself by my side...? It feels like a dream...,...あなたがいつも傍にいてくれたら...それはきっと、覚めない夢のようなものだ...
"I'm not someone like me, I'm just me.",その程度のことが夢だと言うなら、叶えてあげるのも悪くないかもな。
