ENGLISH,JAPANESE
Chapter 4: Paradigm Shift,第4章:パラダイム・シフト
"It's times like these I ask me'self what went wrong. How'd the likes of Stefan end up against these devil worshippers, runnin' the risk of bringin' harm to this beautiful face voluntarily?\! Ah well, these prisoners likely won't be savin' themselves.",あ～あ、一体どうしてこうなっちまったんだろうなあ。この超絶イケメンのステファン様が、美しい顔に傷が入る危険を冒してまで、カルトの連中とドンパチしなきゃいけねえなんてよ。\!まあ、ここに囚われてるやつらが自力で脱出できねえのは確かだろうな。
"These guards are no joke, but as a certified Thief™, I can take these guys out with a Stealth Attack.\! If I'm the one attackin', I'll be able to hit enemy squads from behind, no need to fuss with the heavily-armored front line guys.",見張りも柔じゃなさそうだが、こう見えても俺は盗賊だ。得意のステルス攻撃で一蹴してやればいい。\!そうさ、俺には敵部隊の後ろを突く技がある。だから、前衛の重装備の連中に邪魔されることはねえのさ。
"Someone up there likes you, friend. Let's get ya out of those chains...",よお、ちょいとお前さんを欲しがってるやつがいてな。今、その鎖を切ってやるよ...
...\| W-what's going on...,...\|一体なんの真似だ...
Name's Stefan. I'm workin' for the Temple.,俺はステファン。神殿のために働いてんだ。
"...Thank you, Stefan...\| I'm \n[8].",...ありがとう、ステファン...\|私の名は\n[8]だ。
"Can ya swing a sword, \n[8]? Well I hope so, because these cultists are hot on my trail.\! We'd best find our way outta here, friend. I think I saw the exit around the corner, just northwest of here.",そうかい。で、剣を振ることはできんだろ、\n[8]？っていうかそうじゃねえと困るんだ。追ってくるカルトのやつらを自力でいなすのはしんどくてよ。\!まあ、さっさと脱出するとしようや。この牢屋は北西に行けば脱出できるはずだ。さっき確認したからな。
"...Whoa. Stefan, how do you plan on getting by the blonde with the giant hammer?",...うわあ。ステファン、あのハンマーを持った金髪の戦士、どうやって倒すんだ？
"Nah, that's Diana, our ticket outta here. She's my partner in crime!",安心しろ、ありゃあダイアナだ。あいつがいれば百人力ってもんさ！頼れる相棒ってやつだよ！
"Diana, as in, the leader of the Temple Paladins? I never thought I'd see her in the flesh.\! Why in the world would such a figure be here...",ダイアナ...それは、ドナー神殿の大パラディンの名では？まさかこの目で見る日が来ようとは。\!でも、そんな大物がどうしてこんな場所に...？
"Let's have a meeting of the minds later, \n[8]. If I were you, I'd just do what I do and let Diana deal with these guys while I nab the loot.\! Works like a charm every time, heh heh.",細けえ話は後にしようや、\n[8]。ただ、ダイアナが敵をぶっ倒してる間に、やるべきことをやって、ついでにお宝を頂戴すればいいのさ。\!これで毎回うまくいくってもんだ、ハッハッハ。
Are you one of the prisoners here?,お前はここに囚われていたのか？
"Yes, I was...",ああ...
This is fortunate. We did not expect this. You must come with me.,それは幸運だったな。こちらも予想していなかったが。一緒についてきなさい。
Guess I'm in no position to argue...,まあ、助けられた手前、拒否する権利はないな...
"Hell's bells, guess my cover's blown!\! We gotta get movin', kid, they're bringin' in reinforcements!",どひゃー、ちょいとヤバくなってきたなあ。\!急ぐぜ。これ以上敵が増えたらシャレにならねえ！
"Well would ya look at that.\! We got ourselves some Treasure, ripe for the taking.\! Sure it's not part of my mission, but as a certified Thief, I would be doing a disservice to my kind to leave any Treasures behind! It's my moral duty.\! All I gotta do is walk right on top of it, and what's inside the Treasure is ours. In fact, anyone can grab it, not just me!",おお、ありゃあすげえ。\!宝箱だぜ。\!盗んだらいい稼ぎになりそうだ。まあ、今回の任務とは無関係だが、盗賊がお宝を放っておくなんざ、己の職業への裏切りだからな！倫理的な義務ってやつさ。\!だから、ちょいとそこまでいって、中にあるもんを拝借しようや。まあ、他の誰かが取ってもいいっちゃいいんだがな！
