ENGLISH,JAPANESE
"\c[1]Throne room, Sayunaa Royal Palace\c[0]",\c[1]サユナー宮殿、玉座の間\c[0]
"\n[8], please step aside!!",\n[8]、脇にのいていなさい！！
"Ugh...\| Zanatus, take me...",うう...\|ザナトゥスよ、我が身を迎えたまえ...
"Suffer in eternal hell, pretender...",売国奴め、地獄で永遠に苦しむがいい...
"Jules, please come to me...",ジュールス、ここに来なさい...
W-what's going on??,い、一体何のつもりだい？
"You are the descendant of King Dargon.\! The true rulers of our nation.\! It is thought that their dynasty has ended.\! However, we, the Scions of Dargon, have spent three generations on a mission to restore the Dargon family.\! You, his great, great grandson, are to be our king.",あなたはダーゴン王の末裔よ。\!ゆえに、この国の真の統治者として君臨するの。\!王家の血筋はもう絶えたものと思われていた。\!でもね、我が組織「ダーゴンの末裔」は、王家を復活させるという使命に3世代の時を費したの。\!最後の王の玄孫にあたるあなたこそ、我が国の王にふさわしいのよ。
"We could not reveal your identity, not even to you.\! There are many powerful forces who would have wanted you dead.\! But the time has come for you to claim your rightful place on the throne.",今まで、その事実を明らかにすることはできなかった。\!少し情報が漏れれば、あらゆる勢力に命を狙われるのは目に見えてるから。\!でも今、ようやくこうして王位継承の正当性を主張できる時が来たのよ。
"Don't look at me.\! Seems to me you should have a seat on that nice throne there, friend.",ためらうことはない。\!どこからどう見ても、君はその栄誉にふさわしい男だよ、ジュールス。
This doesn't feel right.\! I did nothing to deserve to rule over anyone...,でも、なんか変な感じだ。\!国を統治するなんて、そんな責任、僕には...
"The people have wished this for longer than living memory.\! We of the Scions of Dargon have taken many lives, and endured much to get to this point.\! You must accept your fate, my king.\! For the future of our homeland...",あなたが思っている以上に、ここの民は正当な王を待ち望んでいたのよ。\!「ダーゴンの末裔」は、多くの命を奪い、多くのことを耐え忍び、ようやくここに辿り着いたの。\!ゆえに、運命を受け入れるのはあなたの義務なのよ、ジュールス。\!我が国の未来のためにも...
"I always knew you were a noble spirit.\! Can't think of a more deserving soul to randomly become a king.\! Don't worry about it, we can figure out the details later.",昔から、君が高貴な人なのではないかと思っていたよ。\!王になるだけの品格を持っていることは、断言してもいい。\!心配しなくても、細かいことはこれから煮詰めていけば大丈夫だ。
Narima...\| I wish for my people to join the fight against the Empire of Archaelus...\| can this happen?,ナリマ...\|僕は、自国の民にアルケロス帝国への戦争に加わってほしいと思っている...\|どうにか手配できるかな？
It shall be done.,ええ、もちろんよ。
