ENGLISH,JAPANESE
"Hi, dear Zelos.\! May we speak?",ああ、ゼロスさん。\!少しお話よろしいかしら？
"Yeah, sure.",ああ、構わんぜ。
Some of the others say you are boastful.,部隊の中には、あなたが鼻持ちならないと言ってた人もいたわ。
I'm sure they're saying all sorts of things.,まあ、いろんなやつがいるし、そう思うのもいるだろうな。
Well... yes...\| They say other things as well.\! But I am curious about the boastful part.,ええっと...そうね...\|でも、他のこともいろいろと言っていたのよ。\!でもね、私はあなたのその「鼻持ちならない」ところに興味があって。
What?\| Why?,ん？\|どうしてだ？
"It's okay, I don't mind.\! Please tell me about some of your great exploits.",ただ、\!あなたがここまで何をしてきたかを知りたいの。
"Let's see if there's anything that won't disgust you...\! Ah, the conquest of Stormrook was a high point in the campaign.\! The holdouts loyal to the Duchy of Rimorgue took their last stand...",まあ、あんたの気分を害しちゃいけねえしな...\!ああ、ストームルークの制圧なんざ、なかなかに面白かったぜ。\!リモーグ公国に忠誠を誓うレジスタンスどもが、最後の抵抗をしてきてな...
"Please dear Zelos, nothing like that.\! I want to hear about you! And your great abilities and victories...",ああ、ゼロス。そうじゃないのよ。\!私はね、あなた自身について知りたいの！あなたの持つ力や勝利をね...
"...Alright.\! The rest of our troops had no idea what to do.\! Good thing I arrived just then, on my dragon's back.\! I swooped down from the sky, and destroyed their defenses in a matter of moments.",...なるほどな。\!そこでの味方はあまり優秀な連中じゃなかった。\!あん時に俺がドラゴンに乗ってやってきたのは、幸運だったろう。\!空から急降下し、瞬く間に敵の防御を崩してやったよ。
Oh my stars...!\! Then what???,あらまあ...！\!そしたら、どうなったと思う？
"I am quite sure that the sight of me scared the defenders enough to retreat.\! They crammed themselves into the keep, until Terenor's son surrendered to me.",俺を見た時、守備隊の連中は逃げ出したくなるくらいビビっていたに違いない。\!テレノールの息子が降伏するまで、砦に引っ込んじまいやがってよ。
Wow... you are so terrifying to the enemy!\! Did the townspeople celebrate your victory?!,まあ...あなたって本当に恐ろしい人なのね！\!町の人は、その勝利を祝ってくれたの！？
Uh...\| Yes. Let's go with that.,まあ...\|そうだな。そういうことにしとこう。
"Oooohh I see....\| But that's not enough, right?\! Not for a... warrior like you...",ああ、なるほどね...\|でも、それだけじゃ十分じゃなかったんでしょ？\!あなたのような...戦士にとっては...
Strong silent type...\| Oh my stars... Zelos... you...\| You are so dreamy!!\! I mean...,強くて寡黙で...\|ああ、本当に...あなたって人は...\|私の理想の男性だわ！！\!その...
"You know what's interesting?\! Back when I was a ""nice"" guy, women did not care for me much.\! Yeah, they thought I was handsome, but whatever.\! Now, here we are, with you swooning over tales of conquest.\! It's all about the bad boys, isn't it?",何が面白いかってよ...\!俺は昔「ナイスガイ」と言われるタイプだったが、その当時はあんまりモテなかったことだな。\!まあ、ハンサムと言われたりはしたが、それだけだった。\!だが、こんな道に染まってから、征服の物語をして惚れられるなんてな。\!反逆児だからいいってのかい？
"It's not like that!\! I'm so sorry to have offended you, dear Zelos...",そういうことじゃないわ！\!もし、気を悪くしたならごめんなさい、ゼロス...
"Naw, it's okay.\! Better to be who you are than live a lie.\! Come, let me tell you about how I brought the city of Westerfeld to its knees.",大丈夫さ。\!嘘の仮面を被るよりも、正直に生きた方がいいってもよ。\!さあ、次はウェスターフェルドの街を征服した時のことを話してやるよ。
"Wonderful!\! Please, spare no detail this time...",まあ、素敵！\!じゃあ、始めから終わりまで、じっくりと聞かせてね...
