ENGLISH,JAPANESE
Legends 4A: Echoes,伝説4A:呼び声
"Well, well, Jebediah. It seems you've actually managed to become useful to me!\! Don't go thinking this means you're off my naughty list just yet, little man.",あらあら、ジェブちゃん。あなた、思ったより使えるじゃない。見直したわよ！\!でも、だからといって、あんまり調子に乗らないようにね。
"B-b-begging your pardon, great sacrifices were made to find this place! The Grandmaster may be very upset with-",お、お、お言葉だが、この場所を見つけるのに、ものすごい労力と時間を費やしたのだ！それに、あなたの父上が-
"Shush, servant.",黙りなさい、奴隷の分際で。
"Yes, Miss Beatrix...",はい、ベアトリクス様...
"If you're just about done groveling for a tiny sliver of my approval, care to explain what's so special about this place?",で、また褒めて欲しいなら、この場所の何なのか、ちょっと説明してみてちょうだい。
"Why, this is a salvaged piece of the Arc Donarium. It contains technological wonders we no longer have the knowledge to create, only to try to maintain.\! I believe the missing pieces of the Historium Magnus can be found in the... um... archives here.\! Devices carried by high-ranking members of the Grandmaster's Dark Mages.\! There should be a Master Archive that will complete my chronicles and unleash the secrets of the petty Donari founders forever!",これはいわゆる、アーク・ドナリウムの一部です。もはや現代の技術で再現することはできず、維持するだけで精一杯のものです。\!ヒストリアム・マグヌスの失われた断片は、ここの書庫にあるはず。\!そして、ここにある装置は、あのお方の教団の上級魔道士によって運ばれました。\!そこには古の記録もあり、それを読めば、私の年代記を完成させ、さらには卑小なるドナーの真実を解き明かすことができるはずです！
"Is that so? Well, do you know how to get through this place?",そうなの？で、その書庫へはどうやって行くわけ？
"I-I'm sorry, Miss Beatrix, that I do not know yet...",す、すみません。それはわからないのです...
"Pah, useless as ever! I suppose I'll have to be the brains for both of us, as usual.",ああ～もう、本当に使えないわねえ！なら、結局私がいつものように、頭を使わなくちゃいけないってわけ！
"It seems the teleporter devices we know and love today are alive and well here.\! Jeb, be a good worm and lead a group on the other side of this cute little maze they've set up for us.\! We will meet again when we've found this ""Master Archive"" you keep going on about.\! Can you manage this or must I speak more slowly for you?",どうやらここのテレポーターは、表の世界にあるものと同じのようね。\!ジェブちゃん、虫けららしく、迷路の反対側までグループを引率してちょうだい。\!あなたが「古の記録」を見つけたら、そっちに向かうわ。\!さて、やることはわかったかしら？なんなら、もう1回ゆっくりと説明してあげもいいけど？
"Yes, Miss Beatix, your brilliance shines ever more brightly! You can count on me!",いいえ、ベアトリクス様。もう大丈夫です！すべてこの私にお任せください！
\c[1]Helios Lab Report - 980.11.10\! Extraction failure. Subject in stable condition. We suspect that the quality of Aetherite was inadequate. Energy efficacy within subject was superficial at best.\! Advise the use of a sample with at least 99.1% efficiency. Subject to recover for 7 days before second attempt.,\c[1]ヘリオス研究所報告書 - 980.11.10\!抽出失敗。被験者は安定した状態。アーセライトの質が低かったためと思われる。被験者のエネルギー効率は微々たるものにすぎなかった。\!少なくとも99.1％以上のサンプル使用を推奨する。2度目の試行までに、7日間の回復期間を設ける必要あり。
