ENGLISH,JAPANESE
"Stefan, a moment?",ステファン、少しいいか？
"\n[8]! Of course! Although I warn you, I am nursing my 3rd glass of brandy, so I preemptively strike from the record any incriminating statements.\! What can I do for you, friend?",\n[8]！もちろんよ！ああ、最初に言っておくが、今夜はもうブランデーを3杯飲んでんだ。だから、口が滑るとヤバそうなことは一切話さないぜ。\!その上で、何か用かい？
"You are working with the Temple as a spy, I understand?",あなたの肩書きは、神殿のスパイなのだろう？
"Yep. Y'see, the blonde and I are in cahoots, as they say.",ああ、あのブロンド女とチームを組んでんのさ。
You mean Diana.,それはダイアナのことだろう？
"Yes! That's the one.\! Ya know, the one that's got a big ole' muscle where Donar usually puts a sense 'a humor.\! ...Ah what am I sayin', she's a big goofball if you let her relax a bit.\! Wanna get on her good side in a flash? Food. Even mentioning it makes her eyes sparkle with glee.",もちろんさ！\!あの巨人女、意外と面白いやつだぜ。\!...いろいろ話してみると、意外と抜けてるところがあったりな。\!例えば...食いもんさ。食いもんの話をすると、あいつは密かに目を輝かせるんだ。
"Heh, noted. So, you're risking your life on the Temple's behalf, are you a devotee?",アハハ、なるほど。それで、あなたは神殿に代わって自分の命を危険にさらしている。ということは、ドナーの信者なのか？
"Well... Let me bring ya back 2 or 3 years.\! Got tired of the junk peddlin', purse cuttin', y'know, small time stuff.\! Got involved with the Tidereavers. Real bad fellas.\! Let me tell you, bein' THAT much of an outlaw is the thrill of a lifetime.\! That is, until you get involved with... y'know. Their primary cargo. Slaves!",そうだな...今から数年前の話だ。\!当時の俺は、古品の行商だのスリだの、その日暮らしの生活に嫌気がさしてた。\!しかも、タイドリーバーとも関係を持ってた。本当にひでえやつらだ。\!あのな、無法者の人生ってのは、一生に一度のスリルだ。\!ただ、楽しかったのは...やつらの裏の顔を知るまでだった。つまり、奴隷貿易さ！
Crazy...\| So what happened?,なんと...\|それからどうしたんだ？
"They were shippin' slaves to the fungus plantations of Greyden.\! A common source of income for those dogs.\! I, however, was able to help myself to the captain's jewel chest while they were dealin' with a ""policing action"" by the Veridians.\! Almost slipped away, but then... I saw her.\! That towering titaness of terror. She came out of the Imperial ships barrellin' around, smashin' those pirates like they were gnats.\! I tell ya, you would not believe it if ya didn't see it!",やつらは奴隷を、グレイデンのキノコ農園に送っていた。\!あのクズどもの一大収入源だ。\!その時の俺はというと、船長がベリディアの取り締まり兵とモメてる間に、船の宝箱をこっそり頂戴したってわけだ。\!だが、そうしてその場を離れようとした時だった...あいつを見たんだ。\!あのそびえ立つ恐怖の巨人をな。やつは帝国の船から出てきて、海賊どもを次々に叩き潰していった。\!あの光景の恐ろしさと言ったらなかったぜ！
So how did you end up crossing paths with her?,それで、どういう経緯で仲間に？
"Well... y'see...\! She caught me! Hahaha!\! But, no worries, this slippery toad avoided jail, as usual.",それはな...\!捕まったのさ！ヘッヘッ！\!だが、俺だって百戦錬磨の盗賊だ。ムショ行きはなんとか回避した。
"Aha... snuck away, huh?",それは...こっそり逃げたとか？
"Yeah!\! Well...\| no.\! Y'see Diana and I made an agreement!\! She needed masters of espionage to investigate those cultists.\! So, I do some dirty work, and she keeps me nice and legal.\! Turns out, we're a hell of a team.\! Plus, I've found me new family in the Temple folks.\! Real bleedin' nice, I tell ya.",そうだ！\!と言いたいところだが...\|違うな。\!ダイアナと取引をしたのさ！\!あいつは当時、カルト教団を調査するスパイを必要としていた。\!で、俺は汚ねえ仕事の達人だ。そいであいつに雇われて、晴れて立派な地位と身分を手に入れたってわけさ。\!コンビを組んだ俺たちは、まさに無敵だった。\!それに、神殿で新しい家族も見つけたんだ。\!本当に幸運だったと思うぜ。
"That's quite a story.\! And now you're here, chasing prophecies with me.",そうだな、なかなかの話だ。\!しかも今は、私と預言の追求までしているという立場だ。
"It's gonna be one hell of a ride, friend!\! Hey, I think you're alright. I mean that.\! You got my back, I got yours.\! 'Specially if you can secure me another spot of brandy, eh, eh?",おうよ、まったくどえらい人生だぜ！\!まあ、これからお前とのコンビも、同じくらいでっかいもんになりそうだ。だからよ、\!今後もお互いに、背中を預けていこうぜってこった。\!何せ、お前のおかげでこうしてブランデーが飲めるんだからな、ハッハッ！
