ENGLISH,JAPANESE
I thought I smelled something.\! What do you want?,ああ、変な気配を感じると思ったら、やっぱり。\!あのね、何か用？
"I want only to win your heart, my future pirate queen.",いいや、ただあんたの心が欲しいだけさ、海賊の女王さん。
"If I am your future pirate queen, at the first opportunity, I will slice your throat open and keep all the gold to myself.\! Yes, I agree to this.",もし本当に海賊の女王だったら、真っ先にあなたの喉を切り裂いて、すべての金品を巻き上げてやるわ。\!ま、そういうこと。
"Ah, but then you would be deprived of the privilege to gaze upon my beautiful visage, my queen.",ああ、だが、女王様の美しい顔を眺める特権を奪われてしまうのは勘弁してほしいもんだな。
"Well, too bad, because I would never associate with the likes of you!!",今後もそんな特権、永遠に手に入らないわよ！！
"Oh, sure you would.",いいや、入るね。
Grrrrr....\| Why are you so....,あああ、もう....\|なんであんたって人はどうして...
Handsome?,こんなにハンサムなのかって？
"So PERSISTANT!!\! I cannot believe you kept trying for so long!\! Do you even realize how much I insulted you?\! Your smell, your lifestyle, your personality, everything!\! Yet, you persist!! No man has lasted so long through my verbal abuse.\! You are one remarkable man.",こんなにしつこいのよ！！\!まったく、信じられないわ！\!こんなにさんざん言い続けてるのに、まだわかんないの？\!あんたの体臭も、生活も、性格も、全部嫌いなの！\!しかも、しつこい！！こんなにあきらめの悪い男、初めてよ！\!ある意味、感心しちゃうわ。
"Whoa, whoa there.\! I feel like we just met.\! Let's slow down - how's about you and I share a drink before we set off next?",おお、なんだって！\!今の発言は新鮮だなあ。ならちょっとだけよお、次の戦いに赴く前に、一緒に酒でも酌み交わしてみないかい？
"One drink.\! But that is it! And I am watching you like a hawk, no funny business!",...一杯だけね。\!でも、本当にそれだけよ！あと、何か変なことしようとしたら、タダじゃおかないからね！
"Come now, m'lady, I'll be a perfect gentleman.\! After you...",おいおい、この世界一の紳士を捕まえてよお...\!それじゃあ、どうぞこちらへ...
