ENGLISH,JAPANESE
"\c[1]Veridia, during the interregnum, two months later\c[0]",\c[1]ベリディア、2か月後\c[0]
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!",よお、シビル！それに、ジュールス王様もご一緒かい！お偉いさんのご訪問があるとは、予想外だったぜ。\!まあとにかく、この生まれ変わった修道院を、じっくり見てってくれよな！
That's King Dargon II to you!,ほらほら、ダーゴン王2世に不躾な話し方なんて、許さないわよ！
"It's alright, Stefan.\! Just call me Jules, please!",いや、いいんだよ、ステファン。\!頼むから今まで通り、ジュールスと呼んでおくれ！
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!",よお、シビル！それに、歴戦の名軍曹様もご一緒とはよ！\!まあとにかく、この生まれ変わった修道院を、じっくり見てってくれよな！
"Howdy. Good to see ya, Stefan.",よお。久しぶりだなあ、ステファン。
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!",よお、シビル！\!この生まれ変わった修道院を、じっくり見てってくれ！
Stefan... do you think she'll even speak to me?,ねえ、ステファン...あの人、私と話してくれると思う？
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.",さあ、約束はできねえな。\!俺は見ての通り、細けえことは気にしねえタイプだがよ。まあ、ライサンダーの野郎の口車に乗っちまったのはわかるぜ。\!だから、あの件はお前のせいってわけでもねえ。
Alright...\| thank you Stefan.,そう言ってもらえると...\|救われるわ、ステファン。
"You bet. Welp, best not keep her waitin'.",いいってもんよ。さあ、あんまりあいつを待たせない方がいいぜ。
