ENGLISH,JAPANESE
Hey Beatrix!\! How are you liking it here?,やあ、ベアトリクス！\!ここは気に入ったかい？
"Oh, I guess I'm supposed to 'belong' now?",「ここ」ってつまり、この部隊のこと？
So you're just gonna fly solo?\! Well I'm not gonna let that happen!,え、それとも一人旅に戻るつもりなのかい？\!そんなことはさせないよ！
Is that so?\! Good luck with that.\! But you do seem like a real sweetie.\! Perhaps I'll make you my most prized servant.,そうかしらね？\!まあ、せいぜい引き留めようとしてみれば。\!まあ、あなたちょっとかわいい人だから、少しはチャンスあるかもね。\!あるいは、あなたを一番の家来にしてあげてもいいわよ。
"Oh...\| Can I ask... how did you become so magically gifted?\! I've never seen your tricks, even from the most experienced battlemages.",そ、それは勘弁しておくれ...\|ところでさ...どうして君はそんなに魔法の才能があるんだい？\!今までいろんな魔術師を戦場で見てきたけど、君の技はまさに別格だよ。
"'Tis my gift and my curse, Jules.\! My existence is a bit of an experiment.\! Y'see, I'm the first Nephilim those cultists knew about, so they tried to twist me in every which way to get me to do their bidding.\! Really messed with my brain, they tell me.",まあ、天賦の才とも言えるし、呪いとも言えるわね。\!私の存在自体が、ちょっとした実験なのよ。\!私はね、カルト教団が最初に知ったネフィリムなの。そしてあらゆる方法で洗脳を図り、その命令を実行させようとした。\!そう、私の脳みそをグチャグチャにしてね。
...Messed with your brain?,...ええ、それどういう意味だい？
"Don't you see?\! The elevator doesn't reach the top floor here!\! A few nuts and bolts missing!\! Who knows, I might just snap in the middle of this conversation and make you explode, just for fun!\! Whaddya think about that?!",わからない？\!私という名のエレベーターは、最高階にはいけないの！\!ネジが何本か外れちゃってるからね！\!だから、ちょっと気が変わっただけで、突然あなたを爆破して、ゲラゲラ笑い出すかもしれないわよ！\!そこら辺については、どう思うの！？
I don't think you'd do such a thing.,君がそんなことをする人には見えないけどなあ。
"Hahaha... if you say so.\! Hey, you're a gem, but I've gotta practice my skills and I need you to keep your distance!\! Do take care, hmm?",アハハ...そう思いたければどうぞ。\!まあ、あなたなかなか面白いけど、そろそろ魔法の練習をしたいから、ちょっと離れてくれないかしら？\!じゃないと危ないわよ～？
"Hmmm, alright sure.\! Have fun, Beatrix!",ああ、わかったよ。\!じゃあトレーニングを楽しんでおくれ、ベアトリクス！
That I can do!,ええ、楽しみますとも！
