ENGLISH,JAPANESE
Incredible...,これは見事な...
"And it is ours to use as we see fit.\! It will take some time to refit it for battle, but with it, we can airdrop troops deep behind enemy lines.",今後我が軍のものとして運用してみようと思っている。\!戦闘用に改造するにはしばらく時間がかかるが、完成した暁には、敵陣の懐に部隊を投下できるようになるだろう。
I've never seen one with my own eyes.,飛空艇など、この目で見ることすら初めてです。
Most haven't...\| We haven't flown these things for a hundred years.\! One would have to be wealthy beyond imagination to own one.,ほとんどの人がそうだろう...\|人類がこれを最後に使ったのは、もう百年以上前の話だ。\!こんな船は、維持するだけでも天文学的な金がかかるからな。
I have to admit something to you.,少し、告白しなければならないことがあります。
I am afraid of you outgrowing me.\! Outgrowing our cause.,正直なところ、あなたの離脱を恐れています。\!あなたがこの大義の輪を外れてしまうことを。
...I do have a history of changing loyalties.,...私は人生の中で、度々主君を変えている。それに対する懸念かな？
"It's not that.\! I don't need loyalty from others.\! Not to me, anyway.",違います。\!忠実な臣下が欲しいのではありません。\!少なくとも、私はいりません。
"It seems to me that you've become the icon of hope in the peoples' eyes.\! As you are the icon, I would best serve the people as your right hand, if you will have me as such.",君はどうやら今、民衆たちの希望の象徴になっているように見える。\!ゆえに、私は君の右腕として仕えるのが最善だと思っている。無論、君が望むならの話だが。
"That's a relief.\! We'll build a new world together, Lysander.",それを聞いて安心しました。\!これから一緒に新しい世界を作っていきましょう、ライサンダー将軍。
