ENGLISH,JAPANESE
"Hey, \n[8]!\! We have really racked up some victories, huh?!",ああ、\n[8]！この前は本当に大勝利だったわね！
"Yes we have.\! They don't come easy, though...",ああ、そうだな。\!まあ、決して楽ではなかったが...
And how would you say I'm performing?,それで、私の活躍をどう思う？
You are critical to our efforts of course...\! We do have a delicate balance of talents among us and every one of them is needed.,もちろん、君は大きな役目を果たしてくれたよ...\!我が軍には人材の絶妙なバランスがある。君もその重要な一部だ。
"Okay, so it's just because of the team?\! What about me, though?\! Don't you think I deserve more of the action?",なら、チームの勝利だと言いたいのね？\!私はどうなのよ？\!もうちょっといろんな役目をくれてもいいんじゃないの？
"Haha, come on Sybil!\! You know how war works by now... you make plans and they're always dashed by one thing or another.",ああ、シビル！\!戦争がどのようなものか、君もわかっているだろう...計画を立てても、それは常に妨害されるのだ。
Ugh....\| this is what I always hear!\! No matter how much passion I put into my performance... this is always what I hear!,ああもう....\|そういうのは聞き飽きたわよ。\!どんなに言っても...いっつもそれしか返さないんだから！
Sybil...,シビル...
...What?!,...え！？
...Why are you so angry?,...なんでそんなに怒ってるんだ？
"...\| What did you ask me?\! I mean, I heard you, but...",...\|どうして怒ってるかって？\!そんなこと聞いてどうするわけ？
I mean it.\! I want to know.,それは、\!知らなくちゃいけないからだ。
"I guess I just haven't been asked that before...\! But I know you well enough by now that you really mean it...\| Thank you, \n[8]...",ええっとね...\!私を心配してくれてるのは、わかるし...\|そこについてはうれしいわ、\n[8]...
I've wanted to pull this out of you for a long time.\! You mean a lot to me and it bothers me that you seem to have these demons weighting you down.,その言葉を、長らく君から引き出したいと思っていた。\!戦争が君の心を蝕んでいたのではと、ずっと気がかりだったからな。
"...I've just always put so much into everything.\! And... it seems like everyone else gets so much more in return.\! I have to tell you... the last soul I fell in love with lead me to believe the feeling was mutual.\! But the more I invested, the less I received in return.\! Just like with always... ugh!!",...私ね、今まで本当に頑張ってきたつもりだったの。\!なのに...他の人は恵まれていて、もっと多くの見返りを得ているように見えて...\!ちょっと言わせて...私が恋したその人は、生まれて初めて人を信じされてくれた。\!でもね、頑張れは頑張る程、無視されているように感じるの。\!いつもそうなのよ！
That's never good... I'm sorry to hear that...,そうか...すまなかった...
"What do you think, \n[8]?\! Am I ever going to get... back to even? Get what I want out of life?",で、どう思うの、\n[8]？\!私は戦争の後...元の生活に戻れるの？人生で欲しいものを手に入れられるのかしら？
"This is a scarcity mentality, I think.\! Everyone's been through it... I have, believe me.\! Your ship has sunk, and you're clinging to the weak raft, barely staying afloat, when it would be best to just let go, and let the currents take you where they may.\! You don't have to keep reaching so hard, and chasing people...\! The right people will be with you, fully, without you having to always give more than they do.",それはちょっと悲観しすぎというものだろう。\!似たような恐れは皆が持っている...何を隠そう、この私もな。\!船は沈み、弱い筏にしがみつき、かろうじて浮いているような時は、流れに身を任せてしまうのが一番いいはずだ。\!だから、一生懸命手を伸ばして、周りについていこうとする必要なんてない...\!いつも誰かが側にいてくれるはずだし、他のみんなも君から力をもらっている。
"\n[8]...\| Who are these right people?\! I mean, there's you of course...",\n[8]...\|みんなって、誰よ？\!もちろん、あなたはそうだろうけど...
"Yeah, there is me...",そうだ、私だ...
"Sybil, I think we understand each other so well.\! I'm not so invincible myself, you know.\! I think... we need each other.",シビル、私と君はお互いを理解し合っている。\!私はそんなに強い人間ではない。\!だから...お互いが必要なんだ。
"I feel the very same way, \n[8]!\! So many times, I've just wanted you to... just hold me.\! No talk, just be there.\! And I would do just the same for you... any time.\! We can be each other's safe place, you know?",そうね、\n[8]。\!私だって、何度もあなたに...抱きしめてほしかったの。\!もう言葉はいらないわ。ただ、そこにいて。\!私もあなたのために、いつでもそうしてあげるから。\!そうしてね、お互いに心の避難所になりましょう。
"I'd like that very much, Sybil.",ああ、もちろんだ。
