ENGLISH,JAPANESE
"\c[1]Crestmoor town square, later that evening\c[0]",\c[1]同日夕刻、クレストムーアの一角\c[0]
You're conflicted.\! I can smell it on you.,あなたは今、心に葛藤を抱えている。\!私にはわかります。
I ask you to consider what we are doing.\! And to keep this Beatrix on a short leash.,お言葉だが君は、今自分のしていることをわかっているのか...甚だ疑問だ。\!おまけに、あのベアトリクスまで同行させているなど...
"I hear you.\! Beatrix just falls into our lives, and now we're chasing legends.",言いたいことはわかります。\!ですが、今やベアトリクスは仲間に溶け込み、共に伝説を追いかけています。
We know so little about these divine weapons.,君の言う「神の武器」について、解明されていることはほとんどないのだよ。
You've seen Beatrix's magic.\! That's a lot of power...\| aren't you at least curious?,あの女の術は見たでしょう？\!あれほどの力...\|少なくとも興味はそそられませんか？
I am always curious.\! But this is reckless.\! You must at least give me time to interpret the Historium Magnus.\! I believe I am starting to make sense of it.,興味は大いにあるとも。\!だが、同時に危険でもある。\!せめて私に、ヒストリアム・マグヌスを解釈する時間くらいは与えてほしいものだな。\!今、少しずつわかり始めている気がするからね。
"Haha, of course.\| Only you would have that kind of patience... certainly not me!",ええ、もちろんですとも。\|あんな分厚い書を読む忍耐があるのは、あなただけです！
Sometimes I can't put thoughts into words.\! My experience with death and rebirth...,時々、自分の思考を言葉に変換できない時があるんです。\!自分が経験した死と復活を...
It seems beyond the realm of words to describe...,うむ、それを地上の言語で表現するのは到底無理だろうな...
"Yep. Same with this draw to the divine shrines.\! Lysander, I felt something familiar in the shrine at Mount Karnac.\! It's like I've been living a lie until that moment.\! How can one resist the long-awaited truth?\! Could you?",ええ。祠の図形も同じです。\!ライサンダー将軍、カルナック山の祠では、何か懐かしいオーラを感じました。\!まるで、それを感じる前の人生が、すべて嘘に思えてしまうくらいの力です...\!長く待ちわびた真実がそこにあるなら、もう待てません。\!そうでしょう？
"\n[8]...\| I swore to be your right hand, and a proper right hand does not let his leader go unprepared.\! I just ask that you keep your eyes open.\! There is something going on that I do not like.\! We are about to pursue the shrine at Greywind Mountain...\| let us hope we find the answers we need there...",\n[8]よ...\|私は君の右腕になると誓った。良き右腕は、リーダーのために良き準備をするものだ。\!君自身、行動を起こす前はくれぐれも熟慮したまえ。\!何か良からぬことが起きている気が、しなくもないのでな。\!とにかく、これからグレイウィンド山の祠に向かうのなら...\|そこで何らかの答えが見つかるのを願おう...
