ENGLISH,JAPANESE
Is he dead...??,やつは...死んだのか？
"Almost.\! Stay here.\! With my power, I will bury this threat forever.",ほぼな。\!そこに立ってろ。\!俺の力で、こいつを永遠に地の底に埋めてやる。
I'm sorry.\! I can't let this happen.,すまない、\!そうはさせないよ。
Do you think you can stop me?,この俺を止められるとでも？
...\| Yes. But not by crossing blades with you.\! I've felt what's coming for a long time... this is the end of a story that you've sought to make true.,...\|ああ。だが、剣によってではない。\!前々からずっと感じていた...この物語の結末は...
"If you want to take Zanatus's power, you'll have to kill me.",ゼロス、ザナトゥスの力が欲しいなら、私を殺すしかない。
"\n[8]...\| There is no other path for me.\! Not in this world, not in this life.\! The people of our country could not, and should not tolerate my existence.",\n[8]...\|俺に居場所はないんだ。\!あの世界にも、この人生にも...\!俺のような存在は、許されるべきじゃない。
"...Then we have something in common.\! For me, it's only a matter of time.",...なら、私と一緒じゃないか。\!私だってそうなるのは時間の問題だ。
...What?,...なんだと？
"Our whole lives, in these moments, you've always told me to wait and watch while you handle it.\! Now, I'm asking you to return the favor.\! Let me handle this one, Zelos.\| ...It's time for us to disappear.",今までも、そして今も、君はいつも私に「黙って見ていろ」と言ってきたな。\!なら、今回は私の番だ。\!任せてくれ、ゼロス...。\|今その時が来たのだ。人間の世界を去るべき時が...
"You really have surpassed me, as I'd always predicted.\! But you know, I'll never forget this.\! What you asked me to sacrifice.",いつもそうだが、お前は今回も期待以上の成長を見せてくれたな。\!そして今も、犠牲になることを申し出た。\!お前のことだけは、何があっても永遠に忘れないぜ。
"The way I see it, we'll have plenty of time to get over it.\! Here, or in hell.",...ハハ、それはどうかな。この先時間だけはたっぷりとあるのだから。\!ここか...地獄の底かは知らないけれど。
"Right then. Do what you came here to do, \n[8]...",ハッ、そうかもな。とにかく、やるべきことをやろうや、\n[8]...
