ENGLISH,JAPANESE
\c[1]Embor Palace\c[0],\c[1]エンボーの宮殿\c[0]
"Please don't ever leave me like that again, Sybil...",シビル、頼むからもう勝手に軍を離れたりはしないでくれ...
"What am I going to do with you, Sybil...",まったく、度の過ぎた勇敢さも考えものだよ...
"...Thank you for looking out for me, \n[8].",...ええっと、とりあえず助けてくれてありがとう、\n[8]。
"Sybil, let me tell you about what it means to be a Paladin.\! We are not brutes, nor do we desire for ourselves.\! A Paladin has been forged in the fire of battle for most of their lives, and is punished harshly for pursuing worldly reward, or succumbing to fear.\! We must be ready to die for Donar.",シビル、パラディンとは何であるか、今一度言わせておくれ。\!我々は蛮族や野心家ではない。\!パラディンはその生の大半を、戦の炎に打たれる。その過程で世俗的な報酬を追い求めたり、恐怖に屈したりした者には、厳しい罰が待ち受けるのだ。\!我々は常に、ドナーのために死ぬ覚悟がなければならない。
"Even though evil forces have nearly destroyed us, the Paladins will live on.\! Under normal circumstances, you as a female must have bore a child to a father of the Temple's choosing.\! But we are living in extraordinary times, and our sacred order needs you.",悪の勢力はパラディンをほとんど壊滅させたが、それでも我々が滅ぶことは決してないのだ。\!あなたは女性であり、平和な時代なら神殿の男と結ばれ、子を産んでいだはずだ。\!だが、今は特殊な時代であり、聖なる使命があなたを必要としている。
"Yes, I understand.",それは...わかります。
"Should you become a Sister of Justice, your sole purpose will be as a divine weapon of war, and you will wield the essence of divinity as your armor and weapon.\! With this power comes the burdens we bear - discipline, sacrifice, temperence...\! Are you prepared for this, Sybil?",正義の姉妹となったあなたの唯一の使命は、神聖な戦いにおける一兵卒となることであり、信仰を何より強き剣として、盾として使うことにあるのだ。\!そして、この力には重い枷が伴う。すなわち規律と自己犠牲と自制の心だ...\!シビルよ、その覚悟は持っているか？
"I want nothing more, ma'am...\| I am prepared to do whatever it takes!!",はい、もちろんです...\|たとえ何を犠牲にしようと、掟に従う覚悟はできています！！
"Psst... I think you should probably call her ""Sister"" now...",ああ...今初めてシビルから僧侶らしい言葉を聞いたよ...
"Then from now on, until you depart this world, you are a Paladin.\! Serve Donar and the cause of good and justice until your last breath.\! I am honored to welcome someone as brave as you, Sister Sybil.",では、今からこの世界を去るその日まで、あなたをパラディンとして認めよう。\!だから、命ある限りドナーとその大義に仕えるのだ。\!我が姉妹シビルよ、あなたのような勇敢な魂が傍にいること、本当にうれしく思う。
Thank you...\| thank you so much...,ダイアナ様...\|ありがとうございます...
