ENGLISH,JAPANESE
"Reporting in, fearless leader.\! With a gift, to...\| Express this loyal soldier's quality.",よお、我らがリーダーさんよ。\!今日は...\|あんたの忠実な部下からの、贈り物だぜ。
Stefan! This amulet is...\| beautiful. I have never seen anything so intricately detailed.\! It must be worth a king's ransom!\! How did...,ステファン！このアミュレット...\|きれい。こんなに精巧なものは見たことがない...\!高かっただろうに！\!でも、どうやって...
Stefan.....,ステファン...
All's fair in love and war.\! This is war isn't it?,愛と戦争の名の下では、すべてが許される。\!そして今の世は乱世だ。
"Hmph, well I trust your poor target had it coming.\! Uh.... thanks.\! I'll see how much we can get for it.",うーん、じゃあこれもいつもの盗品ってわけか。\!まあ...ありがとう。\!どれくらいの資金になるか、調べてみよう。
"I would ask that the lady chooses instead to keep it.\! Please, do. It is a gift from me.",どうするかはお前が決めればいい。\!とにかく、それは俺からの贈りもんだ。
"You stole this to give to me as a gift?\! I'm flattered, but I'd really rather...",この盗品が贈り物って？\!気持ちはうれしいが、それは...
"\n[8], you hurt me.\! Truly and deeply.\! This treasure was not stolen - is that what you think I am? Some sort of pickpocket?\! This was given to me long ago, by someone who wished to express their fondness.\! Stolen... the nerve!",\n[8]、そう言われると傷つくぜ。\!本当によ。\!まず言っておくとな、そいつは盗品じゃねえ。なのにどうして決めつけるんだ？俺をただのコソ泥詐欺師としか思ってねえのか？\!これはずっと昔に、愛を捧げたいと思っていた相手からもらったんだ。\!それを盗品だなんて...侮辱だぜ！
"You're being sincere, aren't you?\! I-I can't possibly accept such a treasure.\! This has sentimental value to you...",じゃあ、これは誠実な贈り物なんだな？\!そ、そんな大事なものをもらうのも気がひけるが。\!これはあなたにとって、思い出の品だろうし...
"Then throw it into the ocean.\! And while you're at it, you can reach into my chest, rip out my beating heart and toss it as well.\! \n[8]... you've grown so close with the likes of me, do not tell me it is all for naught.",いらねえなら、海にでも捨てな。\!それからナイフで俺の胸をえぐり、脈打つ心臓も捨てちまえばいいのさ。\!\n[8]よ...お前とここまで築いた絆が、どうか無駄だったとは言わないでくれ。
Stefan...\! I have thought about you so much lately.\! But... another comes to mind.,ステファン...\!実は最近、あなたのことばかり考えていた。\!でも...それから今までと違う考えが浮かんだ。
Another?!!\! Who is this rapscallion?\! I will show you I am the better man...!!!,今までと違う！？\!それは何だ？\!俺以外の男が好きだと言うなら、絶対負けないぜ...！！
"It's Diana.\! My confidant, and my dear friend.\! You mean a lot to her.\! And don't try and deny it.",ダイアナだ。\!私の大切な友達だ。\!あなたは彼女にとって、とても大きな存在だ。\!それを否定することは誰にもできない。
"Won't deny it...\! We have been together for years.\! She keeps me on a good path.\! So no, not gonna try to convince you otherwise.",まあ、それは俺も否定しないけどよ...\!何せ、随分と長い付き合いだからな。\!あいつにはいろいろと借りがあるんだ。\!そこは異論はないぜ。
"What I will try to convince you is to see me as a man who can redefine your life.\! Never before have I met such an intrepid spirit, \n[8].\! Ever since we've met, we've had each others' backs through everything these jokers have thrown at us.\! And we're still here, 'live and kicking.",ただ、わかってほしいのは、俺はお前の人生を変えられる男だっていうことだ。\!お前ほど勇敢な人間は見たことがねえよ、\n[8]。\!俺とお前が出会って以来、厳しい戦いを通じて、俺たちは互いの背中を守ってきた。\!そして今も、こうして元気に戦ってるんだ。
"That we are...\! Stefan, you could have any woman.\! You are charming, funny, adventurous, kind-hearted, the whole package!",でも...\!ステファン、あなたは望めばどんな女性も手に入れられる。\!ハンサムで、面白くて、勇敢で、優しくて...すべてが揃ってるんだから！
"Yet here I am, fallin' hard for you.\| Hey, what do you say you and I get into a little trouble?",そうだな。でも、お前に惚れちまったのさ。\|ところで、今俺たちには問題がある。
Wha... right now?!,ええっと...今か？
...I mean trouble quite literally!\! Word is there's a filthy rich man caravaning through these parts.\! He got in real good with the Imperials throwing his coin around.\! Whaddya say we...,...ああそうだ、でっかいトラブルだよ！\!この近くに汚ねえやり方で儲けてるキャラバンがあるって噂を聞いた。\!やつらは帝国の役人に金をばら撒いてるから、何してもお咎めなしなのさ。\!そこでだ、どう...
"Say no more, thief.\! I've got your back.\! Let's raise some hell.",ああ、もう十分だ。\!言うまでもない。\!悪党には正義の裁きあるのみ。
Aha!! Yes!! Now we're talking!!,ハッハッ！！そうとも、その意気だぜ！！
