ENGLISH,JAPANESE
"'Ey there, poindexter! Boy am I relieved you're still in one piece!",よお、爽やかエリート君！元気にしてたようでうれしいぜ！
...Really?,...それは本心なのか？
"Well yeah! You're the man with all the answers.\! Doesn't even matter what subject, y'can always get a little dose of enlightenment from talkin' to Lysander.\! This, guy... haha... welcome back to the club!",もちろんよ！お前は何でも知ってる生き字引だ。\!どんな話題でも大丈夫。天下の智将ライサンダーに相談すれば、すぐに最高の答えが返ってくるってもんだ。\!だからよ...チームに戻ってきてくれたのは感無量ってもんだぜ！
"Thanks.\! Though I must disagree. The more time goes by, the more I realize I do not know.",それはどうも。\!だが、お前の言葉には同意できない。私からすれば、時が経つほど謎が増えている状況だ。
"Heh, yeah whatever.\! Hey, speakin' o that, I was wonderin'. Why don't we just make a bunch'a those airships, and just drop bombs on the bad guys?\! No fuss no muss, easy win. Right??",ああ、そうかい。\!ところでよお...あの飛空艇を量産して、敵の頭に大量爆撃、なんてことはできねえのかい？\!めんどくせえドンパチもなく、簡単に勝てるってもんじゃねえか。だろ？
"It's been a long time since we used airships as weapons, and for good reason.\! For the price of one airship, one could instead equip an entire army with cannons.\! Because of the prohibitive costs, and because of recent developments such as firearms and war dragons, airships have become ""White elephants"" in war.",飛空艇の軍事利用は廃れて久しいが、それには全うな理由がある。\!1隻で、国内の全部隊に大砲を配備できるほどの金がかかるからだ。\!その法外な製造費、さらには銃器や軍用ドラゴンなどの登場により、飛行船は軍事における「白い象」に成り果てたのだ。
"White elephants? Ya mean like pink elephants, m'friend?",白い象？象ってやつは、ピンクじゃなかったか？
"Heh...\! White Elephants meaning, they're too valuable to risk losing.\! And that makes them virtually useless in a combat role.\! They are, in essence, expensive toys that have no place in a serious battlefield.\! However, when modified to serve as an armored transport, they can be invaluable. And that's just how we'll be using them.",うむ...\!「白い象」とは、無用の長物という意味だ。\!あそこまで高価だと、費用対効果の観点から実践に使うことはできない。\!さしずめ、戦争で使うには豪華すぎるおもちゃ、といったところかな。\!ただ、武装した輸送機としての価値を見出すことはできるだろう。そして、我々が使うのもその用途だ。
"See what I mean?\! ALL the answers! Love this guy!\! Hey, that airship got a mini-bar somewhere?\! I'm feelin' overdue, 'n mighty thirsty.",な、これでわかったろ？\!お前はなんだって答えられる！大した野郎だ！\!それで、飛空艇に酒場は設置しねえのかい？\!疲れた時に喉を潤してえんだがよ。
"Hmmm, I believe that would be an acceptable modification.\! If you believe it will enhance our army's morale.",うーむ、今後の改修で検討してみるのもいいかもしれんな。\!それで部隊の士気が高まるなら悪くない。
"Now we're talkin', haha!",そうだ、特に俺様の士気で勝敗が分かれるんだから、費用対効果はバッチリってもんだぜ、大将！
