ENGLISH,JAPANESE
"Here we stand, together again.\! You've a lot to answer for, \n[8].",おやまあ、久しぶりの再会だな。\!聞きたいことは山ほどあるが...とりあえず今の気分はどうかね、\n[8]？
"No matter how many lies you pile onto yourself, you still play the part.\! Some day, Casamir, your lies are going to catch up to you.",どれほどの嘘を重ねようと、お前が認められることは永遠にない。\!いつの日かその悪行が暴かれ、己の業を清算することになるだろう。
Your glib remarks mean nothing.\! All that matters is my imminent coronation to become Emperor of all Veridia.,いくら負け惜しみを並び立てても、現実は変わらんぞ。\!私はまもなくベリディアの皇帝として、正式に戴冠するのだからな。
"You've built quite a following, you know.\! They say you're the bringer of light, the hero of the West... some even think you're the reincarnation of their god.",ところで、お前にもいろいろな崇拝者がいたらしいな。\!「光をもたらす者」だの、「西の英雄」だの...中には神の化身だと考える者までいた始末だ。
"It seems pretending to be a religious savior to win the hearts of the people nearly won this war for you.\! The Temple is too dangerous to be left intact, as are their beliefs, and their...\| folk heroes.",さしずめ、民の支持を得て戦争に勝つために、偽救世主を演じたといったところか。\!もはやあの神殿、危険すぎてそのままにはできんな。あの狂信...\|ましてや、民話の英雄を本気にして語るなど。
Gunners... ready!!!,さあ、銃殺隊よ...構えろ！！
"Goodbye, \n[8].\! Give my regards to... whatever god you people worship these days.",さようなら、\n[8]。\!ああ、あと是非よろしくと伝えおいてくれたまえ...お前が信じている神とやらにな。
FIRE!,撃て！！
"\c[1]What have they done, my champion?\! Such folly, such recklessness.\! To cause you such harm...\| all for what?\! To continue this fairy tale, this... prophecy of theirs?!",\c[1]ああ、何ということだ！\!信じられぬ程の愚かさと無謀さよ...\!この悲劇...\|一体何のために？\!おとぎ話を信じて...預言とやらに従って！！
"\c[1]You have become powerful, my champion. Peerless in this world!\! You know what you must do.\! Do it, and the power bestowed upon you will be yours forever.",\c[1]それに引き換えお前は何と強いのだろう。もはや世に並び立つ者さえいない！\!これからやるべきこと、わかっているであろう？\!ならばやるがよい！さすればその力、永遠にお前のものにしてやる。
It shall be done.,は、仰せのままに。
