ENGLISH,JAPANESE
Chapter 18: Emborian Dawn,第18章:エンボーの夜明け
Diana...\| I can't tell you what a relief it is to see your face again.,ダイアナ...\|あなたの顔を見れたこと以上の安心はない。
"I have proven a failed leader.\! Casamir is strong as ever, and almost all signs of the Temple are gone.",私はリーダーとして何もできなかった。\!カサミールの力はますます増大し、神殿はほぼすべて地上から姿を消した。
"You punish yourself far too much...\| Because of you, all hope is not lost.",それは少し、自分を責めすぎだろう...\|希望の火が消えなかったのは、紛れもなくあなたのおかげだよ。
It is my son.\! I fear I will lose myself completely if I lose him.\! \n[8]...,それはむしろ、息子のおかげだ。\!あの子を守りたい気持ちがあったから、なんとか耐え抜くことができた。\!\n[8]...
"Remember when you told me you would be my ally, and no one I cared about would be left behind?",あなたが「仲間である限り、誰一人置いていかない」と言った時のことを覚えているか？
"Your son's out there, and I'll spend my last breath to help you find him.\! You shouldn't have to bear the burden alone anymore.\! You are Diana, the greatest Paladin of all time, Nephilim Avatar of might - don't let the enemy forget that!",あなたの息子は必ず生きている。この目が黒いうちは、絶対にあきらめたりなんかしない。\!だから、1人ですべてを背負うようなことは絶対にしないでくれ。\!ダイアナ、あなたは最強のパラディンであり、ネフィリムの力の化身だ。それを忘れてはいけない！
...Thank you.,...ありがとう。
"I could swear, this is all just a night after far too much drink, m'friend.\! Seein' ghosts here.",ああ、まるでヤケ酒の後、二日酔いの幻を見てる感じだぜ。\!実際、化けモンが目の前にいるんだ。
What's even more amazing is you're still in one piece.,それ以上に、あなたがまだ無事でいることに驚いているよ。
"Sure, 'cept I didn't come crashin' down on a lightning bolt from the sky.\! What gives, anyway?",まあ、雷に打たれた以外は平気ってとこさ。\!でもよ、一体何が起きたってんだ？
"Didn't you feel a certain energy up on that mountain, before I arrived?",私が到着する前、山の上にある種のエネルギーを感じなかったか？
"Yeah. Got all uh...\| tingly.\! Can't find the words for it, believe it or not.",ああ。なんかこう...\|ヒリヒリする感じがしたな。\!それ以外に何とも表現しようがねえが。
"We've recreated Donar's arrival in the modern day.\! Stefan, the Nephilim Avatar of speed, skill, and guile.\! It is difficult to fathom.\! But we've got more practical problems right now, don't we?",ドナーの力が、現世に再臨したのだ。\!あなたは神速、技巧、狡猾の化身であるネフィリム、ステファンとして生まれ変わったのだ。\!信じられない気持ちはわかる。\!だが、今は目の前に片づけなければならない問題がある。そうだろう？
"Righto, \n[8].\! I've got a blade that's waitin' to send some cultists to the void, and coffers ready to be filled with mountains of Imperial plunder!",そうだな、\n[8]。\!これからカルト連中を地獄に送って、帝国中のお宝を手に入れまくってやるんだからよ！
"After a thousand years, the Nephilim Millennium War has resumed...",千年の時を経て、古のネフィリム戦争は蘇った。
"After a thousand years, the Nephilim Millennium War has resumed, and with Donar's intervention, we have new tools available to us in battle, Nephilim Battlefield Powers.\! These powers can be used at any time, and don't affect a Squad's turns.\! These powers can be used to teleport squads, render a squad invincible, drop a divine meteor on an enemy, and more.\! When my power, the power of Donar is available, let's try to use it.\! It will refresh any one of our squads' turns, allowing them a second turn within our phase of battle.",千年の時を経て、古のネフィリム戦争は蘇った。ドナーの加護により、新コマンド「ネフィリムの力」が使えるようになったぞ。\!その力はいつでも使用でき、部隊のターン経過には影響を与えない。\!そして、部隊をテレポートさせたり、守備を強化したり、敵に隕石を落としたりできる。\!また、私のドナーの力が使える時は、是非とも使ってみよう。\!ドナーの祝福を使うと、部隊のターン消費をリフレッシュし、同一フェイズ内で再行動できるぞ。
