ENGLISH,JAPANESE
Y'always wanted to say you were the best sword in the world.\! I wager ya probably earned that title by now.,お前はいつも、自分が世界最高の剣士だと言いたがってたな。\!まあ確かに、それに値するくらいの称号は手にできただろうさ。
"Master Seargent.\! Perhaps, but that was a different time.",軍曹。\!でも、今回はそうじゃなかったのだ。
It's real funny hearin' you still call me that.\! Bein' that you're a livin' nightmare now.\! Feels like a higher rank than Master Seargent.,お前さんがその称号で呼ぶのは面白いこったな。\!今悪夢に生きてるってのによ。\!軍曹よりも高い位に聞こえるぜ。
"...Barnabas. There are two people in this world who'll always have my blade guarding their lives.\! \n[8], and you.",...バルナバス。この世界には、常に私の刃で守る人が2人いる。\!それは\n[8]とあなただ。
"I'm touched, kid.\! I think I'd sooner ya kill me yerself than I boast about havin' a bodyguard like you.",おお、そいつはうれしいぜ。\!お前さんのような護衛がいると自慢するくらいなら、死んだほうがましだと思うくらいだ。
...So I've always held back my words when it came to you.\! Out of respect.,...だからこそ、あなたのことになると、私はいつも言葉を差し控えてきたのだ。\!敬意を示すためにな。
"Words'll not hurt me, boy.\! What's on yer mind?",言葉じゃ俺に傷はつかねえよ。\!どうしたってんだ？
You'll never see the world you want.\! Never.,望む世界が見えないんだ。\!全くな
"Yeah, what's it to ya?\! Doesn't mean I can't fight for it.\! Better'n the alternative, slaughterin' innocents for some insane cause.",そうか、で、それがどうしたってんだ？\!だからと言って、戦えないわけじゃないだろ。\!イカれた大義を掲げて、無実の人間を虐殺するよりはマシなこった。
"I've always hated people who think like you, Barnabas.\! You think your noble pursuit of peace is actually going to work?\! Perhaps for a short time, before the inevitable regression back to conflict.",バルナバス、あんたのように考える人はずっと嫌いだったんだ。\!そういう平和への崇高な追求は、実際にうまくいくと思うか？\!もちろん、短期的にはそうかもしれない。ただ、そのうち衝突が起きることは避けられないはずだ。
"Nothin' a good war'll fix, right?",戦争で良くなることなってないってか？
"People are at their best when they are called to a cause.\! Without a dragon to slay, we sink into degeneracy.\! Case in point, squabbling, clueless nobles creating the conditions for the Succession War.\! A war in which you fought, and took many lives.\! A war that could have been avoided, had we not lapsed into complacency - enough so to allow such lowlives to reach the halls of power.\! But I know I'll never convince you.",人は、大義に導かれた時に、最高の力を発揮する。\!そうした旗印なしでは、我々は退化に陥るだろう。\!その好例は、継承戦争を作り出し、言い争う無知な貴族どもだ。\!あなたが戦い、多くの命を奪った戦争だ。\!我々が自己満足に陥らなければ、戦争は回避できたはずだった。しかし、結果的に卑劣漢が権力の座に到達するのを許してしまったのだ。\!まあ、あなたはこれに納得しないだろうが。
"Ya got that right, kid.\! Brain's too old to make heads or tails of what yer sayin'.\! Sounds more up \n[8]'s alley, heh heh.",いいや、わかるぜ。\!まあ、俺の頭じゃ全部はわからねえ。\!ただ、\n[8]の道の方が良さそうだ。
"Take care, Master Seargent.\! You're a good man.\! It's too bad things turned out this way.",それじゃあ元気でな、軍曹。\!あんたはいい人だ。\!こんな風になっちまったのが残念でしょうがねえ。
