ENGLISH,JAPANESE
"Greetings, human.",ああ、人間。
"First things first, please call me \n[8].\! Deal?",私のことは、\n[8]と呼んでおくれ。\!いいかな？
Yes \n[8]. Raskuja will comply.,わかった、\n[8]。ラスクージャ、覚える。
"So, I've heard so much about this Eskandar, fella.\! Some sort of legendary Barek Tor.\! What's the deal with him anyway?\! You would think he was some sort of god.",ところで、イスカンダル酋長のことを何度か聞いたことがあるんだ。\!バレクトールの伝説だっていう...\!君は彼について、どう思っているんだい？\!ある種の神とみなしているとか？
"Eskandar was a fierrrrrce and powerful warrior 100 years ago, during time of great crisis.\! Humans sought to conquer Barek Tor and destroy Barek Tor spirit.\! The great Eskandar rrrrrallied people together and defeated much more powerful enemy to earn Barek Tor freedom.\! Eskandar so great, he left Barek Tor lands to seek out and to destroy this enemy where they hide.\! He return home loved by all.\! Eskandar becomes grrrrreat chieftain of all Barek Tor people, and repopulate our kind.\! Most Barek Tor somehow related to Eskandar this day... I hope so is Raskuja, so have his grrrrreat and divine warrior blood.",イスカンダル、数百年前の大きな危機の時代、勇敢で強い戦士だった。\!人間、バレクトールを征服し、バレクトールの魂、壊そうとした。\!偉大なるイスカンダル、仲間をまとめて数がはるかに多い敵を倒し、バレクトールに自由をもたらした。\!イスカンダルとても偉大。バレクトールの土地を離れ、敵の隠れ家探し出し、破壊した。\!そして故郷に戻り、皆から愛された。\!イスカンダル、すべてのバレクトールの民の偉大な長になり、一族繁栄させた。\!今のほとんどのバレクトール、イスカンダルの血を引いてる...ラスクージャもそうでありたい。偉大な戦士の血を引いてたら、すごく誇らしい。
I wonder why I'd never learned much about him.,へえ、そんなにすごいのに、どうして最近まで知らなかったんだろう。
"Barek Tor lifespan not as long as human.\! Eskandar pass to next life after rrrrreaching golden age of 50 years.\! Eskandar policy on human is to be being frrrrriendly, because of best friend named ""Lucian Iblis"" who was prominent human and great hero of human lands.",バレクトールの寿命、人間と違う。\!イスカンダル、50年の黄金期の後、あの世に逝った。\!イスカンダルの人間に対する方針、とてもフレンドリーだった。それは、人間界の英雄だった「ルシアン・イブリス」という親友のおかげ。
"Yep, everyone knows about Lucian Iblis.",ああ、こっちではルシアン・イブリスはとても有名だよ。
"Because of their frrrrriendship, human and Barek Tor were to be connected.\! Lucian live on many years past Eskandar, but without our great hero, Lucian and Barek Tor people were to being disconnected slowly over time.\! Lucian attempt to befrrrrriend new Barek Tor chieftains, but it was not to be being.\! Over next 50 years, Barek Tor attempt to return to old way.\! No longer trrrrrade food with humans of Sayunaa in exchange for their great trrrrreasures.\! Barek Tor society become poor.\! Now we attempt to repair damage but without being weak to conquest much like during the time of Eskandar.",その友情のおかげで、人とバレクトールはつながった。\!ルシアン、イスカンダル死んだ後も長く生きた。でも、イスカンダルがいなくなってから、ルシアンとバレクトールだんだん離れていった。\!ルシアン、新しいバレクトールの族長と仲良くなろうとしたが、うまくいかなかった。\!それから50年間で、バレクトール古いやり方に戻った。\!貿易やめ、サユナー人の宝物と引き換えに、食べ物交換しなくなった。\!そうしてバレクトール、貧しくなった。\!今、そこから立ち直ろうとがんばってる。でも、イスカンダルの時代のような強い軍はない。
"I could listen to this stuff all day, cat.",へえ、やっと君の部族の内情が知れて良かったよ。
It is great honor to Raskuja when human show interest in Barek Tor.\! \n[8] is good company for Raskuja. Raskuja wishes to talk more in future days.,ラスクージャ、人間がバレクトールの問題に興味を持ってくれるとうれしい。\!\n[8]、ラスクージャのいい友達。ラスクージャ、これからもいろいろ話したい。
Count on it!,ああ、また教えておくれ！
