ENGLISH,JAPANESE
It seems you've just about cleaned this up.,今しがた片づけたようだな。
"Yes, your excellency. The army of Antares is broken.",ええ、アンタレスの軍勢はもはや総崩れとなっているようで。
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.",なら、やつを仕留めることなど、もはや造作もないであろう？都では民衆に不安が広がっており、速やかな決着が求められている。
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.",閣下、敵は奥地に逃げ込み守りを固めています。焦って攻勢を速めると、無用な死者を出すことになります。
Uh oh...,うへぇ、お前さん余計な...
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.",\n[8]と言ったな？君はこのたびの件で、少しばかり名を上げたと聞いている。\!今、軍では「劇的な進軍でアンタレスを粉砕し、鮮やかな勝利をもたらした」という青い髪の新星が話題になっているよ。
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?",そこでトライハン司令、君に意見を求めたい。この戦い、時間をかけて忍耐強く進めるのが効果的であると思うかね？
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.",敵の守りは極めて強力に思えます、閣下。慎重な戦術を取る方が、軍の損害は少なくて済むでしょう。
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.",よろしい。あと1つだけ...\n[8]が死なないよう目をかけておくのだ。その者、なかなかの器と見える。作戦の指揮は...トライハンよ、君に一任しよう。
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,お前の部隊は、これまでの作戦で主力級の働きをしている。敵の砦に攻め込むには、強力な先鋒隊が必要だ。つまりそれは、お前たちだ。無論、我々の部隊も同行する。
"....\| Yes, I think we can do it.",....\|かしこまりました。必ずや突破してみせます。
Of course we can!,ああ、絶対大丈夫さ！
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,敵は追い詰められている。失うものは何もないだろうし、死に物狂いで向かってくるだろう。くれぐれも油断するなよ...
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^",\c[1]センチュリオンズレストの防御線、帝国軍第一師団\|\|\|\|\|\^
