ENGLISH,JAPANESE
"It is a miracle that we found you when we did, \n[8].",あそこでお前に出会ったのは、奇跡と言っていいくらいだ、\n[8]。
...Who were my captors?,...私を拘束していたのは、何者だったんだ？
The Followers of Zanatus.\! My mortal enemy. Scourge to all the innocent people of our world.,ザナトゥス教団の者たちだ。\!私にとっては不倶戴天の敵だ。この世界の罪無き人々に破滅をもたらす存在なのだ。
Zanatus...,ザナトゥス...
"Yep, that one. Some call him the devil, the bringer of death, dark god, what have you.\! Turns out he's got quite the following here among us mortals, a cult of sorts.\! They might've taken you away, never to be seen again had we been just a tad slower.",そうさ。人はそいつを「悪魔」、「死神」、「暗黒神」、いろんな名で呼ぶ。\!そしてやつは、一部の人間から崇拝されてるのさ。まあ、一種のカルト宗教だな。\!到着がもう少し遅かったら、お前も連れ去られて、行方知れずになってたかもしれねえ。
Have you heard of the battle between the dark god Zanatus and Donar?,ところで、暗黒神ザナトゥスとドナーの戦いの伝説、聞いたことはあるか？
No,ない
Yes,ある
"\c[1]In a time long before living memory, the world was covered in despair.\! The dark god Zanatus was summoned into our world, and the human race endured unspeakable tyranny and hardship under his rule.",\c[1]その昔、この世界は絶望に覆われていた。\!暗黒神ザナトゥスが現世に召喚され、人類はその支配の下で、筆舌に尽くしがたい圧政と苦痛を強いられた。
"\c[1]Seeking to liberate their people, five warriors lead by the legendary hero, Donar, rose up in rebellion.\! Donar became the symbol of hope, and for the first time, people believed that Zanatus could be defeated, and they could be free.",\c[1]だがその時、人々を解放するため、英雄ドナーを筆頭に5人の戦士たちが反乱を起こしたのだ。\!ドナーは希望の象徴となり、民衆はザナトゥスを倒し自由になれると、そこで初めて信じることができるようになった。
"\c[1]On the brink of defeat against overwhelming odds, the five heroes received the boon of the heavens.\! With this new power, they pushed back the demonic forces of Zanatus, and Donar plunged his blade into the heart of the dark god himself, sending him to the void.",\c[1]戦力に劣る5人の英雄は、一時敗北の瀬戸際に立たされるが、そこで天の助けを受けることになる。\!この新しい天の力で、彼らはザナトゥスの悪の勢力を次々に撃破する。そしてついに、ドナーは刃を暗黒神の心臓に突き刺し、その者を虚空の闇へ送り返したのだ。
"\c[1]With the defeat of Zanatus followed the collapse of his empire.\! The human survivors, guided by faith, planted the seeds of civilization as we know it today, and prospered for centuries.",\c[1]ザナトゥスの敗北により、やつの帝国は壊滅に追い込まれた。\!生き残った人類は信仰に導かれ、今日の文明の種を撒き、何世紀にも渡る繁栄の礎を築き上げたのだ。
Yep... the event which the history books say forged our world.\! Makes for a great story.,ああ...歴史書に書いてある「世界を築き上げた」っていう下りだな。\!なかなか読み応えのある部分だ。
This ancient battle is about to return to our world.\! Everything has been set into motion as it is told in the prophecy.\! This is why the cultists have mobilized... they are searching for the Nephilim.,その古の戦いが、再び現代の世に蘇りつつある。\!すべてのことが預言書の通りに進んでいるのだ。\!これが今、カルトの連中が動きを活発化させている理由...やつらはネフィリムを探しているのだ。
...Nephilim? You mean the giants in children's fairy tales?,...ネフィリム？それは、古代神話に登場する巨人のことか？
"The five heroes who defeated Zanatus so long ago ascended to the heavens to watch over us as the gods.\! Their spirits have seen fit to return to our world to be reborn into five mortals, five Nephilim.\! We of the Temple have no doubt...\| war is coming, and Zanatus is marshalling his forces against us.",ザナトゥスを倒した5人の英雄は、その後天に昇り、神々として人類を見守っていた。\!現在、彼らの魂は5人のネフィリムとして、5人の人間の肉体に宿るものと言われている。\!我々ドナー神殿は、それを確信している...\|そして、じきに戦争が起こり、ザナトゥスは軍勢をこちらに差し向けてくるだろう。
"Come on, Diana. Are you gonna tell \n[1] or do I have to?\! We did just witness you in battle...",おいおい、ダイアナ。肝心の部分はどうした？お前が言わないなら俺が言うぜ。\!ついこの間の戦いで、その力を存分に見せつけたろうが...
"...What, are you supposed to be one of these Nephilim or something?",...ん、ひょっとして、あなたもそのネフィリムの1人なのか？
"The prophecy is not so easily interpreted. The Temple Grandmaster Oxley believes I bear the characteristics of a Nephilim, due to my lineage.",預言の解釈は容易ではなく、様々な説がある。神殿のオクスレイ大祭司は、その血筋から、私がネフィリムであるものと信じている。
"But you were the only survivor we found here.\! They know something about you, \n[8].\! That makes you a part of the prophecy.",それはともかく、お前はあそこにいた唯一の生存者だ。\!つまりやつらは、お前に何らかの価値を見出していたはず。\!おそらくは...預言の一要素として。
"That's...\| Come on.\! There's nothing special about me, I'm just on the wrong side of Casamir's scheming.\! If you expect me to just listen and believe...",それは...\|ちょっと大げさじゃないかと思う。\!私は特別な人間ではないし、ただカサミールの野望の犠牲になっただけだ。\!あまり突飛な話を信じろと言われても...
You need not simply believe.\! Look.,別に信じる必要などない。\!己の目で確かめればいい。
