ENGLISH,JAPANESE
"What happens here shall be kept quiet, for now.",最初に言っておくが、これから見るものは他言しないでおくれ。
"I trust you, Diana. But...",わかった。だが...
Everyone here is familiar with the Nephilim prophecy.\! Please step into the center of the room.,ここにいる者たちは皆、ネフィリムの預言に精通している。\!さあ、この部屋の真ん中に向かって歩いてくれ。
This is so foolish...,ハァ、馬鹿馬鹿しい...
AAaaaagghh!!!!,アアアアアーーー！！
Get...\. out...\. of...\. my...\. head!!!,頭の...\.中...\.から...\.出て...\.いけ！！
What are you doing to me?!,一体何をしたんだ！？
What did you hear from the voice that called out to you?,...語りかけてくる声から、何を聞いた？
"Hatred, anger, and darkness.\! Too intense for words.\! A desire for revenge.",怒りと、憎しみと、邪念だ。\!激しすぎて言葉にもできない。\!復讐への渇望さ。
"I heard it too, \n[8]...",私にも聞こえたよ、\n[8]...
It was Donar himself who struck the final blow on Zanatus.\! It is only natural that the demon would burn with desire for revenge.,ザナトゥスにとどめを刺したのは、ドナー自身だった。\!やつが復讐に燃えるのも当然だろう。
I see why you wanted to keep this stuff a secret...\! People would become completely unhinged if rumors spread about the return of Donar...,なるほど、さっき他言するなと言った意味がわかったよ...\!ドナーが再臨したなどという噂が広まれば、世間は完全に動揺してしまう...
"Diana, you can't be serious with all this.\! Are you really trying to tell me we're supposed to save the world because of some fairy tale?\! I've always made my own ""fate"" and I'm not planning on changing now.\! Anyone can be some sort of chosen one if they want it bad enough.\! Maybe even Jeb here.",でもダイアナ、やはりあなたの話は馬鹿げているよ。\!古のおとぎ話を信じて「世界を救おう」だなんて、正気とは思えない。\!私はいつだって自分の運命は自分で選んできた。これからもそうしていくつもりだ。\!それに、その気になれば誰だって、「選ばれし者」になれるんじゃないのか。\!例えば、そこにいるジェブディアだって。
Only as long as I failed to maintain my faith...,ええ、幾度か信仰が揺らいだために...
"Our new friend here is welcome among us.\! Please make this your home, and take time to reflect on what happened.\! In time, you will know what you believe.",我らは新しき友として、お主を歓迎する。\!しばしこの地で身を休め、今日起きた出来事の意味を深く考えてみるがいい。\!やがて、自分が信じるべきものが何であるのか、はっきりと明かされる日が来るじゃろう。
Please excuse me... I must make a record of this...,では、私はここで失礼するよ...今しがた起きたことについて、記録を取らなければならないのでね...
I am sorry I pushed you into this.,無理やりこんなことをさせて、すまなかった。
I guess I can't blame you...\| this is your mission.\! It's what you have to believe...,謝ることはない...\|それがあなたの仕事であり、\!信仰なのだから...
"I do believe.\! And eventually, perhaps you will too.\! Until then, we will go together.\! I am yours to unleash upon your enemies.",もちろん、微塵の疑いもない。\!いつの日か、あなたもそれを信じる日が来る。\!その時まで、共に道を歩むのだ。\!私はお前の剣となり盾となり、立ちはだかる敵を打ち倒す。
"You've got the wrong chosen one, Diana.\! But to have you as a friend and ally would be just as good for me.",あまり買い被らないでくれ。選ばれし者はきっと他にいるはずだよ、ダイアナ。\!まあ、あなた以上に心強い味方など、いないことは確かだが。
"Likewise, \n[8].",それはこちらのセリフだ、\n[8]。
"It is quite a tall order.\! To experience such evil, assaulting one's mind, and then to accept one's fate.\! Diana, you too struggled with this, you know.",それはありえんな。\!選ばれし者になるには、邪悪なる者の精神攻撃に耐え、それから運命を受け入れる魂の強靭さが求められるのじゃ。\!ダイアナよ、お主もまたそれにひどく苦しんでいる身じゃろう？
