ENGLISH,JAPANESE
Beatrix... I have so much to ask you.,ベアトリクス...君に聞きたいことは山ほどある。
"\n[8]... please, ask away.\! I'll talk as long as I'm not bored.\! It helps that you are pretty. Don't let anyone tell you that being pretty isn't important!",\n[8]...いいわよ、どうぞ。\!退屈しない限りは答えてあげる。\!それにあなた、結構キュートだしね。だから、そのかわいさに免じて少しは許してあげるわ！
"You're of the Pendergast family?\! As in, Edmund Pendergast? Richest person alive?",君はあの、ペンダーガスト家の人間なんだろう？\!つまり、あのエドモンド・ペンダーガストと関係があると？世界一の大富豪と呼ばれているあの男に？
"Yes indeed, the very same.",ええ、確かにそのペンダーガストよ。
You must stand to inherit untold riches.,なら、莫大な富を引き継ぐ立場にあるわけだ。
"Well, I do deserve all the world's riches...\| but that doesn't mean the old man's going to bequeath his fortune solely to me.\! He's got an army of sycophants looking to take a bite out of his empire at all times.\! Guess we'll see when that cold, ancient heart of his finally gives out.",まあ、それに値する人間だしねえ...\|でも、別に私がすべての遺産をもらうわけではないのよ。\!あの人の周りには、いつも帝国のゴマすり人間たちがいるからねえ。\!まあ、そう遠くない日に、あの老いた蛇の冷たい心が解き放たれる時が来ると思うわ。
"...Not the closest with your father, huh?",...どうやら父親とはいい関係ではないようだな。
"Oh really?\! What ever gave it away?? Ha!\! No, maybe someday I'll tell you why.",ええ？\!それがどうしたっていうの？ハッ！\!まあ、そのうちいろいろ教えてあげるわ。
No worries. I'm wondering how Pendergast came into his wealth.\! Almost seems unfair.,ああ、気を悪くしないでくれ。私が本当に知りたいのは、ペンダーガストが富を築いた方法だ。\!あまり全うな形でのし上がった男には見えないからな。
"When the lion slays the gazelle, would you rather lament the unfairness of nature, or try to become the lion?\! You know anything about the Aetherium Crisis?",あのねえ、あんたはライオンがガゼルを食い殺したら、自然はひどいとか思うわけ？自分がライオンになろうとは思わないの？\!昔あった、エセリウム危機について聞いたことはある？
"I like to say I'm a history nerd, so yes.",ああ、歴史は好きな方なんでね。
"Well, well, poindexter, you're in for a treat.\! Pendergast has always been around, but once the world got a nice facelift from the destruction caused by the Aetherium Crisis, Pendergast was there to buy up all the cheapened real estate.\! That, and they financed the reconstruction efforts from shore to shore.\! That sort of thing pays off, big time.\! 'Tis the banker who rules the world, without swinging a sword.\! Wait a few generations, invest the earnings, and now they control whoever they can buy.\! You know, that does sound pretty unfair, now that you mention it.",へえ、博識ねえ。やるじゃない。\!世界を襲ったエセリウム危機が底を抜けた時、かの辣腕投資家ペンダーガスト卿は、待ってましたとばかりに暴落した不動産を買い漁ったの。\!それで得た莫大な儲けによって、大陸のあらゆる事業に資金を提供するようになったってわけ。\!長い目で見たら、そういうのが全部金づるになるわけでしょ？\!そうやって銀行家や投資家ってのは、剣を振るうこともなく世界を支配するのよ。\!数世代待って、収益をまた投資して、金の力ですべてを買収し、権力を握る。\!まあ、それは確かに理不尽なことかもしれないけどね。
"So in lieu of you inheriting this fortune, what exactly has lead you down this path?",それで、その莫大な財産を受け継ぐのではなく、こちら側の道を歩んでいる理由は？
...And what path would that be?,...つまり、どの道のことかしら？
I guess I don't know that one either.,それははっきりとは言えないが...
"I will confess... I sometimes feel like an alien living among humans.\! Your customs and earthly pleasures bore me.\! What really gets me going is seeing what kind of disruption I can weave.\! Right now, that puts me on your side.\! But later, if I should develop the means, I'm not sure! I could just become your greatest adversary, if doing so is entertaining to me.\! ...Does that make you nervous?",ちょっと告白するわね...私ね、時々人間の中にいても、自分が異物のように感じるのよ。\!人の慣習も娯楽も、私には退屈なの。\!私が本当に興味あるのは、人間界の混沌を観察することかしらね。\!それが今、あなたたちの側にいる理由よ。\!まあ、懐にいっぱい資産が入ってきたら、また気が変わるかもしれないけど！あるいは、あなたの敵になった方が面白そうなら、そうするのもありかもね。\!...どう、不安になってきた？
"Yep, a little.\! But I'm a better judge of character than you think.\! If I truly felt that you would bring us down, I'd let you know.\! But I don't feel that way.",ああ、少しな。\!だが、私はこう見えても人間観察が得意なタイプでね。\!本当に敵に回りそうなら、それを感じるものだ。\!でも、今のところそうは思わない。
Awww... so trusting. Easier to devour when I'm good and ready.,ふーん...まあ、信じたければ勝手にすれば。油断してくれた方が簡単だもの。
"Beatrix, you are a character.",ベアトリクス、君はなかなか面白い人だ。
"And you have successfully entertained me, but I can already feel boredom creeping in.\! Do be a dear and visit me some other time, mmm?",そうねえ、あなたもなかなか楽しませてくれたけど、そろそろ退屈になってきたわ。\!また今度お話しするのはどうかしら～？
Of course. Enjoy!,ああ、いいとも。それじゃ！
