ENGLISH,JAPANESE
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,ジュールス！聞いた？\!ダイアナ様が私をパラディンに任命してくれたの。もう裏でコツコツがんばらなくてもいいんだから！
Yeah... I heard. That's great! I knew you could do it.,ああ、聞いたよ。本当にすごいね！でも、君ならきっとできると信じてたよ。
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.",あの人は最初、私が規律を欠いていると思っていたようだけど、突然心変わりしたみたい。\!まるで誰かに説得されたかのようにね。
Wait... did you???,ええっと...ひょっとしてあなたじゃないわよね？
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.",すべては君の努力の結果だよ、シビル。\!僕は君を長いこと見てきた。みんなが君のことをわかってあげられるとは思えないけど...\!僕はわかってたよ。君こそパラディンにふさわしい人だって。
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!",そうでしょ？\!そう言ってもらえると本当にうれしいわ！パラディンになることが、私の夢だったんだから。\!ああもう、今から悪党どもをブッ飛ばしてやるのが待ちきれないわ！
Jules...\! Why do you seem a little blue now?,ジュールス...\!どうして浮かない顔してるの？
Just don't forget about me when you're a big hero...,あのさ、うれしいのはわかるけど、僕のことも忘れないでくれよ...
"Whaaaat, no I would never!!\! You're the best thing...",ええ、忘れるわけないでしょ！！\!私にとってあなたは...
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.",まさに最高の人よ、ジュールス。\!今までいろんなことがあったけど、あなただけはずっと傍にいて、私を支えてくれたわ。
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?",シビル、今少し落ち込んでいるのはね、時々僕は、孤独を感じるからさ。\!僕はいつも、人を励ます役なんだ。\!でも、僕だってたまには自分の人生を楽しみたいんだ。
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?",*ああー！*\!それって、私とデートしたいってこと？
Sybil...,シビル...
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!,あなたってかわいい人ね。\!じゃあ、私があなたの憂鬱を解いてあげるわ。毎日ね。\!だから、もう二度とそんな心配はしなくても大丈夫よ！
I think I'd like that Sybil...,ああ、そうしてくれるなら本当にうれしいよ、シビル...
