ENGLISH,JAPANESE
Chapter 24: Scorched Sands,第24章:灼熱の砂
"Sons of Sayunaa, Veridians are invading our homelands!\! The blood of our nation, the Caladori Mines, must not fall into their hands.\! Assault their base at Ezrum - and leave Sayunaa's defense to its women.",サユナーの戦士たちよ、ベリディア人どもが愛する故郷を侵略しようとしている！\!我が国の動脈であるカラドリ鉱山を、敵の手に渡してはならない。\!男たちは敵の本拠地エズラムを攻撃し、サユナーの防衛は女たちに任せるのだ。
"\n[8], some say Sayunaa does not even need an army, because nature will defeat any invader.\! There is wisdom in this, but the Sayunaari soldiers are accustomed to the deserts, whereas we will be at a disadvantage.\! But the mines of Sayunaa can bear incredible wealth - we would be foolish not to attempt to seize them.",\n[8]、サユナーはよく、軍のいらない国だと評されるわ。その軍国の気風から、民自身が侵入者を追い返せるのだと。\!この言葉には隠された知恵があるわ。つまり、サユナー人は砂漠での戦いに慣れており、逆に不慣れなよそ者は不利を強いられるのよ。\!ところで、サユナーの鉱山には大量の鉱石が眠っているわ。これほどの富を得る好機だもの、逃したら愚かというものでしょう。
"We've also got Casamir's boys right next door to the west, headed our way and wasting no time.\! Many battlefronts at once, but many options...",さらに、カサミールの手先がすぐ西にいる。おそらく、一目散にこちらに向かってくるだろう。\!兵力を多方面に分散する必要があるが、悩みどころだな...
"Ragavi, the famous sword mistress...\| Please lay down your blade!\! How could you serve the Imperial dogs?!",名高き女剣士ラガヴィよ...\|その剣を下ろしなさい！\!どうしてあなたほどの人物が、帝国の手先なんかに成り下がったの！？
"Narima... you serve these Veridians, do you not?\! And you have left scores of our brothers and sisters dead...\! For that I curse your bloodline for a thousand years!",ナリマ...あなた、ベリディア人の側についているのね？\!そして、何十人もの同胞を死に至らしめた...\!その罪、万死に値するわ！
Stop!\| Please...,お願い！\|もうやめて...
"Cyrus...\| He came to us just after the Succession War. No one knows from where.\! The Duke of Ezrum had lead us into disaster, and the people were ready for a change in leadership.\! Cyrus made great promises...\! Security, strength, preservation...\! But now we spill our own blood for the Archaelus Empire.\! Narima...",サイラスは...\|継承戦争の直後にここにやってきたの。あの男がどこから来たのかすら、誰一人知らないわ。\!当時のエズラムの公爵は国を災難をもたらし、人民は指導者の交代を待ち望んでいたの。\!そしてサイラスは、大いなる約束を携えてやってきた...\!国防、富国、開発...\!でも、今私たちはアルケロス帝国のために自らの血を流しているのよ。\!ナリマ...
"Then raise your sword against them!\! The Nephilim Army has the strength to fight them. There is no longer any reason to bend the knee to preserve our people.\! Please join our cause, Ragavi!",なら、その剣をやつらに振り上げるのよ！\!ネフィリム軍と共に戦えば、きっと勝てるわ。そうすれば、民を守るために偽りの王に跪く必要もないのよ。\!だから、私たちの戦いに加わって、ラガヴィ！
"...\| I will.\! Give me warriors, and I will cut down the false Cyrus and lift the shadow from this land...",...\|わかったわ。\!きっとサイラスを打ち倒し、この地から邪悪の影を取り除いてみせましょう...
