ENGLISH,JAPANESE
"Hey, \n[8]! Are we leaving now?",ああ、\n[8]！もう行くわけ？
"Hi, Sybil. Yeah, it's that time. My role in Veridia is done for now. The Nephilim War is done, and Zanatus is finally dead.\! The time will come for me to face the people of Veridia, but not for a while.\! ...Didn't you say you had to serve the Temple for a year?",やあ、シビル...ああ、時間だ。ベリディアにおける役目は終わった。ネフィリム戦争は終わり、ザナトゥスは死んだ。\!いつかベリディアの人々と向き合う時が来るだろうが、それは今ではない。\!...ところで、君は神殿に1年間奉仕するのではなかったか？
"Yeah, about that...",ええっと、それだけどね...
Oh no. Don't tell me...\| you'll regret not doing that!,まさか...\|待て、そんなことはやめるんだ。後悔するぞ！
"No, it's fine! I uh...\| found out exactly what you've got planned. And...",いいのよ！私は...\|あなたの計画を知ってしまったんだから。それで...
...And you told Diana all about it.,...それで、ダイアナ様にそのことを告げたの。
"Yeah...\| sorry! But she said this counts, and that once I come back from Grothnor, I'll be a full Paladin for life!",本当に...\|ごめんなさい！でも、あの人はそれも奉仕に含まれると言ったの。そして、グロスノーから戻ったら、パラディンとして認めてくれるって！
...You understand what Grothnor is?\| They say Donar's light has never touched that place.\! That Zanatus himself was born from its depths.,...グロスノーがどういう場所か、わかっているのか？\|ドナーの光が一切届かない、とまで言われているのだぞ。\!そして、ザナトゥス自身がその闇の中から生まれたとさえ言われているのだ。
"Oh, whatever, we can take it!\| So, what do you hope to find out?",そんなの、関係ないわ！\|それで、あなたはその先で何を知りたいわけ？
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile.\! My resurrection leaves more questions that need answers, and my instinct points to the east, to Grothnor.",ザナトゥスの最期の言葉が、今も頭から離れないんだ。あれは本人の魂から出たもので、偽りなどではなかったと思う。ザナトゥスの私とドナーに対する憎しみは、言葉では言い表せないものだ。\!でも、その最期の瞬間、まるで心の平安を覚えたかのようだった。まるで果たすべき使命を終えたかのように。\!それに、ザナトゥス教団の者の一部がかの地に亡命したという報告もある。\!あと、私の復活は答えよりも多くの疑問を残している。そして己の本能は「グロスノーに行け」と告げているのだ。
"I'm so fired up, \n[8], let's get going!\| Let's show these baddies there's nowhere they can hide!",そう、それを聞いてなんだかワクワクしてきたわ、\n[8]。それじゃあ、張り切って行きましょう！\|そして悪党どもに、逃げ場なんてないことを教えてやりましょう！
"Heh, of course, Sybil.\| I'm truly grateful you're on my side...",もちろんさ、シビル。\|ああ、君が味方で本当に良かったよ...
