ENGLISH,JAPANESE
Abigayle...\! You have the appearance of one from Sayunaa.,アビゲイルよ...\!あなたは見たところ、サユナー人であるようだが？
"Yep, that's right!",ええ、そうよ！
But Abigayle is not a Sayunaari name.,でも、アビゲイルというのは、サユナー人の名前じゃないわ。
"My brother and I were born and raised in Veridia!\! You are very studied and worldly, dear Jaromir.",兄と私は、ベリディア育ちなの！\!でもジャロミールさん、あなたはいろいろなことを知っていらっしゃるようね。
"Sayunaari history is fascinating to me.\! Such a proud and stalwart culture.\! From the paintings I have seen, you could pass for Soha herself.",サユナーの歴史はとても興味深い。\!とても誇り高く、堅固な文化を持つ国だ。\!昔、サユナーのソハ女王の肖像画を見たことがある。あなたにそっくりで、それでピンと来たのだ。
"Oh my stars, the infamous queen who nearly destroyed the world?\! Well, the stories say she was beautiful enough to drive most men mad, so perhaps you overestimate me...",ああ、あの世界を滅ぼしかけたという、悪名高い女王ね？\!まあ、言い伝えによると、ソハは多くの男を狂わせた美女だったと言うし、だとするとあなたは、ちょっと私を持ち上げすぎているわ...
"Ah, but my accounts of the Aetherium Crisis tells a very different story about Soha.\! Perhaps one day, we can explore my estate in Embor, and I can share this with you.",うむ、だが私の国に伝わるエセリウム危機の伝承は、ソハ女王についてまるで違うことを語っているぞ。\!いつの日かあなたも、エンボーの資料を見て、それを読んでみたらいい。
"I would like that very much, my dear Jaromir!",まあ、それは本当に見てみたいわ、ジャロミールさん！
"The pleasure would be mine, Abigayle.\! We are setting off to battle tomorrow... would you be my company during this evening's meal?",そう言ってもらえるとうれしいぞ、アビゲイル。\!明日はまた戦いだ...どうだ、今晩はディナーをご一緒しないかね？
Yes... of course!!,ああ...それはいいわね！
