ENGLISH,JAPANESE
Chapter 6: Journey to Lemelin,第6章:レメリンへの旅路
"The time for subtle measures has passed. Tidereavers, our objective is Fort Naxos. Surround that Fortress and have no mercy.",影で動く段階はもう過ぎた。タイドリーバーよ、我らの目標はナクソス砦だ。砦を包囲しろ。情け容赦は無用だ。
"They sent Kuroda?! Hell's bells, they're not messin' around. That guy's got killing in his blood.\! \n[8], some powerful folks want your hide.",やつらめ、クロダを送り込んできただと！？こいつはグズグズしてるとやべえことになるぜ。あいつは骨の髄から殺し屋だ。\!\n[8]、お前さんちょっとばかしヤバいやつらに狙われてるみてえだな。
"\n[8], we could use your knowledge here.",\n[8]よ、ここはお前の指示を仰ぎたい。
...The Temple needs *my* advice? I hardly think...,...神殿が「私」の指示を？とてもじゃないが、そんな...
The Temple is not accustomed to the open battlefield.,神殿の戦士たちは、このような会戦には不慣れなのだ。
"Okay...\| well, we're outnumbered. The standard move is to secure a defensive bottleneck.\! We might try to take the small forts by the river. It's slightly better than being overwhelmed here.",わかった...\|ざっと見る限り、相手はこちらを数で圧倒している。防衛上のボトルネックを抑えるのが定石だろう。\!川の傍にある小さな砦を抑えるといいかもしれない。ここに留まって多勢相手に防戦するよりは、有利に戦えるはずだ。
"Right. We will follow your command, \n[8]. Donar be with us.",なるほど。では\n[8]、この戦闘の指揮はお前に一任しよう。さあ行くぞ。我ら、ドナーと共にあり！
"Looks like we're right on time.\! \n[8], don't count us out just yet.",どうやら間に合ったみてえだ。\!\n[8]よ、俺たちのことを忘れちゃいねえだろうな。
"The Army's going to have our heads if they find out about this!\! Are you sure you're okay with this, guys?!",ねえ、これがバレたら帝国軍に命を狙われるわよ！\!あんたたち、それで本当にいいわけ！？
I've never known \n[8] to be sinister in any way.\! There's something fishy going on and \n[8] needs our help!,でも、政府が言うように、\n[8]が悪いことをしただなんて、とても信じられない。\!きっと何かが背後で動いてる。そして\n[8]は今、僕らの助けを必要としているんだ！
"That's very gutsy of you, Jules...",まあ、それはそうかもしれないけど...
"We're way past worryin' about the Army now, kiddos, we're criminals now.\! But no time for belly achin'. Let's get our butts over to \n[8]'s position on the double!",軍の心配なんざもういいだろ。どう言い訳したって反逆者扱いだ。\!今はあーでもない、こーでもないと言ってる場合じゃねえ。さっさと\n[8]の所に向かって、しっかり援護してやらねえとよ！
"...Is that you, Abi?!",...まさかお前か、アビ！？
Dear brother!\! Oh my stars... I cannot describe how relieved I am to see you here!,お兄ちゃん！\!本当にびっくりだわ。こんなころで会えるなんて...ちょっと安心したけどね！
"You too, Abi.\! I'm so proud of you - the Temple seems to have you doing some important tasks now!",それはこっちのセリフだよ、アビ。\!それに、最近神殿から重要な仕事を任されたんだろう？本当に誇りに思うよ！
"Yes... it is very challenging, but this is what I wanted.\! But... surely you were not sent here by your leaders...\| Oh, Jules, what have you done?\! You are always giving yourself up for others.",ええ...とても大変だけど、やりがいのある仕事よ。\!でも、お兄ちゃんは軍から派遣されたわけではなさそうね...\|一体何がどうしたって言うの？\!またお人好しな性格のせいで、いいように使われてるんじゃなくって？
"Yeah, yeah, I guess so.\! But now I'm with you, so it can't be all that bad, right?",うーん、そうなのかなあ。\!でも、結果的に一緒になれたじゃないか。ある意味良かったろう？
"Some day you'll live for you and no one else, Jules...",でもね、お兄ちゃんにはいつの日か、自分のための人生を歩んでほしいのよ...
"Aw, don't worry about me.\! Let's just get through this battle in one piece, Abi!",ああもう、そんな心配はしなくていいからさ。\!今は目の前の戦いを切り抜けよう、アビ！
"I will not throw away my life for this employer, for this mission...",うむ、こんな所で死ぬわけにはいかん。一旦退却しよう...
