ENGLISH,JAPANESE
Hey Abigayle! Are you glad to be back in Lemelin?,ああ、アビゲイル！レメリンに戻れて良かったな。
"Yes... but I must admit, I prefer the cold, and the snow, of Granheim Abbey. There is a certain magic to it that I cannot explain!",ええ...でも正直なところ、グランハイム修道院の寒い気候の方が、私の肌には合っていたわ。まあ、自分でもどうしてか、よくわからないのだけどね！
Interesting. Aren't you from the hottest country in Tahnra?,そうか。でも、君はターンラで一番暑い国の出身なんだろう？
"I have no memory of my place of birth. To be honest, it is just another part of my life that sets me apart from most Sayunaari.\! I am a Priestess of the Sisterhood of Mercy... the Temple is my calling, and my home.\! My brother sorely wants to visit Sayunaa with me, but then again...",ええ、でも故郷にいた時の記憶はないわ。だから、自分をサユナー人と感じるのも難しいくらいよ。\!今の私は、「慈悲の姉妹」の一員...神殿こそが使命であり、故郷なのよ。\!兄はサユナーに行きたがっていたけど、私は...
...He pretty much wants to do anything and is thrilled about the idea.,...そうだな。彼は何としても行きたい、という様子だった。
Ha ha ha... yes! Exactly!,ハハ...そうなのよ！本当にね！
"So... you're supposed to be assigned to a Paladin, right? How's that goin'?",それで、将来はパラディンになるつもりなのかい？その辺りは？
"It does not happen at any given time... sometimes it does not happen at all.\! You see, the Sisterhood of Justice is far smaller in number than my holy order.\! And eligible female Paladins number even fewer.\! I do not hold the same aspiration to be Bonded as Sister Edelia is, but it must be such an honor to be Bonded with the greatest of all Paladins!\! I can only hope to fulfill my duty to serving the Temple and pursuing a life as directed by holy Donar.",そこは当分わからないわね...ならないかもしれないし。\!「正義の姉妹」というのは、神殿の中でもとても少数の、選りすぐりの集団だから。\!まず、女性のパラディン自体が少数派なわけだし...\!でも、エデリアのように、大パラディンと硬い絆で結ばれたいという願望はないけれど、その下で働けたら、とても光栄なことね！\!まあ、今はただ神殿に仕え、聖ドナーの導きに従って生きること、与えられた使命を果たすだけよ。
"Yeah.\| Wait, what about that drakeling you adopted?\! Is that in Donar's plans for you?",そうか。\|ところで、あの保護したドラゴンはどうしたんだい？\!あれこそドナーからの大いなる贈り物だったんじゃないのかな？
Ahhh... please don't mention Nibbler to the Temple officials!\! But... I am still working on bonding with him.\! It seems it will take some time...,ああ...それだけど、カミカミのことは、神殿の人たちには言わないでね！\!でも...あまり人慣れしていないのよ、あの子。\!絆を築くのも、なかなか時間がかかりそうだし...
"You'll figure it out, I'm sure. Seems like the kid is a real fighter.",大丈夫、そのうちどうにかなるさ。そしてきっと、頼もしい味方になってくれる。
"I am not quite sure, but I think he insists on being by my side in this war. I do hope to see him survive, and grow to enjoy life...",それはわからないけど、少しずつ私の傍に来たがるようにはなっているわ。個人的には、あの子には長生きしてほしい。そして、思う存分に生を楽しんでほしいわね...
