ENGLISH,JAPANESE
"Good thing we showed up, huh Jules?\! Can't let the others take all the glory.",間に合ってよかったわよね、ジュールス？\!他の人たちにお手柄を全部持っていかれるなんて、ごめんだもの。
"Aw, come on.\! Glory's not all that important!",おいおい、ちょっと待ってくれ。\!お手柄よりも大事なものがあるだろう！
Says you.\! You're sweet and all but you were adopted by rich nobles!\! The rest of us have to scratch and claw for everything we get.,それ、本気で言ってんの？\!あなたいい人だけど、金持ち貴族に育てられたお坊ちゃんでしょ。\!一般庶民は、必死に自分の功績をアピールしなくちゃ認めてもらえないのよ！
"What do you want so bad, anyway?\! You're doing great!",でも、何がそんなに欲しいんだい？\!今のままでも別に不足はないだろう。
Jules... have I ever told you that I tried to become a Paladin?,ジュールス...私はパラディンになりたいの。まだ言ってなかったかしら？
"Not yet, but that seems right up your alley!",いいや。でも、君にぴったりの目標だと思うね！
"Exactly what I keep saying!\! But the Temple leadership said I was ""too hotheaded and ambitious""!\! Ugh... so here I am just a plain old army priestess.",そうでしょ！\!でもね、神殿の祭司様は私のことを「感情的で、野心的すぎる」とか言うのよ！\!だからここでは、ただ回復役の従軍僧侶をやってるってわけ。
"I'm sorry, Sybil...\| This seems very important to you.",そりゃあお気の毒に...\|戦いたい気持ちを押さえつけなくちゃいけないなんて。
"Have you ever seen the girls in the Sisterhood of Justice?!\! They're so amazing, and loved by everyone.\! I have to become a Paladin somehow... I just have to.\! Sorry, I'm being so selfish... what do you want for your future, Jules?",そうよ。で、「正義の姉妹」の女戦士たちを見たことある！？\!すんごくかっこいいし、みんなから愛されてるのよ。\!だから、どうしてもパラディンになりたいの...いえ、ならなくちゃいけないのよ。\!まあ、単なるわがままかもしれないけど...それで、あなたは将来どうする気なの、ジュールス？
Well...\| I can't say I've thought about it too much!\! I just take things day by day.,そうだなあ...\|思えば、あんまり考えたことないや！\!毎日のことで精一杯だからさ。
"Yeah, that's probably easier than always chasing the future...",まあ、未来のことばかり考えるよりは、その方が健康的かもね...
