ENGLISH,JAPANESE
It is to be nothing but...,これは...
...Sinarran Spice?,...シナラン・スパイス？
"5,000,000 Human gold coins to be purchasing this shipment...",この量...人間の金で、五百万くらいか...
"5 million big ones?! Hell's bells, some fancy folk in Veridia really wants this stuff!\! Hey, Rask, what gives? ...Cat got your tongue?!\| 5 million gold mean anything to ya?!",五百万だって！？本当かよ！？なら、ベリディアにも変わり者がいるんだな！\!なあラスクージャ、言い間違いじゃねえだろう？\|五百万がどれくらいの大金だか、わかってんのかい？
"Are you to be knowing what is Sinarran Spice, human?",お前、シナラン・スパイス、何か知ってるか？
'Course I do! It's Sinarran Nervestim! The good stuff. Catnip. Whatever ya wanna call it.\! Got any other quiz questions?,当たり前だろ！正式名称、シナラン・ナーブスティム！お前らの食文化には重要なもんだ。まあ、ともかく...\!それがどうしたってんだ？
"When it is to be being consumed by humans, it gives grrrreat pleasure.\! But to us Barek Tor, it is just to be used as normal spices for our food. Safe to be being consumed by us. But for human, verrrry dangerous.",人が使うと、大きな喜び感じる。\!でも、バレクトールにとっては、普通の料理用のスパイスだ。何も問題ない。でも、人間の場合、心に作用する。とても危ない。
"Heh heh, yeah. Will never forget my first time. You kitties sure make good stuff.",へっへっ、そうだな。初めてこいつを味わった時のことは忘れもしねえよ。お前ら、本当にいいもんを作ってんだな。
"Do you know what humans are to be calling ""catnip"" is only, as you say, processed to becoming very powerful.\! And it is my own people who are to be doing the processings.\! Humans enslave Barek Tor to be feeling pleasure from the spice that is to be coming from our homeland.",今お前が言うように、バレクトールが作ってる。それも、とても強力になるように加工すること、知ってるか？\!それをするのはこっちだ。\!人間、バレクトールを奴隷にし、そこで作ったスパイスで、喜び感じる。
"Sheesh... alright, alright, evil ""hoomans"", very bad guys. Well guess what, we just stole all their loot. Good, right?\! Come on, let's get paid and get outta here.",ああー...わかった、わかったよ。俺たち人間はひどい生き物さ。でもな、俺たちは今日、悪い商人の荷物を全部奪ってやったんだ。な、いいことだろ？\!じゃあ、これからこいつを売りさばいて、儲けるとしようや。
"Raskuja will not to be takings gold from forced slavery of his own kin.\! Raskuja is to be retiring from this employ. The gold that was to be being Raskuja's share is to be paying off his debts. We are to be square, human.\! And prrrray Raskuja is not to be hirings by your enemies.",ラスクージャ、バレクトールの奴隷仕事でできた金、いらない。\!ラスクージャ、この仕事やめる。ラスクージャの分け前、お前のでいい。ただ、お前たち、これから仲間じゃない。\!次会う時、お前の敵、ラスクージャを雇わないこと祈れ。
