ENGLISH,JAPANESE
Chapter 28: Downfall,第28章:奈落の底へ
Can't believe this...,あの野郎...
There is no death painful enough for him...,もはや普通に殺してやるだけでは生ぬるいくらいだな...
"Bah, I don't think they realize who they're messin' with.\! Me thinks it's the bad guys who need savin'.",自分が何をしてるのかすらわかってないぜ、あいつ...\!怒りよりも、憐れみを覚えるくれえだ。
Don't be so sure. They found her one weakness.\! They'll kill her and she'll let them if we aren't smart about this...,どうだかな。やつはダイアナの弱点につけこんだ。\!慎重に動かなければ、彼女の命が奪われることになる....
"Your death would serve no purpose, child.\! Wait here for your mother.",お前を殺すことに意味などない。\!ここで母親を待つのだ。
...I will...,...うん...
You must have a death wish trying to imprison me!,私をこんな所に閉じ込めるとは、本当にいい度胸をしてるものだな！
What are you doing here?!\! My Alex!!,どうしてここに！？\!アレックスは！？
I know when I am outmatched... we will meet again.\! The boy is unharmed.,うむ、戦力で劣る時は撤退に限る...後ほどまた会おう。\!安心しろ、子供は無傷だ。
Where's my mom?!,母さんはどこ！？
What are you doing here?!\! Where is my Alex?!,どうしてここに！？\!アレックスは！？
"We got 'im.\! Safe and sound.\! Let's finish this up, eh?",もう助けた。\!大丈夫、無事さ。\!だから、さっさと終わらせちまおうぜ。
...Donar's mercy...,...ああ、良かった...
Mom!!!,お母さん！！
Casamir...,カサミール...
