ENGLISH,JAPANESE
"Here we stand at Mount Ptolomea, gateway to the heavens.\! Tell me, scholar, why do you serve the Zanatus cult?",ここが天国の門と言われるプトロメア山か。\!ところで、お前に1つ聞きたい。どうしてザナトゥス教団に仕える？
"T-to serve the true god, of course.\! To expose the lies of the Donari, to bring balance to this world...",し、真実の神に仕えるためでございます。もちろん...\!ドナー神殿の虚偽を暴露し、この世界に調和をもたらし...
"Spare me the flowery words, scholar.\! We all have a price.\! You have been promised great rewards.",建前の美辞麗句など並べなくてよい、学者風情が。\!人は皆、利を欲して動くのだ。\!お前も何か、巨大な報酬を約束されているはず。
The Grandmaster has already made me powerful.\! Have you questioned why you are still as you always were?,我が師は、私に力を与えた。\!だが、お前はまだ何も施されていない。なぜだろうか？
...\| Y-you were already a great warrior...\| The Grandmaster sought to make you his champion.\! The weapon and the will of Zanatus before he returns to this world.,...\|あ、あなたは元々強靭な戦士だったのでは...\|だから、あのお方はあなたを右腕にしたのです。\!ザナトゥスその人が地上に再臨される前に、その意志を実行する者として。
"Sure, let's go with that.",まあ、そうかもしれぬ。
A-And my gift is far different!,わ、私の場合は違います！
"The language of the ancient Donari.\! Has anyone else commited their lives to the mastery of it, as you have?",古代ドナー語...\!お前のように、その解読に人生を捧げた者はいるか？
W-what is the point of your questions?!,な、何を言いたいのです！？
"You killed the only other one. Oxley.\! No one could interpret the texts without decades of study.\! Yet the Grandmaster possesses knowledge even you do not have.\! Why do you think that is, Jebediah?",お前は自分の師を殺した。大祭司のオクスレイをな。\!数十年の研究なくして解読は不可能だというのに。\!だが、我が師はお前の知らない知識すらすでに持っている。\!...なぜだと思う、ジェブディア？
"Y-you will not shake my resolve, Hand of Zanatus...\| The true god knows all and sees all!",ザナトゥスの手よ、どんな言葉を並べても、私の決意は変わりませんぞ...\|真実の神は全能であり、すべてを知っているからです！
"I hope for your sake that someday you learn that only you can control your destiny.\! The Nephilim Army is winning the war, and they will be at Casamir's doorstep in a matter of weeks.\! Soon, we will all have to make a choice.",ジェブディアよ、いつの日かお前も、自分の運命を支配できるのは己のみだと気づくだろう。\!今、ネフィリム軍は勝利しつつある。ものの数週間もすれば、カサミールの宮殿も陥落するはず。\!その時、お前は重大な選択を迫られることになるだろう...
