ENGLISH,JAPANESE
Might I steal a few moments of your time?,少しお時間、よろしいかな？
"Of course, Lysander.\! Though, I am not as interesting as \n[8], so I fear you will be disappointed.",ああ、構わないとも、ライサンダー。\!まあ、私は\n[8]のような謎めいた人ではないから、いろいろ聞いても退屈するだけだろうが。
"As you may know, I am not a devotee to the Donari doctrine.\! And you are famed for being perhaps the strictest adherent alive.",あなたもお気づきだと思うが、私はドナー教の信者ではない。\!一方のあなたはおそらく、この世で最も厳格な類の信者だろう。
One could say that...,まあ、そうかもしれないな...
"May I ask,\| do you see your beliefs as the most correct, and righteous?\! Compared with, for example, the Followers of Zanatus?",では、尋ねてもよろしいか？\|あなたは自分の信念を誰よりも正当で、公正なものだと思っているか？\!例えば、ザナトゥス教団の者たちよりも？
"The Followers of Zanatus are wicked, and the wicked shall be crushed. It is very simple.",ザナトゥス教団はまともな宗教ですらない。世に害をもたらすだけで、一刻も早く消滅させるべきものだ。単純な話だよ。
"Indeed...\| And if you were to read the minds of these Zanatus worshipers, what do you think you would see?\! Would they not have the same adversarial conviction?\! That, perhaps, these adherents to Zanatus act and live with their own sense of righteousness?",それは確かに...\|では、ザナトゥスの信者の心を垣間見たら、そこに何が見えると思う？\!おそらく彼らもドナーに対し、同じような敵対的信念を持っているのではないだろうか？\!ならば、ザナトゥス教団の人間も、自分なりの正義感を持って行動し、生きていると言えるのではないだろうか？
"These ponderings are a little dull to me.\! Some things are, and some things aren't.\! No need to play Devil's Advocate all the time.",その問いは...少々くだらないように思えるな。\!もちろん、中にはそういう者もいるだろう。\!だが、そういう思考実験をすることに、さしたる意味はない。
I... suppose I have become quite the nuisance to you now.,うむ...どうやらあなたを不快にしてしまったようだな。
"It's alright. Philosophers often wish to question the intensity of the Temple's resolve.\! After you have witnessed how the Zanatus cultists conduct themselves, you will no longer see them as misunderstood outcasts.\! At the risk of sounding curt...\! It's best you just let me fulfill my role in peace, knowing that you can continue to live in a world in which you won't be burned alive for having divergent thoughts.",そんなことはない。哲学者はしばしば、神殿の教義に疑問を持ちたがるものだ。\!まあ、あのカルト信者の振る舞いを一度でも見れば、世に誤解された集団とはまず思わなくなるだろう。\!不躾な言い方かもしれないが...\!まあ、意見が違うからと言って火あぶりにされることはないわけだし、邪教を潰すという私なりの正義は、妨害しないでおくれ。
...I must say this conversation has far exceeded my expectations.,...とりあえず、この会話は私の期待を超えた興味深いものだった、とだけ言っておこう。
Your expectations?,期待？
Oh...\| you know... I didn't mean...,まあ...\|そうだな...つまり...
"So...\! Me Diana, me like smash bad guys.",なるほど...\!つまり私が戦うこと以外何もない、単純な人間と思っていたんだな？
Heh heh... point taken.\! I shall leave before I embarrass myself further...,ハッハッ...まあその...少しだけ、な。\!ただ、今はそう思ったことに恥を感じているよ...
