ENGLISH,JAPANESE
"...Hey, you.",...ライサンダー。
You look well. I'm glad they've given you the freedom you deserve.,どうやら元気そうですね。やっと自由の身に戻れたようで、うれしいです。
"...\|In a sense, the guards have been agreeable.\| And of course, I am a model inmate.",...\|牢獄の守衛も似たようなことを言ってくれたよ。\|まあ、これでも模範囚として、周りに迷惑はかけなかったつもりだ。
"Heh...\| yeah, I have no doubt.",ハハ...\|言わずともわかります。
"There is no need for discomfort on your part, \n[8].\| This is penance for my own foolish actions, and how I proposed to repay my debts to my homeland.\! I can only hope the people see it as I do.",\n[8]よ、例の件はすべて私の責任だ。君に対しては少しも嫌な感情など持っていないから、安心しておくれ。\|これは私自身の愚かな行動に対する罰であり、祖国に対する償いでもあるのだ。\!人々にもそう受け止めてもらえていたらいいのだが。
"It seems self-imposed penance is all the rage these days, huh.",それはさすがに自分を責めすぎというものですよ。
"Indeed, and if I may impose, yours is entirely pointless.\| You are the hero of the age.",確かに、私が自分を責めるだけで許されるものではない。\|君は結果的に、この時代の英雄となった。
"...So, I hear your articles are really making waves.\| I mean, that's not surprising, but... you're already serving in a government position before the end of your sentence?",...最近、あなたが立法に携わっていて、随分波紋を呼んだようですね。\|まあ、私には驚くことではありませんが...刑期が終わる前から政府の役職に就いていたとか？
"Yes. It is a largely ceremonial role for the time being, but I am humbled to know that my articles have been so well-received.\! The Proconsulate has offered me the honor of being a founding father of sorts.\! A bizarre fate for a man like me, but a responsibility I feel obligated to fulfill.",ああ、当面は名義上のみの役職だが、私の法律の提案が好評であったと聞いて、とてもうれしく思っているよ。\!新政府は、私に「建国の父」という栄誉まで与えてくれた。\!私の人生もなかなか数奇なものだが、今は果たさなければならない責任を感じているよ。
"That is wonderful, Lysander.\| You deserve no less, and our country needs what you have to offer desperately.\! This is truly who you were meant to be. If I can hope one thing for my loved ones, to fulfill the purpose etched by your birth is it.",それは良かったです。\|あなたはその評価に値しますし、祖国はあなたの知恵を必要としているのですから。\!国のために活躍することこそが、あなたが本来あるべき姿です。私が愛する人たちに1つだけ願うことがあるなら、あなたが築いた国家の下で、夢をかなえてくれることですよ。
...Loved ones...,...愛する人たち、か...
"Of course.\| Always, Lysander...\| nothing, no one could touch my life as you have.",そうですよ、\|ライサンダー...\|あなたくらい私の心を深く揺さぶった人はいません。
I wish you would renounce this love entirely.\| ...\| I wish that I could.,願わくば、そんな愛を完全に捨て去って欲しかったし\|...\|私も捨てたかったのだが。
"Yeah, not so easy, is it?",でも、そんなの無理でしょう？
Will you ever return to Veridia?,...いつかベリディアに戻るのか？
"You know I can't say.\| And... you know how I feel about it.\| About us.\| I need you to embrace your new life, and to let me go.\! If I return, if we do see each other again, I need to see you thriving. Happy, and fulfilled. Even if it's not with me.\! That is the only way either of us can survive the future, Lysander...",わかりません。\|でも...私の気持ちは、わかるでしょう？\|私たちの関係をどうしたいかも...\|でも、あなたには新しい仕事があり、私は旅に出なくてはならない。\!いつの日か戻ってきて、また会えたら、あなたが元気にしている様子を見たいですけどね。幸せそうなあなたの姿を。それが仮に、私と歩む人生でなかったとしても。\!でも、それが私たちの未来の唯一の道なんです、ライサンダー...
...\|\| Imagining life without you...\| it's so empty.\| So meaningless.,...\|\|君のいない人生など...\|空っぽも同然だ。\|無意味だ。
"No, you're wrong!\| Stop getting trapped by your own hubris.\| You are in charge of your destiny now, you'll make that meaning.\| ...Don't suffer, Lysander.\| Please...",やめて！\|そうやって思い悩まないでください...\|あなたは今、自分の運命を請け負い、その意味を作っているのです。\|...だから、投げやりになってはいけません。\|お願いです...
I'm sorry. It is not possible to be pleased with losing you.,すまない、無理だ。君を失うことなんて、とてもできない。
"I'm not lost.\| Not yet. A demon god couldn't take me down, I'm not about to throw in the towel for what ever awaits me.",大丈夫。\|私は消えたりなんかしません。邪神は私を倒すことができなかった。そして、まだ見ぬ敵に屈するつもりもありません。
"Of course.\| Donar watch over you, \n[8]...",そうとも。\|きっとドナーが導いてくれるはずだ、\n[8]...
"Thank you, Lysander... and you as well.",ありがとう、ライサンダー...あなたにもきっと素敵な祝福がありますように。
