ENGLISH,JAPANESE
"Let us raise a glass, to my friend, \n[8]!",それじゃあ、我が友\n[8]に乾杯だ！
"Bet you all thought, \n[5] wouldn't make it this far, now ready to lead \n[27] first squad into battle. But I knew better!",お前たちもまさか、こんな辺境まで来るとは思わなかっただろうが、ついにこれから初めての実践に向かうことになる。まあ、その点俺は少し先輩になるんだがな！
"Not in the celebrating mood, \n[8]?",ん、どうした？気分が乗らないのか、\n[8]？
There's a lot on the line... the Empress's life is in our hands.,この先には、様々な試練が待ち受けているはずだ...なにせ、女帝の命が我々の手にかかっているのだから。
I'm not worried. I doubt these guys can keep up with you.,俺は心配なんかしてないぜ。連中の大半よりも、お前の方が強いはずだ。
...It helps having a one man army in our midst.,...まあ、それに心強い暴れん坊も一緒にいることだしな。
I'm just a man. We've got the gods on our side.,俺だってただの人間だぜ。でも、俺たちのような義軍には、神の加護がついてくるのさ。
"I'm going to trust in my soldiers, not some idea. Don't tell me you believe in those fairy tales now?",私が戦場で信じるのは兵力であり、観念ではない。まさかとは思うが、ここで聖典のおとぎ話を語ったりしないでおくれよ。
"Don't underestimate the power of ideas. Look at how this empire's starting to forget the ideas that built it.\! With a proper leader, people would again feel a part of something. There would be no generals going rogue...",そういうお前も、観念の力を甘く見ない方がいいぜ。例えば、この帝国も建国の精神を忘れてからどうなった？\!優れた指導者がいれば、民はその下でまた一体感を取り戻すはず。そうすれば、謀反を起こす将軍なんぞも現れなくなるはずだ...
"We've come a long way since the Academy, but now we face the real thing. Come, \n[8], let's brush up a bit.",まあとにかく、今日は士官学校で学んだことが試される日だ。\n[8]、ついて来い。ちょっくら予行演習と行こうや。
"\c[1]Imperial Army Encampment, Eastwall Province\|\|\|\|\|\^",\c[1]イーストウォール地方、帝国軍宿営地\|\|\|\|\|\^
