ENGLISH,JAPANESE
...Am I bothering you?,...ちょっと邪魔してもいいかい？
"Never.\! Join me, \n[8].",ああ。\!隣り座れよ、\n[8]。
Do you believe these people are common thugs?,今対峙している連中...ただのごろつきだと思うか？
What I believe doesn't matter. We're just soldiers right now.,どう思うかなんて関係ない。俺たちはただの兵士だ。目の前の敵を倒せばそれでいい。
"Come on, I know you better than that. What exactly do you think the rebels want?",だが、君はそんな単純な男ではないだろう。反乱軍の真の狙いは何だと思う？
"They don't know what they want. They're angry and confused. Lashing out against order, hoping chaos will improve their situation.\! All they understand is force, so force they shall receive.",何もないだろ。ただ、怒り狂って理性を失ってるだけだ。混乱を引き起こせば状況が変わると思い、ただ秩序に逆っているだけさ。\!あいつらがわかっているのは、これから討伐軍が来ることくらいだろう。
Interesting...,うむ、なるほど...
"What do you think they want, then?",じゃあ、お前はどう思うんだ？
"They just want to be heard and understood. The Empire's taxing people to death to pay for the Succession War debts.\! If we destroy Antares, others like him will continue to speak out and rebel.",ただ、自分たちの声を聞いてほしいだけなのではないかな。帝国は継承戦争の負債を支払うため、重税をかけて人々を死に追いやった。\!仮にアンタレスを倒しても、また別の者が立ち上がって反乱を起こすだけだ。
"You know just as I do - an army of lambs can become lions at a moment's notice. Let's not pretend that compassion will ever result in a lasting peace.\! If the roles were reversed, if you were the one begging for mercy, do you think you would get it?",お前もよく知っているはずだ。羊のような連中だって、追い詰められれば一瞬でライオンになる。\!優しさだけで問題は解決しないんだ。もし立場が逆だったら、自分の声が聞き届けられると思うか？
"And so, we follow orders, as it is our duty. Makes everything so simple.",まさか。鎮圧側の兵士はただ命令に従い、着実に任務を果たすだけだ。ちょうど我々のようにな。
There's a crimson star out tonight. Haven't seen one in a long time...,今日は空に赤い星が出てる。もう長いこと見てなかったぜ...
It is quite a sight to behold...,なんと美しいのだろうな...
It's an omen.,こいつは不吉の予兆さ。
Of course it is...,私もそう感じるよ...
"Every time we have seen the crimson star, something big happens. Really big. Changes the course of history.\! Think that star is speaking to us, \n[8]? Calling upon us to do as Donar would and fix this world?",赤い星が見える時ってのは、毎度何かでかいことが起きるのさ。それこそ歴史の流れすら変えてしまうような、どでかいことがな...\!なあ、あの星は俺たちに語りかけてるようだと思わねえか、\n[8]？「ドナーのように、この世界を再建せよ」ってな。
Ugh...\| It's just...,うーむ...\|それはなんだか...
Yeah... sure. That's probably what it is.,いや...そうだな。そうかもしれない。
"Heh... \| Thank you for humoring me, \n[8].",ヘヘ...\|まあ、そんな無理して調子合せなくてもいいんだぜ、\n[8]。
