ENGLISH,JAPANESE
\c[1]Jebediah's library and laboratory\c[0],\c[1]ジェブディアの書庫兼研究室\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,は、入るな！！\!そもそもどうしてここに！？\!立ち入りは厳重に禁じられているはずだ！！
Is that so?\! I must have gotten lost.\! What's a girl to do...,...ふーん、そうなの？\!ごめん、忘れちゃってたわ。\!私、気まぐれな女の子だから...
Your father will hear of this!\! Y-you cannot be in here!!,父親が聞いていたらどうするのだ！\!こ、こんな所にいてはならない！！
Shut your mouth and do what you're told.,あのね、いいから黙って言う通りにしなさい。
W...what?\! I don't have to listen to you!!,な...何だと？\!そんな要求、従うわけにはいかん！！
"You do, and you will!",いーや、従うわね！
B-but... but...,だ、だが...しかし...
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?",アハハ...\|情けない姿ねえ。\!男なんて、み～んな一緒なんだから。\!ちょっと色気を出せば、あっと言う間にこの通りよ。\!そうでしょ、哀れな子犬ちゃん？
"What are you doing here, Beatrix?\! I wish you would leave...",ここで何をするつもりだ、ベアトリクス？\!すまないが、出て行って...
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!",ええ～、本当はもっといてほしいんでしょ？\!ただ、ちょっとした好奇心で来てみただけよ。で、こんな寂れた部屋に引きこもって、くだらない預言だのを研究しているのね。\!でも、あなたの研究成果には、ちょっと興味あるわ！
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!",....\|や、やめ...\|これは誰にも見せてはならんのだ。\!いや、たとえ見せてもお前に理解などできるまい！お得意の気まぐれで、研究を台無しにするに決まってる！
Are you questioning my intellect?!,へぇ～、私が馬鹿だって言いたいわけ？
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!",ん、ちょっと待ちなさい...\|あなた、私を挑発してるわね？\!まあいいわ。そうやって勿体ぶるなら、こんな臭い部屋、とっとと出てってやるんだから。フン！
"No! Wait!\! Please, have a look around...",ああ、ちょっと！ま、待ってくれ！\!そ、その...見たければ見ていってくれ...
"There you go!\! What are those scrolls there, hmm?",そう来なくっちゃ！\!それで、この巻物は何かしらね～？
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...",それはヒストリアム・マグヌスの写本だ...\!とんでもなく貴重で脆い書なのだ...頼むから変なことはしないでおくれ。ここまでの訳文が失われたりしたら...
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?",こういうのを記録を頼りに訳してるわけね？まったく、桁違いの古文書オタクなのねえ！\!で、この地図は？
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...",それはもう書き写したものだ...\|5つのネフィリムの祠の場所を指し示している。\!ヒストリアム・マグヌスを今一度回収すれば、その中にある秘密は...
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.",...それ、マジなの？\!まあ、いいわ...あなた結構使える人ね、ジェブちゃん。\!これからもいい子にしてたら、後でごほうびあげるわ。
...\| Rewarded?,...\|ご、ごほうび？
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?",ええ、そうよ。\!だから、私がこの地図を調べたこと、見なかったことにしてちょうだいね。\!あなたならきっと、私を失望させたりなんてしないわよねえ？
"N-no, of course not...",し、しない。するわけない...
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!",じゃあ今日はこの辺にしておくけど、言いつけはしっかりと守るのよ、ジェブちゃん。\!それじゃ、また今度ね！
