ENGLISH,JAPANESE
Mom??!!,お母さん！？
My Alex...,アレックス...
"Long time no see, kiddo.",よお、久しぶりだな、小僧。
"Uncle Stef, you're back too?!",ステフおじさんも戻ってきたんだね！？
...Uncle?,...おじさん？
Kid's got quite the imagination... heh.,俺もそんな年になっちまったのかねえ...トホホ。
Edelia...\| my beloved Sister.\! My heart is at ease knowing you are safe.,エデリア...\|愛しき我が姉妹よ。\!無事で何よりだ。
"Every time you go to war, it fills me with dread.\! I hope you will stay longer this time... surely you could use a spot of rest!",それはこっちのセリフです。あなたが戦争に行くと、毎日心配で気が狂いそうで。\!今回は長くいてくれるといいのだけど...それに、長旅の疲れもしっかり癒さないといけないでしょう！
"That's an understatement... \! Your hospitality is always welcome, Edelia...",ありがとう...\!お前の優しさはいつだって私の心をほぐしてくれるよ、エデリア...
"But the dangers to our world are growing, and the Paladins are needed more than ever.\! I will spend every moment with you and Alex while I am here.",だが、この世界の危機は日々増大しており、パラディンはこれまで以上にその働きを求められている。\!ただ、今だけはお前やアレックスと、1秒でも長く一緒に過ごすとしよう。
"I'll get ya caught up. Edelia there's her ""Bonded.""\! Not sisters by birth, but by blood pact.\! Edelia's the Sister of Mercy, who takes care of the warrior's family and home while enjoying a privileged status in their holy order.\! Diana's the Sister of Justice, or the Paladin, 'n fact the leader of 'em.\! They... y'know... go out and smash things.",ちょっと説明してやるよ。エデリアとあいつは「姉妹の絆」で結ばれてる。\!でも、それは血縁じゃなく、「血の契約」によるもんなのさ。\!エデリアも「慈悲の姉妹」の1人だ。戦士の家族の世話をしながら、神殿の聖職者として特権を享受してるってとこさ。\!それで、ダイアナは「正義の姉妹」だの、パラディンだの呼ばれたりするが、要するにやつらのリーダーなのさ。\!パラディンは...お前も見たように、戦に出向いて敵をぶっ倒すのが仕事だ。
Interesting setup they've got going.,なるほど、なかなか興味深い社会システムだな。
"Mmhmm... mostly Diana's doin' though. A return to the old way.\! Y'see she's actually a bit of an outcast 'round here... too orthodox for their lot.\! By my view, she's a better religious whackadoo than any of 'em.\! These lazy priests don't even realize what she's become...\| She *is* the Temple, my friend.\! Y'didn't hear that from me, though.",うーん...まあ、手荒な仕事はほとんどダイアナ任せみてえだけどな。あいつのスタイルは、古いやり方への回帰なのさ。\!だから、ここじゃちょっくらのけ者扱いされてる...あまりに伝統的すぎるってよ。\!俺に言わせりゃ、神殿で一番仕事してんのがあいつだ。\!ここらの怠けた僧侶連中は、あいつのすごさに気づいてすらいねえんだ...\|あいつこそが神殿の大黒柱なのによ。\!まあ、今のは全部ここだけの話だ。くれぐれも漏らさねえでくれよ。
Grandmaster Oxley...,オクスレイ大祭司...
"Yes, I'm still here, alive and kicking. And so is my greatest Paladin, despite her lust for battle, mmhmm!",おお、わしは相変わらずこの通りじゃ。そして、最強のパラディンであるお主も、どうやら元気そうじゃな。だが、戦いはほどほどにせねばならんぞ。ハッハッ！
...Who is that?,...おや、その方は？
"Oh, yes of course, you haven't met!\! Diana, please meet Brother Jebediah.\! He is my protege, and well-versed in the language of the ancient texts.\! Come now, don't be shy.",おお、そうじゃ。お主は初対面じゃったな！\!この者は我が兄弟のジェブディアじゃ。\!わしの弟子であり、古文書の解読に精通しておる。\!さあ、恥ずかしがらずに挨拶しなさい。
Nice to meet you...,はじめまして...
"So, you will be assisting the Grandmaster? Very well.\! I would like to introduce our new friend, \n[8].\! We found \n[1] as a prisoner at the cult's prison complex near Granheim Abbey.",あなたが大祭司の助手をしているのか。なるほど。\!こちらにも紹介する人がいてね。新しい友、\n[8]だ。\!グランハイム修道院近郊にある、カルト教団の地下牢に閉じ込められていたのだ。
!!!\| You actually survived there?!\! I mean...,！！\|あそこから生きて出られただと！？\!じゃあ、それはつまり...
"...It would seem so, right?",...そんなに信じ難いか？
Yes of course but...\| simply remarkable.\! Their brutality is boundless.,ああ...\|本当に驚くべきことだ。\!やつらの残忍さには限りがない。
Grandmaster... do you think??,ところで大祭司...まさかこの人が？
"Please follow us, \n[8].",\n[8]、ちょっと一緒についてきてくれ。
