ENGLISH,JAPANESE
"So... that's it?\! I'm back from the dead, you're back from the dead, things have happened, and you're not going to speak with me about it?",で...何か話すことはないのか？\!私は死から蘇り、君も別人になり、あれから本当にいろいろなことがあった。なのに、それについて話すつもりはないのか？
"Gods above, what have they done to you...\! Zelos...",君は一体、何になってしまったんだ...\!ゼロス...
"Everything has happened on my terms, \n[8].\! I do not need nor deserve sympathy.",すべては俺のせいでああなったのさ、\n[8]。\!俺は同情を受けるに値する男じゃない。
That's not true!\! My Zelos would never have gone down this path...,そんなことはない！\!私の知ってるゼロスは、そんな男じゃなかった...
There is so much you do not know.\! You'd best forget about it...,世の中にはお前の知らねえことが山ほどあるのさ。\!だから、俺のことは忘れちまった方がいい...
"Forget?!\! Stop shutting yourself off to me, Zelos!\! You know what I will never forget?!\! You, cutting Casamir's men down, one by one, in a rage because you watched me fall to their arrows.\! I won't forget you, who through all his bravado and ambition, never failed to save me when I needed saving.\! Forget?\! Go to hell, Zelos!!",忘れる！？\!どうしてそう心を閉ざすんだ、ゼロス！\!私には絶対に忘れられないことがある！\!私が敵の矢に倒れた時、君は激怒し、カサミールの手下を次々に倒した。\!私が危ない時は、精一杯の危険を冒し、救ってくれたこともある。忘れることなんて、できるわけないだろう！\!それでも忘れろと言うなら...\!地獄に落ちるがいい、ゼロス！
"Heh, don't worry about that.\! I'm well on my way.",おお、それなら心配ご無用。\!言われなくても落ちるってもんだぜ。
"You are...\| actually gone.\! I've waited so long, prayed, cried my eyes raw...\! And now you're just an empty body... like you died long ago...\! Curse this...",じゃあ...\|もういないも同然だ。\!こんなに長く待って、祈って、泣いていたのに...\!もう魂までなくし...死んだも同然...\!何もかも呪ってやる...
"Crying...\! Do you know how many I have cut down, through their tears?\! It does not affect me anymore.",ああ、呪えよ...\!俺が今まで何人の泣き叫ぶ敵を斬り殺したか、知ってるか？\!俺にもう、感情なんてもんはねえんだ。
"I get it, you big brute. You're numb to suffering.\! Please, just disappear, Zelos.\! I was always the one person who you would give a break, when you could forsake everyone else.\! But now you've forsaken me.\! I cannot bear the sight of you one moment longer!",...怪物になったとでも言うのか？苦の感覚さえもなくして...\!ならお願いだから、私の前から消えてくれ、ゼロス。\!他の何を見捨てても、私だけはそうしないと思っていたのに...\!でも、どうやら私のことも捨てたらしいな。\!ならもう、永遠に私の前に現れないでくれ！
...Is that what you want?,...それがお前の望みか？
...I want my Zelos back.,...私はただ、元のゼロスに戻ってほしいだけだ。
"That's all I've ever wanted, since that day.\! Everything else has been distractions.\! Just... want... my... Zelos back....\! Give him back...",あの日以来、それだけを願ってきた。\!だから、なるべくそれ以外のことで気を紛らわしてきた。\!だから...私は...ただ...ゼロスに...戻って...\!昔の...姿に...
"It's because of you, \n[8].",そいつはお前のせいなんだよ、\n[8]。
...What?,...え？
"I watched you die.\! I watched you fall from the top of the Imperial Palace.\! Executed for being a heretic.\! So, I killed them. All of them.\! They are the reason you died that day.\! And now they're all dead.\! You're a fool for feeling this way.",俺はな、お前の死ぬ瞬間を見たんだ。\!お前が宮殿の上から落ちるあの瞬間を...\!戦争犯罪人として処刑される瞬間をな。\!だから、あいつらを殺した。...1人残らず。\!お前が死んだのは、あいつらのせいだからな。\!つまり...\!お前が俺を狂わせたんだよ、この馬鹿が。
...I'm not a fool.\! Shut up.,...黙れ。\!私は馬鹿じゃない。
I...\| love you.\! That's what it is.\! I love you more than can be described.\! Don't... let me just stand here like this.\! Don't let me shiver and shake without the embrace of my Zelos.\! Not another moment...,ただ...\|愛してるだけだ。\!それだけだ。\!言葉で言い表せないくらい、好きなんだ。\!だから...いつまでも冷たくしないでくれ。\!ゼロスのぬくもりを感じられないまま、震えさせないでくれ。\!もう、これ以上は...
"...\! Come here, \n[8]...",...\!わかったよ、\n[8]...
"For you, I'm not gone...",お前が望むなら、どこにも行ったりしない...
"But I am not the same.\! The blood on my hands will ever dry.\! There is no going back.\! You...\| You've captured the hearts of the people.\! You would be dragged down into the pits of hell if it went back to the way things were before.\! I'm still going to save you when you need saving, \n[8].\! You need saved from me.",ただ、昔の俺にはもう戻れない。\!この両手についた血は、永遠に乾かない。\!それをなかったことにするってのは、もう無理なのさ。\!お前は....\|民衆の心を掴んだ。\!だから本当は、俺みたいな闇の住人とはもう関わらない方がいい。\!ただ、それでも俺の助けが必要な時は...いつでも会いに行ってやるぜ、\n[8]。\!俺がお前を守ってやる。
"Stop it!\! I love you and I'm not letting you go!!\! Fine, let's go be in hell together.\! I'm not letting you go, no matter what.",ああもう、やめてくれ！\!君が好きだ。だからどこにも行かせない！！\!どうしてもと言うなら、私も地獄に行く！\!この先はもう、絶対に独りになんかしない。
It's... going to be okay.\! It's just the two of us.\! The rest of the world doesn't matter.\! We're...\| going to be fine...,それも...悪くはねえな。\!このでかい宇宙に2人だけ、か。\!それ以外のことはもう、気にしなくていいんだ。\!それは全然...\|悪くないぜ...
