ENGLISH,JAPANESE
"Damn you, Antares. All these men had to die just to fulfill your delusions. Good men... wasted.",アンタレス、このクズ野郎め。お前のくだらない妄想に付き合わされたせいで、お前の部下は全員死んだ。兵士たちの命が...踏みつけにされたんだ。
Empress Florina... Hang tight! It's almost over!,フロリーナ陛下、あと少しの辛抱です！今お助けしますからね！
Florina...\| I have failed.,フロリーナ様...\|どうやらしくじったようです。
General... just let it end now...\| Turn yourself in to these people... There's no more reason to fight...,将軍...もうおやめなさい...\|この人たちに投降するのです...もはや戦う理由などないはず...
"I will die this day, Imperials. But I will live on in the hearts of those who have been betrayed, who walk this life a stranger in their own lands.",いいえ陛下、私はどのみち今日死にます。しかし、それでもなお裏切られた人々の中で生き続けるでしょう...この国の虐げられている人たちの心の中に。
"You, Imperials, have forgotten us. Those who bled for you, and those who now toil for you. But the people are beginning to see!\! And when you have finally pushed too hard, and plunged my homeland into chaos, those who survive will remember you as traitors.",帝国軍よ、お前たちは民を忘れた。国のために日々汗を流し、苦しんでいる者たちのことを。だが、民衆たちもだんだんと目覚め始めている！\!そして、帝国軍が力を濫用し国を崩壊に陥れた時、歴史はお前たちを裏切り者として記録するだろう！
What are you doing?!\! .....NO!!!!,何をするつもり！？\!やめなさい！！
"Holy Donar, take me...",ドナーよ、我が身を迎えたまえ...
All this... for what...,一体...何がやりたかったんだ...
He admitted defeat and died with honor. It is the only way an old warrior like him could go.,敗北を認め、名誉ある死を求めたってところか。まあ、それが老将としての面子を守る唯一の方法だったんだろう。
"No, this is different. There is a chill in my bones.",いいや、違うな。なんとなくだが、勘でわかる。
All this sentiment over a relic of the past? It escapes me...,そう感じるのは、そやつの死を見て感傷的になっているからだ。くだらぬ...
Zelos...\| What's going on...,ゼロス...\|一体何が起きてるんだ...？
"Stay calm, \n[8]...",落ち着け、\n[8]...
"\n[8], Zelos. I must congratulate you on your victory. Your key role in dispatching of the rebel Antares is noted, and for that you have earned our gratitude.",\n[8]にゼロス。このたびは見事な勝利、おめでとう。反逆者アンタレスの討伐に重要な役割を果たしてくれたこと、改めてここに感謝しよう。
"That gratitude will serve you well in what's coming for you. On the behalf of the Empire of Veridia, you are hereby guilty of high treason and conspiracy to murder the Empress.\! Yes, we've heard of your plans for treachery, \n[8], and so too will all the world.",その功績は、じきに大きく報われることだろう。だが、これより君たちは、反逆罪および女帝殺害未遂の国家転覆容疑で有罪となる。\!\n[8]よ、我々は今、君の謀反の計画を聞いた。そして、この知らせはじきに世界を駆け巡るだろう。
That's not at all what...,ちょっと待って、それはどういう...
...Is this some kind of joke?!,...一体何の冗談なんです！？
"Troops, you may fire when ready. Numbing poison, they are to be kept alive.",お前たち、準備ができたら撃つがよい。強力なしびれ薬が塗ってある。ここで殺してはならんからな。
"AAUUGGHH!! \n[8]!! What have you traitors done?! Face me, you cowards! Come to meet your deaths!",うおおおおお、\n[8]！！何をしやがる、この裏切り者！！正々堂々と勝負しろ！この手で直々に葬ってくれる！
"Imbeciles... we discussed this! Don't cross blades with that one - shoot him, now!!",馬鹿どもが...手筈通りにやれと言っただろうに！そやつを剣を交えるな。矢を撃つのだ！！
Ugghhh....\|\| Is that all you've got?!,うがああああ....\|\|こんなもんか、雑魚ども！？
Casamir...\| W-What's going on?,カサミール...\|一体何が起きてるの？
"My Empress... it is a relief we were able to uncover \n[8]'s plot. Rest assured, the traitors will be dealt with. ...Is something else the matter?",陛下...たった今\n[8]の卑劣な陰謀を阻止しました。裏切り者は早々に処罰致しますので、どうかご安心ください。
"...but, why would...",でも、どうして...
"It shocked me as well. But a head of state naturally has many enemies, it is the way of politics in this age.\! Now then, let us return to the capital and put all this nonsense behind us, hmm? After you.",私も大いに驚きました。今の世は国内に敵が多いのです。悲しいかな、それがこの混迷極まる帝国の政治情勢なのですよ。\!ではこれより都に戻り、この馬鹿げた騒動を終わらせましょう。さあ陛下、どうぞお先に。
A-Alright....,え、ええ....
"Florina, assigned as a child the privilege to sit on the Imperial throne...\| because of a blood relation that barely qualifies as legitimate.\! The high seat above all the world. Does someone like you even appreciate the power that it emanates?\! Some day, this land will have a leader that gives it the reverence it deserves...\! As you breathe your dying breaths, take solace in knowing I will take great care of all the people of this land.",フロリーナ、お前は玉座に座る特権を持ってこの世に生まれた...\|継承順位の高い血筋というだけの理由でな。\!あの高き椅子からは、世のすべてが見渡せる。だが、お前ごときにその力の持つ意味など到底わかるまい。\!まもなく、この地に民の崇敬を得る偉大な指導者が現れるだろう...\!お前は今ここに死にゆくが、安心するがいい。この国の民の将来は、この私がしっかりと導くのだからな...
