ENGLISH,JAPANESE
Seems like a trap...,おい、罠か何かじゃねえだろうな...
"Better keep your eyes open, then, and blink us out if things go sideways.\! We need the book...",そうかもしれない。まあ、危なくなったら脇によけてくれ。\!どのみち確かめなくてはならないのだから...
...\| By the heavens...,...\|これは一体...
Isn't that...\| that crazy mage who gave us such trouble before?!,こいつ...\|昔俺たちの前で大暴れした、イカれた魔女じゃねえのか！？
"Yes...\! And apparently, one of the Nephilim...",ああ...\!そしてどうやらネフィリムでもあるようだ...
...Am I dead?,...私、死んだの？
Just about.\! But you'll be fine.,いや、ギリギリで助かったようだ。\!もう大丈夫なはず。
"Splendid...\| looks like those imperial goons couldn't get the best of me, after all.\! I do suppose I owe you a thank you, mmm?",ああ、良かった...\|じゃあ帝国の悪党どもは、この私を仕留められなかったようね。\!えーっと、とりあえずあなたたちにはお礼を言うべきなのかしらね？
"How about an apology?\! You know, for stealing our property.",まずは謝罪から入ったらどうだ？\!こちら側の財産を盗んだだろう？
"Oh, that belonged to you?\! Goodness, had I known I was dealing with such lovely specimens, I would've just asked nicely instead.\! Name's Beatrix Pendergast.",へぇ、あれってあんたたちのものなわけ？\!こんなご立派な人たちが持ってるものなら、丁寧に尋ねれば良かったかもしれないわね。\!私の名前はベアトリクス・ペンダーガストよ。
"...Pendergast?\! As in, Edmund Pendergast?",...ペンダーガスト？\!ということはまさか、あの大富豪エドモンド・ペンダーガストの？
"That's the one, darling.\! Edmund's little princess.",ご名答、\!エドモンド家のご令嬢ってわけ。
Interesting. I wonder what someone from such a family would be doing out here?,なるほど。だが、そんな裕福な名家の娘が、こんなところで何を？
"Beatrix...\| you must come with us.\! You are one of the ancient Avatars of Donar, reborn into our world.",ベアトリクス...\|一緒に来なさい。\!あなたもまたドナーの古の化身であり、肉体を持ってこの世にやってきたのだ。
Wait just a minute...\| how did you...,あれえ、ちょっと待った...\|あなたどうして...
"Ah ha!\! Of course, you pulled me from the brink.\! Signature move of Donar himself.\! Well, well, fancy meeting you here, a thousand years later.",ああ、なるほど！\!あなたが助けてくれたのね。\!そんな力を持ってるのは、ドナーその人しかいないもの。\!ならお互いに化身として、千年ぶりの再会っていうことになるのかしらね？
"And you, the gigantic paladin. Inheritor of Galzus's legacy, no doubt.\! Eat any good books lately?",あと、そこの大きなパラディンさん。間違いなくガルザスの化身ね。\!最近いい本は見つけたかしら？
"Beatrix, the Nephilim are destined to reunite and fight Zanatus in the final battle.\! It is written in the prophecy, which has thus far come true.",ベアトリクスよ、ネフィリムたちは再会し、終末の決戦でザナトゥスと戦う運命にあるのだ。\!少なくとも預言にはそう書かれており、こうして今実現しつつある。
"Yes, that is the ""prophecy"" as they say, isn't it.",その「預言」が正しいなら、そうなんでしょうね。
"If you don't like prophecies, take a look, all but one Nephilim Avatar is standing in this room.\! We have much to discuss - let's head back to Embor.",預言を疑うなら、今ネフィリムがこの部屋に集っている事実をどう解釈する？\!まあいい、話し合うべきことはたくさんある。まずはエンボーに戻ろう。
"Oh, really?\! And just why should Beatrix Pendergast comply with the likes of you, hmm?",ええ、なんですって？\!このベアトリクス・ペンダーガストが、どうしてあんたみたいなやつの言うことを聞かなきゃいけないわけ？
"I have an army, and you owe me one.",こちらには軍があり、そちらには貸しがある。
"You know... I always did love it in Embor.\! What with the year-round, bone-chilling winter, the endless, featureless fields... the bland, lard-based cuisine...\| yes, what a lovely destination.\! After you!",ああ...あの辺鄙なエンボーねえ。\!年中骨が凍るような寒さ、見渡す限りの地味な畑、豚の脂でギトギトのスープ...\|でも、いいわ。\!今回だけはついてってあげる！
