ENGLISH,JAPANESE
"\c[1]Isanter Palace, headquarters of the Western Army\c[0]",\c[1]イサンテル宮殿、会議室\c[0]
"That predictable oaf, Terenor...\! like a child playing with a cannon, the man deserves not the power he wields.",間抜けなテレノールは、予想通りの動きを見せたな...\!まるで銃で遊ぶ子供だ。持つに値しない力を持っている男だよ。
It should be a simple matter to overcome an oaf.,そこまで愚かな相手なら、倒すことにさほどの困難はないのでは？
"Would that I could wish it true, Diana.\! Harold, what are we looking at?",それがそうもいかないのだよ、ダイアナ。\!ハロルド、数を言ってくれ。
"Sixty-thousand men, against our own twenty-thousand, my lord.\! An unknown amount of gun and cannon divisions from the Imperial Army will be backing Terenor as well.\! Our 1st Heavy Cavalry has finally mobilized at Fort Findorian, giving us some breathing room.",は、六万であります。対する自軍は二万に過ぎませぬ。\!さらに、帝国軍の銃兵および砲兵がテレノールの援護に加わるようで。\!ただ、我が軍も第一騎兵隊をフィンドリアン砦に動員しており、多少戦力に厚みは出ております。
And we have the Temple warriors on our side...,さらに、こちらには神殿の兵士たちもいる...
"As long as we control the river, let the Eastern Army come.\! We will destroy bridge after bridge until their supplies run dry.",川を抑えているなら、そこに誘えば良いでしょう。\!それから橋を次々と破壊し、敵の物資を枯渇させるのです。
Make them starve for going on the offensive.\| Terenor might just be dull-witted enough for that to work...,あえて攻撃を誘い、敵を飢えさせる、か。\|テレノール相手なら、この作戦も通用するかもしれんな...
You have learned nothing since the Succession War.,あなたは継承戦争から何も学んでいないようですね、閣下。
Who is this disrespectful child?!\! You will address this council properly!,この無礼な若造は誰だ！？\!会議に邪魔者を入れるとは、何たることか！
"\n[8], was it?\! This is the one who was key in recapturing Trucea.",\n[8]、と言ったな？\!この者はトルセアの奪還で大いに仕事をしてくれた。
\n[8]...,\n[8]...
"The enemy has more men and material. You cannot hope to win a war of attrition.\! But their army is retreating and regrouping since their loss at Trucea.\! The time to strike is now while they are off balance. If not now, then never.\! If they were to lose Fort Eureeka, it would be a painful effort for them to continue offensive operations.",敵は兵力でも物量でも勝っています。消耗戦で勝つことは期待できません。\!しかし、トルセアでの敗北以降、敵軍は後退し、再編成を図っています。\!敵の準備が整っていない今こそ、攻撃のチャンスでしょう。もう二度と来ない程の好機です。\!エウレカ砦を奪えば、敵が攻勢を継続するのは俄然困難になるはず。
You can't expect me to just commit my soldiers to this...,すまないが、我が兵をお前の言いなりにさせることはできんな...
"Duke Lothair, we have reason to trust in \n[8]'s judgement.\! ...\| I will accept personal responsibility if \n[8]'s plan fails.",ロザイア公爵、我々が\n[8]を信頼するのは、築き上げた実績があってのことですよ。\!...\|\n[8]の戦略が失敗した暁には、私が全責任を負っても構いません。
"If this adventure is a failure, your ""personal responsibility"" will mean very little to us when the enemy has removed all of our heads.",ダイアナ殿...その作戦が失敗し、敵に全滅させられたら、あなたの言う「責任を負う」などという言葉はまるで意味をなさないのだよ。
"...\| If we can shock Terenor with a dramatic move, he may lose his enthusiasm for war.\! This land does not need another generation lost.",...\|だが、劇的な勝利でテレノールを動揺させれば、やつは戦意を喪失するかもしれぬ。\!この土地で、再び民が苦難を強いられることがあってはならない。
"\n[8], we will support you how we can. Donar be with us.",\n[8]よ、お前の提案にこちらも協力するとしよう。
I can't guarantee anything.\! But a small chance is better than no chance.,私とて、勝利の保証はできません。\!しかし、僅かな勝率に賭ける方が、ゼロよりはマシなんです。
"I sincerely hope you know what you're doing, Diana...",ダイアナよ、これから自分が行うことの重み、お前自身がよくわかっているといいのだがな...
I do not presume to know.\! All that matters is that I believe.,一応はわかってはいるつもりです。\!が、それ以上に大切なのは、己の信念に従うことです。
