ENGLISH,JAPANESE
"Greetings, Diana.\! There is an important matter we must discuss.",ごきげんよう、ダイアナ。\!少し話し合したいことがあってな。
Is there now?,話したいこと？
Yes.\! I wish to take you as my wife.,そうだ。\!あなたを妻として迎えたい。
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!",ええっと、その...\|気持ちはうれしいが...\!ちょっと落ち着いてくれないか！そんな重大な人生の決定を安易に下すことなどできない！
Is this not a suitable arrangement for you?,では、断るのか？
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...",そうじゃない。\!我々はまだ知り合ったばかりで、お互いのことすら良く知らない。\!だから、少し早すぎると言っている。いや、少しと言うよりかなりだ...
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.",私はもう若くないのだよ、ダイアナ。\!自分の気持ちはよくわかっている。\!あなたは...\|栄光、力、そして美の化身だ。\!私はただあなたと一緒にいて、人生が終わる日まで、その美を称えたいのだ。\!もちろん、他の男たちも同じことを望んでいるだろう。だが、私こそがあなたの伴侶にふさわしいものと信じている。
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.",実のところ、私のような女には、特定のタイプの男しか寄り付かないのだ。\!そしてほとんどの場合、私を黄金の台座に乗せて崇拝し、手足のように仕えたいのだと言い出す。
"Is this what you desire, Diana?",それがあなたの望みなのか、ダイアナ？
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.",ああ、ジャロミール...それは違うと言いたいのだ。\!断じて違う！それに、あなたはそんな器の男ではない。
"Ah. I may not be young anymore, but I am still able to play the fool.",ああ、私はもう若くないが、若い心は持っている。
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.",私は古き良き時代の男だ。\!そしてあなたは、古き良き時代の女だ。\!あなたの気高い魂が、支えなしで生きていく様を見るのは耐えられない。\!ゆえに私は、あなたと1つになりたいのだ。
"...That is much better.\! Jaromir, let us see if we can grow into that future together.",...それは確かにいいことだ。\!では、共にその未来に向かって成長できるか、見てみよう。
