ENGLISH,JAPANESE
"Oh, hi there, Abigayle.\! I was just passing through...",やあ、アビゲイル。\!ちょっとここを通りがかったところだったんだが...
"Of course, \n[8]!\! You didn't want to talk to me?\! Okay, well, take care...",あら、\n[8]！\!ええっと、私とお話するのは嫌かしら？\!まあ、いいわ。それじゃあまた...
Sorry to bother you.\! ...See you around.,あ、ああ、ごめんよ。\!...それじゃ。
Is there something...,ええっと...
"Oh, sorry.\! I...\| Okay, let me start over.\! ...Hi Abigayle. I just wanted to check up on you.\! The battlefield is pretty rough at times...",ああ、すまない。\!そうだな...\|す、少し話をしようじゃないか\!...アビゲイル。少し聞きたかったことがあってね。\!戦場は君のような人には負担が大きいんじゃないかと...
"Oh, that is sweet of you.\! It can be frightening... but it is my duty.\! Do not worry about me, dear \n[8].",まあ、優しいのね。\!確かに怖いけど...でも、それが使命だもの。\!だから、私の心配はしなくても大丈夫よ、\n[8]。
"Yeah...\| That's the thing.\! I do worry about you.\! Even if it's not necessary.\! When I see you out there, I...",そうか...\|でも、まさにそれなんだ。\!君のことが心配で。\!それが君の言うように、不必要なことだったとしてもね。\!君が戦場に出ているのを見ると...
"...Yes, dear \n[8]?",...どうしての、\n[8]？
I want to protect you.,守ってあげたくなるんだ。
Does that not just make you a responsible leader?,それはリーダーの責任感からそう感じるわけ？
"No, no, not like that.\! It's you, Abigayle.\! It's you specifically who I want to protect...",いいや、違う。\!君は特別なんだ、アビゲイル。\!君だけは...守ってあげたくなるんだ...
"Oh...\| Oh my stars.\! Why me, dear \n[8]?",あら...\|それはびっくりだわ。\!どうして私なの、\n[8]？
I don't know.\! I've felt that way since the first moment I met you.\! To be perfectly honest... my heart skipped a beat.\! I seem to remember it being really obvious on my face...,わからない。\!ただ、初めて出会った瞬間からそう感じていたんだ。\!正直なところあの時...心臓の高鳴りが止まらなくて。\!顔が赤くなってしまったのを覚えてるよ...
"I-It is actually me who was embarassed to meet you, \n[8]...\| I felt my face turned the darkest shade of red...\| how foolish of me to lose my composure like that.",ああ、実は私もあの時、なぜが気恥ずかしい気持ちになっていたのよ、\n[8]...\|頬がみるみる赤くなっていくのを感じてね...\|あんな風に落ち着きをなくした自分が、馬鹿みたいに感じたわ。
...You didn't notice me blushing?,...その時、私の赤ら顔には気づかなかったのかい？
"Nor did you notice me, dear \n[8]...",あなたの方こそどうだったの、\n[8]...？
"Abi... I haven't been able to get you out of my mind, since the first moment I met you.",アビ...初めて会った瞬間から、ずっと君のことが頭から離れないんだ。
I feel the very same about you...\| Oh my stars... You are a dream come true!,私も同じよ...\|ああ...今日はなんだかまるで、夢が叶ったみたいだわ！
