ENGLISH,JAPANESE
Hello there. To what do I owe your visit?\! Usually I have to come to you.,あら、一体何のご用でしょう？\!いつもは私が訪ねる方なのに。
"It is difficult to achieve a connection with the others.\! I can strike and strike again with the flint, but the spark never fires.",仲間たちと関係を築くのは、実に難しいことだ。\!火打石のように何度も叩いてみたのだが、どうも火花が散ってくれなくてね。
"Yeah, it happens. Guess I try and meet everyone where they are.\! So do you, you just have this ice-cold reputation to protect, or something.",そうですか。では、私から皆に話しておかなくては。\!それで、あなたはいつになったら「氷のように冷たい男」という評判を変えるんですか？
Seems I'm no longer mysterious to you.,はっはっ、どうやら私も謎の男ではなくなったようだな。
...You are always going to be a mystery to me.,...いいえ、今でもあなたは大いなる謎ですよ。
"Charmed.\! \n[8], if you would indulge me for a moment...\! What have you noticed from the populations we have liberated?\! Resistance? Acquiescence?",そう言ってもらえるとうれしいな。\!それで\n[8]よ、少し聞きたいのだが...\!我々がこれまで解放した人々について、何を感じた？\!抵抗か？それとも黙認か？
"Hmmm, I have not given it enough thought.\! Ever since my return, my entire focus has been on defeating the enemy on the battlefield.\! ...This is why I have people like you around me.\! What have you observed?",うーん、正直何か強い印象を感じたことはなかったですね。\!この世界に戻ってきてからは、戦場で敵を倒すことに集中しています。\!...だからこそ、あなたのような人がいるんです。\!それで、あなたはどう思うんですか？
The purpose of this exercise is to extract your instinctual reaction.,この質問の目的は、君の深層心理を抽出することだ。
"Fine, fine.\! They feel grateful.\! Not all of them, but I do think the ""return of Donar"" has had a great effect on the people.\! I have to perpetuate the fairy tale in order to win their support.\! But, it seems that as of now, we have it.",ああ、わかりました。\!じゃあ、「人々はきっと感謝している」とでも言えばいいんですね。\!全員ではないでしょうが、「ドナーの帰還」が民衆に影響を与えたのは間違いないと思います。\!彼らの支持を得るためにも、例の神話は継続させなければなりません。\!そして、今のところはうまくできているようです。
"Indeed, we have liberated those who wish to be freed from the grip of those who worship Zanatus and condemn Donar.\! But, you mustn't forget. So many of them committed themselves to Zanatus on their own accord.\! From my observation, we, and the people who look to us for liberation, may well be outnumbered by those who see us as conquerers.\! The struggle will not end when we have defeated the last foe in combat,\! but when we have healed the deep wounds in the heart and soul of our people.",そうだ。実際我々は、ザナトゥスの崇拝者から逃れたい人々を解放した。\!だが、忘れてはいけないことがある。それは、民衆の多くが自発的にザナトゥス教団に加わっていたことだ。\!私の見る限り、解放を期待する者よりも、こちらを征服者と見なして敵意を抱く者の方が多いかもしれない。\!ゆえにこの戦いが本当の意味で終わるのは、最後の敵を倒した時ではない。\!人々の心と魂の深い傷を癒した時なのだよ。
"And this is why I need you.\! Lysander, please never leave my side.\! You are my right arm, perhaps even my left.",ええ、だからこそあなたが必要なんです。\!ライサンダー、どうか私の傍を離れないで。\!あなたは私の右腕...いえ両腕と言っていいくらいの存在なのですから。
\n[8]...\| Forgive me.,\n[8]...\|すまない。
"Oh, great.\! You're going to leave my side.\! Sorry... for what?",そんな...\!では、私の元を離れるんですね。\!すまないって...どういうことです？
For never expressing to you that your...\| Your beauty is...\| Quite captivating.,今までずっと黙っていたが...\|君の美しさは...\|とても言葉では言い表せないものだ。
"Oh... well... You are forgiven!\! A bit outside of your usual ponderings, eh?",ああ、もう...恥ずかしいです！\!でも、あなたがそんなこと言うなんて、意外ですね。
"Is it, though?\! The pursuit of beauty is a high calling.\! Without it, what we see are lifeless, soulless designs.\! Without pursuing it, why not would we then forget the value of love?\! Beauty reminds us that while our bodies occupy this world, our soul seeks to grow beyond it, into the divine.",そうか？\!美の追求は、人の魂に組み込まれた衝動だと思うが。\!それがなければ、世にあるものはすべて、生命の躍動を欠いたものになってしまう。\!そうなると、「愛」もその価値を失ってしまうのではないだろうか？\!美は肉体がこの世にいる間、己の魂を成長させなければならぬことを思い出させてくれる。
"...You are quite eloquent, my friend.",...まあ、今日はなんだかよくしゃべるんですね。
"Please, do not refer to me as your friend.\! For I cannot bear that title any longer.\! \n[8], walk with me in this life.\! Be my companion, not just my ally.",なぜなら、本気だからだ。\!もう...隠したくない。\!\n[8]、これから私と共に人生を歩んでおくれ。\!単なる仲間ではない、生涯の伴侶として。
"Lysander...\| You need not give so much of your mind to win me over.\! If I am to walk this life with you,\| give me your heart as well.",ライサンダー...\|そんなにかしこまらなくても、そうするつもりですよ。\!でもね、あなたと人生を歩むというのなら、\|その心もください。
"That may be difficult for me to express...\! But you must know that nothing in this life could pull my heart away from you.\! Know that I yearn for you, always.",それは私が苦手とするところであるが...\!この心が君から離れることは永遠にない。それだけは断言してもいいだろう。\!これまでも、そしてこれからも、君のいない世界なんて考えられない。
"Okay, I think I can do that...",なら、これは永遠の愛ということですね...
