ENGLISH,JAPANESE
"\c[1]20 years ago, Imperial Army Barracks\c[0]",\c[1]20年前、帝国軍兵舎\c[0]
"Sergeant Barnabas, we've got another one. Get your men organized and ready to deploy in two hours.",バルナバス軍曹、また一仕事入ったぞ。部隊を招集し、2時間以内に出撃の準備をせよ。
"Right, another Donari Temple?",またドナー神殿ですかい？
"...Do you have a problem with that, Sergeant?",...何か問題でもあるのかな、軍曹？
"No, sir. The Army is being put to good use, sir.",滅相もない。ただ、軍が良く使われているなあ、とだけ。
"...Yes, I'm sure you think so.",...うむ、そう思うのも一理はある。
And try to clean the uniforms up a bit before your men shut that place down. The war's over. The public has eyes on everything we do.,あと、お前の部下が兵舎を出る前に、軍服を少し洗っておけ。戦争は公には終わっている。そして、民衆の目が我々の一挙手一投足に注がれているのだ。
"With what resources, sir? We barely got enough coin to keep our boys from choppin' my head off in a mutiny as is. You tellin' me we're to worry about spit 'n polish now too?",洗えって、何で洗うんですかい？こっちには、部下を辛うじてなだめるだけのはした金しかないんですぜ。なのに、格好まで完璧にしろだなんて。
"Just find a way, Sergeant. Put down that paperwork and do it your damn self if you have to.\! We're all on tight budgets. Don't think my superiors haven't kicked me around lately. As you were.",そこは自分で何とかするのだ、軍曹。書をしたため、どこぞから資金を調達すればいい。\!財政が苦しいのは皆同じだ。忘れるな、上官に無理を強いられているのは、この私とて同じこと。ちょうど今のお前のようにな。
"I can do it, sir...",兵士様、服をきれいに致します...
"...Whoa there, small fry! Who let ya in here?",...わあ、どうして子供がここに！誰が入れたってんだ？
"...Um, I'm sorry. I'll leave.",...ああ、ごめんなさい。出ていきます。
"Hey, don't sweat it, kid! Get on home now, your folks are probably worried sick.",おいおい、そんな謝るこたあねえ！ただ、今すぐ家に帰るんだ。家族が心配してるはずだぜ。
Damn...\| thought so. Was hopin' you had a home to go to.,ああ...\|思った通りだぜ。お前、身無し子だな。
"Please let me clean your uniforms, sir...",どうか、服をきれいにさせてください...
"I ain't got nothin' to pay ya, kiddo. It ain't worth spendin' the energy.",すまねえが、払う銭がねえんだ。だから、そんなことしたってしょうがねえぜ。
It's okay...\| please sir...,お代はいりません...\|さあ、兵士様...
There's supplies in the basement. Maybe the shields could have a bit more shine to 'em.,この地下に物資がある。そこにある盾を磨けば、もう少しきれいになるかもな。
...Looks like I lost my appetite too. Guess someone'll have to take my lunch so it don't go bad. It's nothin' special but it fills ya up...,...ところで俺は今日、ちょいと食欲がない。ほっといても腐っちまうし...大した量じゃねえが、お前さん食べてくれねえか...
