ENGLISH,JAPANESE
"It is like a game of chess.\! You will command groups of soldiers known as ""Squads"", and each squad will have a leader.",まあ、戦ってのはチェスみたいなもんさ。\!お前は「部隊」と呼ばれる小集団を率いる。それぞれの部隊には1人のリーダーがいるんだ。
"You appear as blue, and the enemy team appears in red.",そして自軍は青、敵軍は赤で表示される。
"Time to engage in combat!\! First, you must move your squad next to me.\! Select your squad, then select the tile next to my squad on the map to move.",それじゃあ早速、剣を交えてみるとしようや！\!まずは部隊を俺の隣りまで動かすところから始めよう。\!自分の部隊を選択してから俺の隣りのマスを選択し、マップを移動してみてくれ。
"Right. Now, it's time to attack.\! Choose the attack option, then target me.\! Careful, defenders will counter attack if they can!",オーケー、それじゃあ攻撃だ。\!オプションを選んでから、俺を狙ってみろ。\!その時、防御側も反撃してくることを忘れずにな！
This isn't exactly fair...,訓練とはいえ、あまり気は進まないな...
"I am one soldier with one sword.\! You're going to command a whole army some day - you must think of yourself as a leader, and your followers are your sword and shield.\! First things first, show me what you've got!",俺は一介の兵士に過ぎない。\!だが、お前はいつの日か全軍を指揮することになる。だから、自分がリーダーであることを自覚し、部下は自分の手足とみなせ。\!さあ、お前の力を見せてみろ！
Not bad.\! Now let's raise the stakes.,なかなかだな。\!それじゃあ、ちょっとレベルを上げるぜ。
"You're now leading a squad with a good balance of troop types.\! You've got heavily-armored troops in front, or ""Heavy Infantry.""\! Always rely on Heavy Infantry to serve as the backbone of your army, not only to protect weaker allies, but to rush down and attack.\! Your squad also has 3 ""Archers"".\! These long-range troops are not as sturdy, but can attack from a distance, avoiding counter-attack.",お前はこれから、バランスの取れた1つの部隊を率いる。\!これは、いわゆる「重装歩兵」が前衛にいる陣形だ。\!重装歩兵は脆いユニットを守るだけでなく、敵に切り込む役も務める。まさにチームの大黒柱だ。\!そして、後衛には3人の弓兵が配置されている。\!遠距離攻撃ができる兵士は装甲こそ低いものの、反撃を受けずに遠くからダメージを与えることができるぞ。
"Your turn is up for now.\! Access the menu, and ""End Turn"" to proceed.",さて、ここでターン終了だ。\!メニューを呼び出し、「ターン終了」を選択してくれ。
"Now you're ready.\! Attack me, and try to take me down!",さて、もういいだろう。\!俺を攻撃し、その手で倒してみろ！
"Nothin' to it. There's a great deal more to learn.\! But for now, you should be able to lead our forces against Antares.\! As we progress, tutorials will pop up, and you'll be able to access them whenever you want.",やるじゃないか。まあ、学ぶことはまだまだありそうだがな。\!でも、アンタレスを打ち破るだけの実力はあるはずだぜ。\!ゲームが進行すると、チュートリアルを呼び出してシステムを学び直すことができる。攻略に困った時は活用してみるといい。
