ENGLISH,JAPANESE
"Still alive, huh?",お、まだ生きてんのか？
"Hey, scumbag, I'm talkin' to you!",おい、なんか言えや。お前に聞いてんだよ！
"Have it your way, traitor.\! You keep not talkin' and I'll keep pummellin' ya.",ハッ、祖国を裏切ったゴミクズが。\!そうやって黙り続けるなら、こっちも殴り続けてやるぜ。
"Heh heh.\! Y'know, I'm just doin me job.\! If you starve to death down here, it don't matter much to me.\! Sleep tight, prisoner.",アッハッハ...\!いやあ、すまねえなあ。これも仕事なんでね。悪く思うなよ。\!まあ、このまま死んでも、俺にゃ何の関係もねえけどな。\!それじゃあばよ、囚人君！
What the...\| You can't come down here!,誰だおま...\|ここは立ち入り禁止だぞ！
Barbaric.\! How long have they let you languish in here?!,野蛮なものだな。\!一体どのくらいの間、拷問されていたのだ！？
"Do not worry, my boy.\! I know what they did to you.\! We won't let them get away with it.",だが、それももう終わりだ。\!やつらがお前にしたことは、よくわかっている。\!この蛮行への報いは、後で必ず下してやろう。
Who are you?,お前は誰だ？
"Edmund Pendergast, financier!\! I hope you've heard the name?",投資家のエドモンド・ペンダーガストだ。\!この名に聞き覚えはないかな？
"Yeah, you've got some money, they say.\! So what do I matter to a man like you?",ああ、大層な富豪だって聞いたことはあるぜ。\!だが、そんな男がこの俺に一体何の用だ？
"Just know that I am a friend, and frankly, you could use one right now.\! You'll know what you need to know in time.\! You two, get him out of those chains.",ただ、お前の友であることを告げに来ただけだ。今すぐここから助け出してくれよう。\!あと、お前には知るべきことがある...まあ、それはじきにわかることだ。\!ではお前たち、鎖を切りなさい。
