ENGLISH,JAPANESE
"Diana, can you tell me about the original Nephilim?",ダイアナ、初代のネフィリムについて、何か知っていることはあるか？
"Eager to learn, aren't you?\! The Temple has its stance on the Nephilim, regardless of multiple interpretations.",勉強熱心なのだな。いいことだ。\!その辺りは神殿の中でも異なる説があるが、ネフィリムに対する基本的なスタンスは同じだ。
This is your stance as well?,つまり？
"The Saints Donar, Galzus, Cyrene, Ishtar, and Landis are the founders of our faith.\! Donar, as we interpret, was the physical embodiment of his divine power in Tahnra. The moment the man we know as Donar arrived in our world, we believe Donar through flesh and blood became one with us mortal beings, and made us Donari.\! Galzus was a warrior who relied upon his strength and ferocity.\! You find similar traits in the others - Landis's guile, Cyrene's kindness, and Ishtar's devotion.\! Each of the five Nephilim are represented by one of the five virtues of the Temple, and five elements of our Universe.\! Donar of the Light, Galzus of fire, Cyrene of water, Landis of wind, and Ishtar of earth.\! These are the pillars of virtue that are used to judge the quality of our devotees.\! Some choose to walk the path of all Saints, others will favor one in particular.",共通の見解としては、聖ドナー、ガルザス、サイレイン、イシュタル、ランディスがドナー教団の創設者であること。\!そしてドナーは、ターンラの神聖なる力が具現化した存在だったということ。そして、ドナーの名で知られている男がこの世界に降臨した瞬間、彼はその肉と血を通じて、我々人類と一体化したということだ。\!ガルザスは戦士の特質を持ち、力と勇気を司る。\!また、他の者にも同様の言い伝えがある。例えば、「機転のランディス」、「慈愛のサイレイン」、「献身のイシュタル」などがそうだ。\!5体のネフィリムはそれぞれ、神殿が掲げる5つの徳を象徴しており、また、宇宙の5大要素の表象でもあるとしている。\!すなわち、光のドナー、火のガルザス、水のサイレイン、風のランディス、そして地のイシュタルだ。\!そうした要素は、信者の性質を判断するために用いられる基準でもある。\!すべてのネフェリムに親しみを感じる者もいれば、その中の1人に強い愛着を覚える者もいる。
Aha...\| So can I guess that Galzus is your favorite Saint?,ああ、なるほど...\|なら、言うまでもなくあなたの場合はガルザスだろう？
He is told as the most fearless and fearsome being who ever lived...\! I can only hope to emulate his story.,彼は恐れというものを知らない、歴史上最も勇敢な人物だったと伝えられる...\!無論、私が望むのも彼のような道だ。
"Well, does such a being exist to match you in battle?",それは心配ないだろう。戦場であなたに対抗できる者なんて、誰一人いやしない。
"An opponent may not be one's downfall.\! It could be one's own pride, or something unforeseen.\! This is a dangerous world, \n[8]...",敗北の種となるのは敵ばかりではない。\!時としてそれは驕りだったり、予想もつかない出来事だったりする。\!今が危険に満ちた時代であることを忘れるな、\n[8]...
"Yeah... I guess so.\! Diana, I have to tell you. So often, I think you should be in command of this army, not me.",もちろん、言いたいことはよくわかるよ。\!ダイアナ、最近よく思うことがある。全部隊の指揮を取るのは、私よりあなたが適任なのでは、と。
You humble me. But we are going into the unknown.\! I do not possess the knowledge or training to coordinate an army as you do... I prefer simply to feel the crunch of my enemies' skulls under my boot.,そんなことはない。このたびの戦は、まるでわからないことだらけだ。\!私は大規模な軍隊を指揮する教育を受けたことはないし、その知識もない...それに、前線に出て敵の頭を砕いている方が、性にも合っているしな。
...What a lovely picture you paint.,...そんなことをさらっと言えるあたり、頼もしいし、恐ろしくも感じるよ。
