ENGLISH,JAPANESE
My king. All is well. The Dargon dynasty is restored.,我が王よ、ごきげんいかが？ついにダーゴン王朝が蘇ったわね。
"I'll never get used to that...\| Especially from you, Narima.",正直、まだ慣れないな...\|特に君のその振る舞いがね、ナリマ。
"You must embrace your heritage.\! Our people are desperate for a return to the glory of old.\! Do not worry, we of the Scions of Dargon will not leave your side.",あなたは自分の立場を受け入れなければならないの。\!サユナーの民は、かつての黄金時代の復活を待ち望んでいるのよ。\!大丈夫よ、私たち「ダーゴンの末裔」は、あなたの側を決して離れたりしないわ。
"Thanks so much...\! But please, you've done so much of the work!\! All I did was be born!\! You should still refer to me as Jules.",ありがとう...\!でもね、君は今までいろいろとがんばってきただろ？\!それに引きかえ、僕はただ王家の血筋を引いてるというだけだ！\!だから、これからもジュールスと呼んでおくれよ。
"That is another matter...\! The name 'Jules' was given to you by Veridian aristocracy.\! It is not a proper name for a Sayunaari king.\! May I suggest Kasim, the name of your great grandfather, the first descendant of Dargon who was denied the crown.",それはどうかしらね...\!あなたの「ジュールス」という名は、ベリディア貴族の養父母に与えられたものよ。\!サユナーの王としてはふさわしくないわ。\!個人的には、戴冠を拒否されたダーゴンの最初の子孫で、あなたの曽祖父の名「カシム」をお勧めするわ。
King Kasim of Dargon...\| Well...\| Let me think about it!,ダーゴン朝の王カシム...\|うーん...\|ちょっと考えさせておくれ！
Have you considered acquiring a Queen to pass on your royal lineage?,ところで、王族の血統を引き継ぐために、妃を迎えることは考えているかしら？
"'Acquiring'? Haha, not yet...",「妃」？いいや、まだかな...
"I implore you to take a Sayunaari woman. A tender, pretty one.\! When we have time, you will find that Sayunaa is overflowing with them.",そのうち、あなたに合ったサユナー人の女性を迎えるべきだと思うわ。しとやかで、美しい人をね。\!時間があれば、そんなサユナーの女性があなたの周りに溢れてくるはずよ。
"Oh, okay.\! Well... what about you?\! You're a Sayunaari woman, are you not?",ああ、なるほど。\!それで...君はどうなんだい？\!君もサユナー人だろう？
"My king...\| I am hardened by war. I could not provide a warm haven for you to rely upon as a man.\! Sayunaari men like you are traditional, and would be better served...",ああ...\|私は戦乱の中で生きてきた女よ。あなたのような男性に癒しとぬくもりをあげることなんてできないわ。\!サユナーの男は伝統的に、しとやかな妻を迎えるものよ...
"But I'm not like them at all, I love that you're tough and determined. Like a war goddess!\! But please don't think about that. Even with all you've been through, you never lost sight of your life's work.\! I have never admired one as much as I do you...\| You are Sayunaa's greatest hero!",でも、僕はそうじゃないよ。君のような意志の強いしっかり者は素敵だと思うけどな。そう、まるで戦の女神だ！\!だから、そんな風に考えないでくれ。君はいろいろなことを乗り越えてここにいる。でも、決して自分の使命を見失ったりしなかったじゃないか。\!正直、君ほど尊敬できる人には出会ったことがないよ...\|言わば君は、サユナーの救世主だ！
"You humble me...\| Jules...\| you face tremendous challenges.\! I will let you fall back into me for refuge, whenever you need. Forever and beyond, my king...",そこまで言われると恐縮だわ...\|ジュールス...\|あなたは今、とてつもなく大きな試練を目の前にしているの。\!だから私がいつでも、あなたの「家」になってあげるわ。そう、永遠にね...
