ENGLISH,JAPANESE
"\c[1]Ezrum, fortress city in Western Sayunaa\c[0]",\c[1]サユナー西部の要塞都市エズラム\c[0]
"Everyone is in place, right?",みんな、準備はできているか？
"Yes.\! Even so, we are taking a great risk coming here.",ああ、\!それでも大きなリスクは付きまとうだろうがな。
"Jules, Narima, I'm counting on you to coordinate the strike if needed.\! You know these lands better than anyone...",ジュールス、ナリマ、もしものことがあったら攻撃をうまく誘導してくれ。\!この土地を誰よりもよく知っているのは、君たちなのだから...
"We will be watching every moment, \n[8].\! Please, be careful.",大丈夫、すべてをしっかりと監視するわ、\n[8]。\!だから、気を付けてね。
"Jules, please wait.",ジュールス、ちょっと待ちなさい。
Yeah?,え？
"This is the homeland of our people.\! They will not look highly on you and I cooperating with Veridians.\! Please, do not put yourself in danger in this mission.",ここは私たちの故郷の地よ。\!でも、領民はまず歓迎してくれないはず。私たちはベリディア人に協力しているのだから。\!だから、ここではくれぐれも無謀な行動は慎むのよ。
"Wow, is it really that bad?",ええ、そんなにまずいのかい？
"You will just have to trust me.\! Call me for assistance for any reason.\! Come, let us get into position.",いざとなったら私を呼んで。\!いつでもあなたの元に駆けつけるわ。\!それじゃあ行きましょう。
