ENGLISH,JAPANESE
Lysander. I'm glad we finally get a chance to slow down and reflect.\! What do you think of the museum?,ライサンダー将軍、やっとゆっくり腰を落ち着けて話せますね。\!美術館の感想はどうですか？
"I never did care for modern art.\! Splashes of color here and there.\! 9th Century is more to my liking. There is beauty and virtue in depicting the real and the true, indeed as there is vice in distorting it, as 10th Century pretenders would do well to learn.",正直、現代芸術には興味ないな。\!ただ、無秩序に絵の具が飛び散っているだけだ。\!私の好みは9世紀の作風だ。現実と真実を描写することには美と徳があるが、今の人間はそれを歪めている。10世紀の芸術家気取りどもも、それに早く気づいてほしいものだ。
"Ah, yeah. I can see that.",ああ、なるほど。なんとなくわかります。
"And in regards to the beauty of our civilization itself, its architecture...\! It seems stripped away in the very same regard, making way for more... coldly utilitarian designs.\! It is as if those who drive culture today prefer to mock the pursuit of beauty, rather than embrace it.\! Why do you think that is?",そして、我々の文明そのものの美についてだが、建築については...\!私にはあまりにも味気なく感じるな。どことなく無機質で冷たく、実用的な設計が幅を利かせている。\!今日の文化人たちは、美を追求するよりも、むしろそれに反抗し、嘲けることを好むかようだ。\!だが、なぜだと思う？
Veridia has subjected itself to a lot more war than for most of the last millennium.,ベリディアは今、過去千年のどの時期よりも、多くの戦乱にさらされている。人心もまた乱れている、ということでしょうか。
"Yes... that is a part of it.\! But at least now, I take solace knowing that there still exists two connoisseurs of proper culture in the world.",まあ...それも要因の1つだろう。\!少なくとも今、世にまともな文化の愛好家が2人はいると知って安心したよ。
Was it really the Succession War?,継承戦争が...社会に悪徳をもたらしたんでしょうか？
"In my view, there has been a creeping, grinding cultural upheaval since the Aetherium Crisis ended.\! However, I do believe that the shock to the fabric of our society wrought by the Succession War exposed the festering wound for all to see.\! So, one may very well conclude that the Succession War was solely responsible for... this feeling.\! This intuitive feeling so many of us know, but are unable to properly convey.\! That something is not quite right.\! That purpose has been stripped away from our lives.",私が思うに、エセリウム危機が終結して以来、急激な文化的革命が迫っていた。\!それはしばらく隠れていたが、その後起きた継承戦争が帝国社会に衝撃をもたらし、それが化膿した傷口を衆目の前に露出させたのだろうと思っている。\!中には、継承戦争だけが問題の原因であると考える者もいる。\!ただ、多くの者がどことなくそう感じているが、それをはっきりと説明できないのだ。\!まあとにかく、今の世がひどく乱れているのは確かだ。\!そして、真面目なものや素朴な信仰が意図的に我々の生活から取り除かれようとしている。
...And how do we get it back?,...それで、どうしたら元に戻せると？
"Just as it did not decay overnight, it will not be restored quickly. Perhaps, not even in our lifetimes.\! But one thing we do know is that you are now the beacon of salvation for the Donari faithful.\! Broader purpose may have to come from you, for the time being.",文明の堕落は一夜にして起きたわけではない。そして、その逆もまた然りだ。我々が生きてる間は、難しいのかもしれんな。\!だが、少なくとも言えることは、君が今、ドナーを信じる者たちにとって、ある種の希望になっているということだ。\!だから、君が帝国のために背負っている使命というのは、君自身が思っているよりも大きいのかもしれんな。
"You expect a lot from me, friend.",そんな、買いかぶられても困りますね。
"If not you, then who?\! That avaricious snake, Casamir?\! Men like him cannot inspire, nor truly shape the future.",だが、君以外の誰にできると言うんだ？\!カサミールがこの国のために何かするとでも？\!ああいう男は自分の利益以外に興味を持たず、また遠い未来のことを気にかけたりもしない。
I cannot do it alone.,でも、1人ではとてもできませんよ。
"Continue to walk the path of righteousness, and you will always have me, and so many others, committed to your cause without reservation.",ただ、この国のために戦えばいい。その気持ちさえ持ち続ければ、私だけでなく、あらゆる人が君の周囲に集まり、その大義を支えてくれるはずだ。
Thank you...,わかりました。ありがとう...
