ENGLISH,JAPANESE
"Gotta say, Abigayle, you're a whole lotta courage in a small package.\! Takes a lot to keep spirits up these days I tell ya!",アビゲイル、お前さんは見かけによらず、小さな体にでっかい闘志を持ってんだな。\!この頃はきついことばかりだってのに、大したもんだ！
"Oh... thank you, my friend.\! Truthfully, I could not do so without the fellowship of all of you, and my dear brother.",そう言ってもらえると...うれしいわ。\!正直なところ、みんなや兄さんの励ましがなければ、とうに折れていたでしょうけどね。
"Heh, yeah.\| Say, you think all this prophecy stuff is gonna work?\! Not like we got anymore options...",支え合うのはお互い様さ。\|それで、お前さんはあの預言うんぬんの話は本物だと思うのかい？\!まあ、それ以外に道はないかもしれねえが...
"...\| It must, Stefan.\! As you say, there is no other way.\! We have followed Sister Diana this far. But it is not she who we follow, it is our divine mission.\! We carry the last torch of Donar's presence in this world...",...\|思うしかないわ。\!あなたの言うように、他に道はないのだから。\!私たちはここまで、ダイアナ様に付き従ってきたわ。でも、それはあの人というよりは、神の使命を信じて、それについていったのよ。\!私たちは、ドナーの火が宿る最後の松明を運んでいるのだから...
Yikes... well when you put it that way... heh.,まあ...神殿の人間ならそう考えるんだろうな...
Say...\| anyone ever told you you're a real catch?,ところでよ...\|お前さん、誰かに言い寄られたりすることはないのかい？
"I am sorry, I do not know what you mean, dear Stefan.",ええっと、ごめんなさい。何が言いたいのかわからないわ、ステファン
"A real catch!\! Y'know, fetching 'n all that.",男だよ！\!こんなかわいい娘、男どもは放っておかないだろう？
"...Oh my stars, Stefan...",...ああ、ステファン...
Yeeeeesss?,なんだ～い？
"You really are as shameless as they say!\! Well, dear Stefan...",あなたって評判通り、本当に恥知らずなのね！\!あのねステファン...
"Go ahead princess, you can tell me anything!",どうしたんだい？言いたいことははっきり言っておくれ！
"I...\|I am sorry, but I only like handsome, masculine men.\! Don't worry, I'm sure you will find a nice woman who will see you differently!",私...\|ごめんなさい、ハンサムでマッチョな人が好きなの。\!でも、大丈夫よ。あなたのことを想っている人だって、きっとどこかにいるはずだわ！
W-w-w-whaaaaaat?!\! But...\| but...\| but...,な、な、な、なんだってー！？\!でも...\|でも...\|でも...
"Well, I must be going, my friend.\! We have a tough battle ahead, I wish you luck!",それじゃあ私、用事があるから行かなくっちゃ。\!これから厳しい戦いに備えなくちゃいけないもの！
Only...\| like...\| handsome...\! Ghaaaaaahhh!!! Come back!,ハンサムな...\|男...\|ハンサムじゃ...\!うがあああああ！！おい、ちょっと待て～！！
