ENGLISH,JAPANESE
Chapter 8: Marooned,第8章:孤島の戦い
"Narima, you mentioned you were familiar with these lands.\! Looks pretty treacherous...",ナリマ、君はこの場所をよく知っているのだろう？\!ひどく危険な感じがするが...
"The winds were not kind to us, \n[8], for this is a very inhospitable place.\! There is little room to maneuver an army through the swamp, but the land on the other side of the mountains is clear.",ここは風がとても強いのよ、\n[8]。自然の脅威は他の土地の比じゃないわ。\!だから、沼を越えての進軍はかなりきついわね。でも、山の向こう側の土地は開けているわ。
...\| We can't let the Tidereavers get away with their slave trade.\! We have a chance to stop them here.,...\|タイドリーバーの奴隷貿易を、これ以上許すわけにはいかない。\!なんとしても食い止めなくては。
You wish to cross through the swamp??,じゃあ、沼を越えていくつもり？
"Yes, but we will cover more ground if we split up.\! Diana, can you lead a group on East side of the mountains?",ああ、部隊を分散して進めば、効率的に戦えるはずだ。\!ダイアナ、一部の部隊を山の東に向かわせてくれないか？
"Your judgement has not failed us thus far.\! Yes, please decide who will go with me.",わかった、お前の指揮官としての判断を信じよう。\!私と行動したい者はついて来なさい。
"These lands are not suited for the city-dwelling humans.\! I am called Raskuja, and for small fee of 3000 human gold coins, Raskuja will become your guide and protector.",ここ、文明に住む人間の場所じゃない。\!名前はラスクージャだ。3000ゴールドくれれば、お前案内して守ってやる。
"3,000 for one mercenary?!",3000ゴールドだって！？
"Blue-haired human has not met Barek Tor, mmm?\! We become Mercenary for many of your years.\! Pay once, and Raskuja slay all enemies of blue-haired human.\! Raskuja is deadly killer - swift as wind, strong like mountain, strike like fire.",おい、青髪。バレクトール見たことないな？\!バレクトールの民、とても長く傭兵やってる。\!黙って払えば、青髪のために敵片づける。\!ラスクージャ、最強の殺し屋。風のように動き、山のように強く、火のように攻める。
You're hired!,雇う
"No, thanks.",雇わない
"Sorry, friend, our finances are a little tight at the moment...",すまないが、ウチは資金繰りが良くないんだ。やめておくよ...
"Blue-haired human is brave, perhaps foolish.\! But Raskuja like this one, he hopes enemies of blue-haired human are not to be paying Raskuja first...",青髪、勇敢だが馬鹿だ。\!青髪の敵、ラスクージャ雇わないことを願え...
"...You'd better be worth it, Raskuja.\! Please, help us out with these damn swamps.\! Blue-haired human's name is \n[8].",...わかった。君を雇おう、ラスクージャ。\!どうかこの戦いに協力してくれ。\!あと、私の名前は青髪じゃなくて、\n[8]だ。
"\n[8] is very smart human.\! Raskuja worth far more than few clinks of human money.\! Show Raskuja who to kill, and so he shall to be doing it.",\n[8]、とても賢い。\!ラスクージャ、数人の兵士よりはるかに価値ある。\!誰を倒すのか指示出せ。そうすればラスクージャ、そいつ仕留める。
Enemy reinforcements from the East... more mercenaries?!\! They seem determined to reach \n[8]'s position.\! We can cut off their advance before they reach the swamp.,東から敵の増援...まだ来るのか！？\!どうやら\n[8]を狙っているようだな。\!敵が沼に進む前に足止めしよう。
