ENGLISH,JAPANESE
"\c[1]Upper balcony, Imperial palace at the capital\c[0]",\c[1]帝国の宮殿、バルコニー\c[0]
"So, not even the mighty Kuroda could best the orphan.",ほほう、最強のアサシン、クロダ殿でもあんなひよっ子を仕留め損なうとはな...
The one you call an orphan has many powerful allies.\! Your people had us believe we would go almost unopposed.\! We were not prepared.,そのひよっ子なる者は、強力な味方に守られているのだ。\!そちら側の話では、敵の戦力は取るに足らないとのことだった。\!ゆえに、周到な準備をしなかったのだ。
So be it. There will be another chance.\! Did you have a chance to review my message?,そうか、まあいい。打つ手はまだある。\!例の伝言はもう聞いたか？
Yes. You need a problem solved.,ああ、「処すべき対象がいる」だろう？
"I cannot expand on why, but this mission is but one part of a greater one... we will save this country, Kuroda.\! From itself, and its past folly.",そうだ。ここで詳しい説明はできんが、それはより大きな使命の一部なのだ、クロダよ...\!現在の危機から、そして過去の愚行からこの国を救うためのな。
Countless men just like you have used men like me to further their ambitions from the shadows.\! It is a dance as old as time.,今まで数え切れぬ者が、私のような男を利用し、陰から野望を推し進めてきた。\!人類の歴史と同じくらい、古くからある営みだ。
Truly a man of your craft. How honorable.,クロダ、お前は本当に使える男だ。誉れ高き暗殺者だよ。
"I cannot stress enough the importance of timing.\! You must monitor the situation.\! When the target leaves to try to stop the war, that is when he must die.\! No sooner, no later.",...この任務、タイミングが何より重要になる。\!事態を注視せよ。\!やつが戦争を止めようとした時に、息の根を止めるのだ。\!それより早くても遅くてもならない。
273 targets have fallen to my hand. It will be as routine as morning tea.,今まで273人をこの手で殺めた。その程度の注文、朝一杯の茶のようなものだ。
"...What a noble life you lead.\! As you have been paid in advance, we must never meet again.\! Donar be with you... or whatever it is they say.",...心無き殺戮機械めが。\!金は事前に送ってある。仕留めるまでは戻ってくるな。\!では、ドナーの導きがあらんことを...とでも言っておこうか。ハッハッハッ...
